index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"05Buy@2, 03Buy@1 agreed on {'quantity': 5, 'time': 1, 'unit_price': 12} [id 083b7882-3837-40f3-936a-b427f73ee225]",083b7882-3837-40f3-936a-b427f73ee225,product,1.0,6a8e708f-a360-46ed-9eb7-b28689955195,03Buy@1,str,['05Buy@2'],-1,False
1,"05Buy@2, 03Buy@1 agreed on {'quantity': 5, 'time': 1, 'unit_price': 12} [id aba599f3-e584-4b2a-8af2-fd346126857e]",aba599f3-e584-4b2a-8af2-fd346126857e,product,1.0,7106ead2-4f95-49b5-b398-72991d8d59fb,03Buy@1,str,['05Buy@2'],-1,False
2,"05Buy@2, 03Buy@1 agreed on {'quantity': 8, 'time': 1, 'unit_price': 12} [id cdaf1e37-d7f6-478c-8121-c05365c434c0]",cdaf1e37-d7f6-478c-8121-c05365c434c0,product,1.0,95043185-e761-42e8-b0ca-6377056ce9ee,03Buy@1,str,['05Buy@2'],-1,False
3,"05Buy@2, 03Buy@1 agreed on {'quantity': 8, 'time': 1, 'unit_price': 12} [id 868d1471-b507-434c-9e7c-5fdb8a14b768]",868d1471-b507-434c-9e7c-5fdb8a14b768,product,1.0,9d682dc2-658d-44bc-a426-2e69bde4f93a,03Buy@1,str,['05Buy@2'],-1,False
4,"05Buy@2, 03Buy@1 agreed on {'quantity': 9, 'time': 1, 'unit_price': 12} [id 922ea093-f640-4c4d-a3e1-822bf9a5c675]",922ea093-f640-4c4d-a3e1-822bf9a5c675,product,1.0,1936577c-a037-49de-855e-5e2c7276e680,03Buy@1,str,['05Buy@2'],-1,False
5,"05Buy@2, 03Buy@1 agreed on {'quantity': 10, 'time': 1, 'unit_price': 12} [id 368b9b51-6bb1-49ad-b01c-6816a45fe1a4]",368b9b51-6bb1-49ad-b01c-6816a45fe1a4,product,1.0,2ec3d44b-12c2-424d-826f-c7ca12c3dd29,03Buy@1,str,['05Buy@2'],-1,False
6,"05Buy@2, 03Buy@1 agreed on {'quantity': 10, 'time': 1, 'unit_price': 12} [id ba3606c2-d615-4e01-aaa6-6697b2164518]",ba3606c2-d615-4e01-aaa6-6697b2164518,product,1.0,8f8fea08-cf6d-4726-b9ed-bd2e62804cfd,03Buy@1,str,['05Buy@2'],-1,False
7,"05Buy@2, 03Buy@1 agreed on {'quantity': 6, 'time': 1, 'unit_price': 13} [id 2a8abdd9-be28-4718-9b8c-0454630f0b97]",2a8abdd9-be28-4718-9b8c-0454630f0b97,product,1.0,3cdb31b9-e3db-43c2-bdec-de417ff4c6a0,03Buy@1,str,['05Buy@2'],-1,False
8,"05Buy@2, 03Buy@1 agreed on {'quantity': 5, 'time': 1, 'unit_price': 13} [id b84c5235-4232-44e9-995c-ab47fbb27138]",b84c5235-4232-44e9-995c-ab47fbb27138,product,1.0,50e1d0ee-60e3-4b5b-962f-cf0d20ebbe36,03Buy@1,str,['05Buy@2'],-1,False
9,"05Buy@2, 03Buy@1 agreed on {'quantity': 7, 'time': 1, 'unit_price': 12} [id 713e2048-62f9-472a-a154-1387697edb22]",713e2048-62f9-472a-a154-1387697edb22,product,1.0,cea82eef-5669-478a-b438-ce9aa861082e,03Buy@1,str,['05Buy@2'],-1,False
10,"02Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 3} [id ccf1607c-431a-4407-9811-5ef0352f20a2]",ccf1607c-431a-4407-9811-5ef0352f20a2,product,1.0,8058a777-8a90-4171-9bb5-7f035a871ab5,01Ran@0,str,['02Dec@1'],-1,False
11,"02Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 3} [id 97602b5a-4c4b-45c5-9131-e62480a35ee9]",97602b5a-4c4b-45c5-9131-e62480a35ee9,product,1.0,4ea8481a-6515-4861-8db8-d1ed6193b23b,01Ran@0,str,['02Dec@1'],-1,False
12,"02Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 3} [id 7a009d34-dd32-4347-9562-ebe4705d1f07]",7a009d34-dd32-4347-9562-ebe4705d1f07,product,1.0,63d5d17a-f283-4b72-bfbe-790c67ae7082,01Ran@0,str,['02Dec@1'],-1,False
13,"02Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 3} [id d13c3e78-4bbc-40f7-8ba3-a734cd7e2920]",d13c3e78-4bbc-40f7-8ba3-a734cd7e2920,product,1.0,956e5244-5c4f-422f-a7ba-085eed056bb9,01Ran@0,str,['02Dec@1'],-1,False
14,"03Buy@1, 01Ran@0 agreed on {'quantity': 8, 'time': 2, 'unit_price': 2} [id 0d5e4ee1-eef5-424c-b59b-08726729dcd7]",0d5e4ee1-eef5-424c-b59b-08726729dcd7,product,1.0,00fb4d84-250c-4144-8744-b5b711a9df95,01Ran@0,str,['03Buy@1'],-1,False
15,"03Buy@1, 01Ran@0 agreed on {'quantity': 3, 'time': 2, 'unit_price': 1} [id 5e9ff487-3869-4c3c-9cbc-f8639e9965a7]",5e9ff487-3869-4c3c-9cbc-f8639e9965a7,product,1.0,71967066-a174-4dd9-86fc-7c2df882b638,01Ran@0,str,['03Buy@1'],-1,False
16,"03Buy@1, 01Ran@0 agreed on {'quantity': 7, 'time': 2, 'unit_price': 1} [id d28b5c1b-9a11-4a0b-a1bd-54b99a6728fd]",d28b5c1b-9a11-4a0b-a1bd-54b99a6728fd,product,1.0,6925fa5e-fdf9-49f3-8808-a9d723c7c910,01Ran@0,str,['03Buy@1'],-1,False
17,"03Buy@1, 01Ran@0 agreed on {'quantity': 4, 'time': 2, 'unit_price': 2} [id 39ffc197-73bb-470f-899b-ab82c950e84e]",39ffc197-73bb-470f-899b-ab82c950e84e,product,1.0,b03968aa-bae0-4277-b517-4d05489dc0db,01Ran@0,str,['03Buy@1'],-1,False
18,"03Buy@1, 01Ran@0 agreed on {'quantity': 6, 'time': 2, 'unit_price': 1} [id fcbb2f99-655a-40f0-a98a-2c8dee7ba3f0]",fcbb2f99-655a-40f0-a98a-2c8dee7ba3f0,product,1.0,5523f250-0279-4177-91a6-dfaf079d19b7,01Ran@0,str,['03Buy@1'],-1,False
19,"03Buy@1, 01Ran@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 2} [id 7c5cd864-59be-4af0-bf38-c0f394f34e9b]",7c5cd864-59be-4af0-bf38-c0f394f34e9b,product,1.0,93d0a189-b441-400a-8d28-10877ae6459d,01Ran@0,str,['03Buy@1'],-1,False
20,"05Buy@2, 03Buy@1 agreed on {'quantity': 10, 'time': 2, 'unit_price': 12} [id fce3c0b5-ba37-44df-bd72-303fb41a51cb]",fce3c0b5-ba37-44df-bd72-303fb41a51cb,product,1.0,c84cd69d-9ee5-4165-a406-bdc59dd0ef02,03Buy@1,str,['05Buy@2'],-1,False
