index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07Buy@3, 05Ran@2 agreed on {'quantity': 2, 'time': 1, 'unit_price': 3} [id 56de99a5-18ef-4939-8a14-72c1ae3bb4f7]",56de99a5-18ef-4939-8a14-72c1ae3bb4f7,product,1.0,347286df-7085-418f-8b70-66cd85d3525c,05Ran@2,str,['07Buy@3'],-1,False
1,"07Buy@3, 05Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 2} [id 8b2a4638-4de0-44af-8b99-b1b404ad5765]",8b2a4638-4de0-44af-8b99-b1b404ad5765,product,1.0,294faadc-dad1-42e3-8bab-d9873ea0e665,05Ran@2,str,['07Buy@3'],-1,False
2,"07Buy@3, 05Ran@2 agreed on {'quantity': 7, 'time': 1, 'unit_price': 1} [id 2d15592e-98c6-4da4-98fe-c992648ab2e9]",2d15592e-98c6-4da4-98fe-c992648ab2e9,product,1.0,ecb1f899-197d-4d28-85a1-47fb985c4327,05Ran@2,str,['07Buy@3'],-1,False
3,"07Buy@3, 05Ran@2 agreed on {'quantity': 8, 'time': 1, 'unit_price': 6} [id 4798bfd8-014f-4c2b-8eb6-cb240bb4e9e7]",4798bfd8-014f-4c2b-8eb6-cb240bb4e9e7,product,1.0,51f3ccab-af38-42be-830f-986c10443a7c,05Ran@2,str,['07Buy@3'],-1,False
4,"04Dec@2, 02Buy@1 agreed on {'quantity': 5, 'time': 2, 'unit_price': 10} [id 90ac1d3e-7272-4ba0-abfc-e16458a02e65]",90ac1d3e-7272-4ba0-abfc-e16458a02e65,product,1.0,fe179814-b419-4328-a8c7-c298f8dc0dda,02Buy@1,str,['04Dec@2'],-1,False
5,"05Ran@2, 02Buy@1 agreed on {'quantity': 8, 'time': 2, 'unit_price': 20} [id 6de16512-5133-4036-9daf-becdae50edcf]",6de16512-5133-4036-9daf-becdae50edcf,product,1.0,a42d95ee-38be-47b1-ad05-a6cfe488ef7f,02Buy@1,str,['05Ran@2'],-1,False
6,"05Ran@2, 02Buy@1 agreed on {'quantity': 9, 'time': 2, 'unit_price': 18} [id 1ade477e-a0ba-4cf5-bb70-9ea4e443abf8]",1ade477e-a0ba-4cf5-bb70-9ea4e443abf8,product,1.0,096d80d1-6407-4e55-a8b3-3baf22a1a9a1,02Buy@1,str,['05Ran@2'],-1,False
7,"05Ran@2, 02Buy@1 agreed on {'quantity': 9, 'time': 2, 'unit_price': 20} [id 4c64ebe4-a880-4e52-be88-0811cff9f11b]",4c64ebe4-a880-4e52-be88-0811cff9f11b,product,1.0,0035c21a-9b7e-4044-86de-52b046b4bbd9,02Buy@1,str,['05Ran@2'],-1,False
8,"05Ran@2, 03Buy@1 agreed on {'quantity': 9, 'time': 2, 'unit_price': 18} [id 7a8d8dbe-a7c2-4496-ab7e-05a444c7f117]",7a8d8dbe-a7c2-4496-ab7e-05a444c7f117,product,1.0,840b27d9-3e18-41b0-9078-c9789148794d,03Buy@1,str,['05Ran@2'],-1,False
9,"05Ran@2, 03Buy@1 agreed on {'quantity': 9, 'time': 2, 'unit_price': 14} [id 258d4f73-aea9-414a-b3b8-0d6f41b18722]",258d4f73-aea9-414a-b3b8-0d6f41b18722,product,1.0,a7fb8247-6f5f-4ec3-8193-5effd7195ace,03Buy@1,str,['05Ran@2'],-1,False
10,"06Dec@3, 05Ran@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 1} [id 4e97fffd-bc0f-4c32-ba5a-8f76a80f3d39]",4e97fffd-bc0f-4c32-ba5a-8f76a80f3d39,product,1.0,fd2502a5-2394-4ddc-831e-f04d9f936209,05Ran@2,str,['06Dec@3'],-1,False
11,"06Dec@3, 05Ran@2 agreed on {'quantity': 9, 'time': 2, 'unit_price': 11} [id 22aa7382-dc5a-40cc-96f3-cbef38b3d085]",22aa7382-dc5a-40cc-96f3-cbef38b3d085,product,1.0,c498d225-f6b8-4eeb-9f2d-5886317dee8b,05Ran@2,str,['06Dec@3'],-1,False
12,"07Buy@3, 05Ran@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 1} [id 630dc5b3-15f3-4077-a747-a57b4d621aae]",630dc5b3-15f3-4077-a747-a57b4d621aae,product,1.0,394a5322-053b-4300-9b2c-36d7f9414a32,05Ran@2,str,['07Buy@3'],-1,False
13,"07Buy@3, 05Ran@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 5} [id 96ece804-d2dc-4543-b561-69212218871b]",96ece804-d2dc-4543-b561-69212218871b,product,1.0,85edc567-f861-495f-87af-aa8757d96a9c,05Ran@2,str,['07Buy@3'],-1,False
14,"07Buy@3, 05Ran@2 agreed on {'quantity': 12, 'time': 2, 'unit_price': 2} [id 0655f152-ae03-4056-afc0-e291c7ad1245]",0655f152-ae03-4056-afc0-e291c7ad1245,product,1.0,c7d18df4-d898-4124-b6ae-796a38e7affe,05Ran@2,str,['07Buy@3'],-1,False
15,"07Buy@3, 05Ran@2 agreed on {'quantity': 10, 'time': 2, 'unit_price': 7} [id cf935457-b807-4513-acc6-75a0904f70d6]",cf935457-b807-4513-acc6-75a0904f70d6,product,1.0,ffde53e1-8ff1-41f1-a48f-cc2ba579a637,05Ran@2,str,['07Buy@3'],-1,False
16,"07Buy@3, 05Ran@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 2} [id 27e185ff-7036-43d7-85fd-04f1670552b0]",27e185ff-7036-43d7-85fd-04f1670552b0,product,1.0,b19c816e-deaa-40d7-b04b-12642ed8889c,05Ran@2,str,['07Buy@3'],-1,False
