index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"03Dec@1, 00Ind@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 9} [id 13b20498-ea03-46d0-a07d-a036e6d4605a]",13b20498-ea03-46d0-a07d-a036e6d4605a,product,0.8,f46b035e-9457-45a6-a5be-11df823eaa9c,00Ind@0,str,['03Dec@1'],-1,False
1,"03Dec@1, 00Ind@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 10} [id a56107d3-bb47-4e24-9348-81b52167d0b7]",a56107d3-bb47-4e24-9348-81b52167d0b7,product,1.0,dab4a92c-488f-496f-82f6-a0bfdd888401,00Ind@0,str,['03Dec@1'],-1,False
2,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 35} [id 10dd79db-e88a-4beb-8093-7f132268a3ff]",10dd79db-e88a-4beb-8093-7f132268a3ff,product,1.0,10845d14-0dcd-4bba-8b25-b88067a59c24,04Dec@2,str,['BUYER'],-1,False
3,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 35} [id 85823829-89ba-4a54-b340-e4e65d78b640]",85823829-89ba-4a54-b340-e4e65d78b640,product,1.0,ff12c0a6-6450-4198-8e9b-644a207d7603,04Dec@2,str,['BUYER'],-1,False
4,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 35} [id 5b9098b2-f813-478c-a8f1-e3fd77d33d84]",5b9098b2-f813-478c-a8f1-e3fd77d33d84,product,1.0,830ffd39-e1c3-4659-882c-a4436f3fa61e,05Dec@2,str,['BUYER'],-1,False
5,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 35} [id a0b2d494-42a0-4582-9b5d-449427a6ce7b]",a0b2d494-42a0-4582-9b5d-449427a6ce7b,product,1.0,cf919bd9-4b24-42d3-a3d6-2656a6a03251,05Dec@2,str,['BUYER'],-1,False
6,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 35} [id fd324818-ee89-4c88-ba00-420b84a5ed79]",fd324818-ee89-4c88-ba00-420b84a5ed79,product,1.0,85b9cde3-5255-42fb-984d-bccc6f1a5d21,05Dec@2,str,['BUYER'],-1,False
7,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 35} [id 4be0bd2b-9267-43ef-825e-f2bfda4408b2]",4be0bd2b-9267-43ef-825e-f2bfda4408b2,product,1.0,700959a0-0627-4b8a-b463-a19a30ec32ef,04Dec@2,str,['BUYER'],-1,False
8,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 35} [id a5c4a831-f16c-41df-9cef-46838bfb51c6]",a5c4a831-f16c-41df-9cef-46838bfb51c6,product,1.0,12034aa6-5448-472b-b6a9-1d5bf124a0a6,05Dec@2,str,['BUYER'],-1,False
9,"BUYER, 05Dec@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 35} [id 31704db4-1c2b-4ac5-b021-578181e873b8]",31704db4-1c2b-4ac5-b021-578181e873b8,product,1.0,7c3cd36e-2d50-463a-8499-1be36f03da0a,05Dec@2,str,['BUYER'],-1,False
