index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,17.0,0,,30.0,0,,43.0,0,,58.0,0,,0,0.2,15412,9,0,0.0,90.0,False,-0.002902851245000645,0,0.2,15392,1,10,1.0,180.0,False,-0.0012901561088891757,0,0.2,26409,0,0,0.0,0.0,False,0.0,0,0.2,26409,0,0,0.0,0.0,False,0.0,0,0.2,37425,0,0,0.0,0.0,False,0.0,0,0.2,37425.0,0,0,0.0,0.0,False,0.0,0,0.2,53590,0,0,0.0,0.0,False,0.0,0,0.2,53590,0,0,0.0,0.0,False,0.0,0.125,265652,0.0,0.0,10,0,0,0,0,0.0,409,409,65,0.0,0.0,0,0,65,200,2.5426390673965216,2.5426390673965216
1,65,0,0,0,10.0,20,10.0,17.0,0,,30.0,0,,33.416666666666664,15,4.666666666666667,58.0,0,,0,0.2,15312,19,0,0.0,190.0,False,-0.006128241517223584,0,0.2,15292,1,20,1.0,350.0,False,-0.0022577731905560573,0,0.2,26409,0,0,0.0,0.0,False,0.0,0,0.2,26409,0,0,0.0,0.0,False,0.0,0,0.2,37425,0,0,0.0,0.0,False,0.0,15,0.35000000000000003,36583.0,0,0,0.0,0.0,False,-0.022498329993319972,0,0.2,53590,0,0,0.0,0.0,False,0.0,0,0.2,53520,15,0,0.0,501.24999999999994,False,0.003370498227281209,0.125,264540,0.0,0.0,9,0,0,29,3,3.0,53,82,44,910.0,32.0,62,3,44,200,3.759968518279493,6.302607585676014
2,44,0,0,0,10.0,20,10.0,17.0,0,,21.782608695652176,24,6.375,21.257894736842104,41,5.2439024390243905,58.0,0,,0,0.2,15182,32,0,0.0,320.0,False,-0.010321248871113405,0,0.2,15222,0,28,0.8,476.0,False,-0.0027093278286672686,0,0.2,26409,0,0,0.0,0.0,False,0.0,24,0.44000000000000006,25369,0,0,0.0,0.0,False,-0.039380514218637586,0,0.2,37391,4,10,1.0,299.70938215102973,False,0.0030956497281367434,41,0.7450000000000001,33069.0,10,0,0.0,217.82608695652175,False,-0.11348261740873043,0,0.2,53542,4,10,1.0,665.0315789473684,False,0.0053091209082605706,0,0.2,53353,42,0,0.0,892.8315789473684,False,0.003907740053623539,0.35,259537,0.0,0.0,10,0,0,24,13,13.0,38,62,25,532.0,18.0,43,1,25,200,2.830355439335108,9.132963025011122
3,25,0,0,0,10.0,20,10.0,16.82608695652174,1,9.0,21.83870967741936,3,23.0,17.929383886255923,20,3.7,58.0,0,,1,0.21000000000000002,15070,42,0,0.0,420.0,False,-0.014320732808669849,0,0.2,15122,0,38,1.0,639.391304347826,False,-0.0038901011370202493,0,0.2,26400,0,1,0.1,21.83870967741936,False,7.267805818881391e-05,3,0.44600000000000006,25330,0,0,0.0,0.0,False,-0.0408572835018365,0,0.2,37391,0,14,0.4,251.01137440758293,False,0.002445041742252222,20,0.9040000000000001,31785.0,13,0,0.0,283.9032258064517,False,-0.14690844053698793,0,0.2,53530,0,17,0.7,986.0,False,0.008079865646575854,0,0.2,53291,59,0,0.0,1057.8336492890994,False,0.0042902934249775685,0.275,257919,0.0,0.0,10,0,0,12,5,5.0,24,36,15,222.0,35.0,17,8,15,200,1.848889609798789,10.981852634809911
4,15,0,0,0,10.0,20,10.0,16.465437788018434,2,9.0,21.17798370346701,4,11.5,14.710730133118192,29,4.172413793103448,58.0,20,58.0,1,0.21900000000000003,14958,52,0,0.0,520.0,False,-0.018320216746226293,0,0.2,15031,0,47,1.0,773.8755760368664,False,-0.005422668815737781,0,0.2,26382,0,3,0.2,63.533951110401034,False,0.00018050571983799075,4,0.4830000000000001,25228,0,0,0.0,0.0,False,-0.04471960316558749,0,0.2,37391,0,14,0.0,205.9502218636547,False,0.0018430223361876827,29,1.1740000000000002,29664.0,17,0,0.0,360.0257229589392,False,-0.20256478660041496,0,0.2,53988,0,15,0.6,870.0,False,0.015543944765814518,12,0.32000000000000006,52880,82,0,0.0,1206.2798709156918,False,-0.001994029941073966,0.22499999999999998,255522,0.0,0.0,13,0,0,9,14,14.0,21,30,20,110.0,15.0,10,5,20,673,1.274434112943709,12.25628674775362
5,20,0,0,0,10.0,20,10.0,16.075606276747504,3,11.0,21.442532093287653,7,23.571428571428573,12.72925386544869,22,2.6818181818181817,58.0,20,58.0,1,0.228,14862,61,0,0.0,610.0,False,-0.021610114823893693,0,0.2,14939,1,55,1.0,894.1583452211127,False,-0.007477798180198924,2,0.22000000000000003,26417,0,2,0.2,42.885064186575306,False,0.0011148673593580215,2,0.4990000000000001,25181,1,0,0.0,16.075606276747504,False,-0.046194940999720796,0,0.2,37391,0,14,0.0,178.20955411628165,False,0.001472405532615702,22,1.3650000000000002,28091.0,24,0,0.0,514.6207702389037,False,-0.24253011663007482,0,0.2,54458,5,16,1.0,991.6462693272434,False,0.025449209454443438,11,0.41800000000000004,52629,89,0,0.0,1132.9035940249335,False,-0.00736234750863099,0.275,253968,0.0,0.0,14,0,0,8,11,10.4,21,29,23,156.0,22.0,12,8,23,740,1.4155319454148412,13.671818693168461
6,23,0,0,0,10.0,20,10.0,18.223733301239616,12,25.0,20.042386697527174,19,15.842105263157896,10.868150028064836,25,1.92,57.99999999999999,20,58.0,0,0.227,14762,71,0,0.0,710.0,False,-0.02483550509611663,0,0.2,15139,1,53,1.0,975.8578649656996,False,0.00805889127098759,4,0.258,26105,2,10,1.0,236.871333577751,False,-0.00702655659855068,13,0.6270000000000001,24807,1,0,0.0,18.223733301239616,False,-0.06031610940775421,0,0.2,37391,0,14,0.0,152.1541003929077,False,0.0011243032784622772,25,1.5930000000000004,26048.0,43,0,0.0,861.8226279936684,False,-0.292480659612643,0,0.2,54980,0,12,0.5,695.9999999999999,False,0.032431423773091994,11,0.5170000000000001,52334,114,0,0.0,1238.9691031993914,False,-0.011877504168693915,0.3125,251566,0.0,0.0,13,0,0,11,13,12.666666666666666,21,32,17,127.0,54.0,12,11,17,1022,1.2780884634703398,14.949907156638801
7,17,0,0,0,10.0,20,10.0,20.43283660392566,39,22.974358974358974,22.382108994914017,13,34.69230769230769,12.185195400434667,21,20.38095238095238,58.0,20,58.0,6,0.28700000000000003,14596,80,0,0.0,800.0,False,-0.032640949554896145,0,0.2,15871,2,30,1.0,632.9850981177699,False,0.04421961998831666,0,0.254,26094,10,13,1.0,495.2957829731388,False,-0.002550346795161904,6,0.6740000000000002,24145,22,0,0.0,449.5224052863646,False,-0.07721756966779576,0,0.2,37391,0,14,0.0,170.59273560608534,False,0.001370644430275025,21,1.7780000000000005,24649.0,56,0,0.0,1253.398103715185,False,-0.3246306198568446,0,0.2,54976,5,15,1.0,930.9259770021733,False,0.03454866558128545,13,0.6360000000000001,52031,120,0,0.0,1462.22344805216,False,-0.015448558984398597,0.375,249753,0.0,0.0,18,0,0,8,11,11.0,18,26,15,85.0,30.0,8,9,15,1803,1.079418433830142,16.029325590468943
8,15,0,0,0,10.0,20,10.0,22.90906856827843,54,26.37037037037037,22.655570025237523,3,29.333333333333332,11.412868137824868,18,5.555555555555555,58.0,20,58.0,14,0.42100000000000004,14334,88,0,0.0,880.0,False,-0.046961682363565994,10,0.30000000000000004,16853,4,10,1.0,269.0906856827843,False,0.09582926995493439,0,0.254,26070,14,20,1.0,773.8383604606485,False,0.0018145018830824664,0,0.6680000000000001,22833,62,0,0.0,1420.3622512332627,False,-0.10851675089489822,0,0.2,37391,0,14,0.0,159.78015392954813,False,0.001226187761249792,18,1.9370000000000003,23522.0,59,0,0.0,1336.678631489014,False,-0.3536315480094988,0,0.2,55604,0,14,1.0,812.0,False,0.04515767867139392,9,0.7130000000000001,51753,133,0,0.0,1517.9114623307073,False,-0.02011651929155896,0.375,248360,0.0,0.0,17,0,0,13,10,9.833333333333334,20,33,10,189.0,3.0,14,1,10,1830,1.1889504715800285,17.21827606204897
9,10,0,0,0,10.000000000000002,20,10.0,23.79694357972421,22,28.5,25.12353221766402,5,59.0,11.367008486521252,31,11.161290322580646,58.0,20,58.0,1,0.41700000000000004,14232,97,0,0.0,970.0000000000002,False,-0.050638627273900144,11,0.4,17130,5,10,1.0,287.9694357972421,False,0.11430684543275836,0,0.254,26044,17,25,1.0,1032.636346296912,False,0.005729795643472099,0,0.6680000000000001,22527,71,0,0.0,1689.582994160419,False,-0.11500656984057675,0,0.2,37580,0,11,0.0,125.03709335173377,False,0.005812118815654518,28,2.1990000000000007,21351.0,64,0,0.0,1607.9060619304973,False,-0.40801728708175694,0,0.2,55871,0,11,0.6,638.0,False,0.04851651427505132,11,0.8140000000000003,51400,158,0,0.0,1795.987340870358,False,-0.024109093666072428,0.325,246135,0.0,0.0,15,0,0,7,12,11.916666666666666,23,30,15,125.0,0.0,10,0,15,1512,1.2211252097040415,18.439401271753013
