index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 35} [id cebcbc8d-fac0-4c24-b1a0-7bd736223480]",cebcbc8d-fac0-4c24-b1a0-7bd736223480,product,1.0,5d30ddbc-3b15-471b-b712-e29e1d83b55a,05Ran@2,str,['BUYER'],-1,False
1,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 35} [id 2b33ea0a-5866-47cc-8d40-768c29ed3b5b]",2b33ea0a-5866-47cc-8d40-768c29ed3b5b,product,1.0,5d6cd167-11c2-40f0-aa7e-3c2aab9308d0,05Ran@2,str,['BUYER'],-1,False
2,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 6, 'unit_price': 35} [id 57a57536-d314-4214-816c-2b0eb18f76c6]",57a57536-d314-4214-816c-2b0eb18f76c6,product,1.0,c7b476bc-7cd9-4be0-9f6c-6a3a18b2cf21,05Ran@2,str,['BUYER'],-1,False
3,"BUYER, 04Ind@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 35} [id 6a05f041-30a9-42c9-b51f-892932195785]",6a05f041-30a9-42c9-b51f-892932195785,product,1.0,3962cc1b-e5ce-45cc-9f89-6efed1f077a3,04Ind@2,str,['BUYER'],-1,False
4,"BUYER, 04Ind@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 35} [id c46edeee-dc76-47f5-86db-f1f4e5c18d46]",c46edeee-dc76-47f5-86db-f1f4e5c18d46,product,1.0,9c574405-d557-491f-a649-e3961e08b555,04Ind@2,str,['BUYER'],-1,False
5,"BUYER, 04Ind@2 agreed on {'time': 4, 'quantity': 5, 'unit_price': 35} [id da515159-02d8-4aba-8edc-e3e838a6fe1e]",da515159-02d8-4aba-8edc-e3e838a6fe1e,product,1.0,b061b08f-7e19-472f-86c8-5690228d5ee8,04Ind@2,str,['BUYER'],-1,False
6,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 5, 'unit_price': 35} [id 41695816-f3e1-4d65-a2b9-87b42f287e9e]",41695816-f3e1-4d65-a2b9-87b42f287e9e,product,1.0,99358a22-6f93-44f0-9d1c-f8457fd3072e,05Ran@2,str,['BUYER'],-1,False
7,"BUYER, 04Ind@2 agreed on {'time': 4, 'quantity': 5, 'unit_price': 35} [id a849c86b-41e9-460b-b30a-aa9297c6fe25]",a849c86b-41e9-460b-b30a-aa9297c6fe25,product,1.0,ec00b6cc-ee8e-4fa7-b298-b233dbc2f143,04Ind@2,str,['BUYER'],-1,False
8,"BUYER, 04Ind@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 35} [id c728f35a-480f-4c9b-8fd3-1b65ca05f6ce]",c728f35a-480f-4c9b-8fd3-1b65ca05f6ce,product,1.0,27a5f317-9632-4d78-98ba-03b52775d7eb,04Ind@2,str,['BUYER'],-1,False
9,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 3, 'unit_price': 35} [id 4a18b52c-8097-4d3c-92f8-3ed28ce7de7d]",4a18b52c-8097-4d3c-92f8-3ed28ce7de7d,product,1.0,43d2fb60-b9c2-4286-81ab-21545b60f790,05Ran@2,str,['BUYER'],-1,False
10,"BUYER, 05Ran@2 agreed on {'time': 5, 'quantity': 2, 'unit_price': 35} [id 5b51d27f-8a0e-4c1d-8868-e56f5047eb00]",5b51d27f-8a0e-4c1d-8868-e56f5047eb00,product,1.0,6a5f4f27-a26a-4160-ae1c-a311bd1ed7b0,05Ran@2,str,['BUYER'],-1,False
11,"BUYER, 05Ran@2 agreed on {'time': 5, 'quantity': 5, 'unit_price': 35} [id 4fafc299-7f9f-480a-ab13-967588652a51]",4fafc299-7f9f-480a-ab13-967588652a51,product,1.0,d43fde56-067c-434a-975b-9f29684065fd,05Ran@2,str,['BUYER'],-1,False
12,"BUYER, 05Ran@2 agreed on {'time': 5, 'quantity': 4, 'unit_price': 35} [id f83f317d-668d-4123-abef-bcd67c894522]",f83f317d-668d-4123-abef-bcd67c894522,product,1.0,318d787d-7c77-4596-a615-de73a050d324,05Ran@2,str,['BUYER'],-1,False
13,"BUYER, 04Ind@2 agreed on {'time': 5, 'quantity': 4, 'unit_price': 35} [id 89dc4a1a-ab6d-4167-a5da-dc429ba89544]",89dc4a1a-ab6d-4167-a5da-dc429ba89544,product,1.0,66245545-0fef-4cdc-aca5-3ad21d5e9f8e,04Ind@2,str,['BUYER'],-1,False
14,"BUYER, 04Ind@2 agreed on {'time': 5, 'quantity': 5, 'unit_price': 35} [id 61ea5716-815a-4cf6-bc2a-c79fe133e5a5]",61ea5716-815a-4cf6-bc2a-c79fe133e5a5,product,1.0,e58bc6cd-8b5b-462c-b9a2-46fa459f908e,04Ind@2,str,['BUYER'],-1,False
15,"02Dec@1, 05Ran@2 agreed on {'quantity': 9, 'time': 6, 'unit_price': 27} [id 16ce19de-de32-4955-a90f-deb1e8fccc90]",16ce19de-de32-4955-a90f-deb1e8fccc90,product,0.4444444444444444,d20c864b-7080-49af-b00c-966082fa10be,02Dec@1,str,['05Ran@2'],-1,False
16,"BUYER, 05Ran@2 agreed on {'time': 6, 'quantity': 3, 'unit_price': 35} [id 8346cf5a-5ed4-40c3-9eac-21916402293b]",8346cf5a-5ed4-40c3-9eac-21916402293b,product,1.0,b5fef751-e573-4354-9447-a0f689fd1954,05Ran@2,str,['BUYER'],-1,False
17,"BUYER, 05Ran@2 agreed on {'time': 6, 'quantity': 4, 'unit_price': 35} [id 773f85d9-5066-413f-aa27-1322bff48f4b]",773f85d9-5066-413f-aa27-1322bff48f4b,product,1.0,66a0c2bb-f324-4778-adfa-34d91cd99bd7,05Ran@2,str,['BUYER'],-1,False
18,"BUYER, 05Ran@2 agreed on {'time': 6, 'quantity': 4, 'unit_price': 35} [id 9e325f29-1df7-42a9-8599-5ee62099c688]",9e325f29-1df7-42a9-8599-5ee62099c688,product,1.0,791dc3e9-ee1b-4fa1-be33-d3f34e78b5f4,05Ran@2,str,['BUYER'],-1,False
19,"BUYER, 04Ind@2 agreed on {'time': 6, 'quantity': 1, 'unit_price': 35} [id e6f6cba1-eef8-4096-acb4-37f6d66355f7]",e6f6cba1-eef8-4096-acb4-37f6d66355f7,product,1.0,77f7d66e-3800-4c7e-be4b-930f91899ba3,04Ind@2,str,['BUYER'],-1,False
20,"BUYER, 04Ind@2 agreed on {'time': 6, 'quantity': 8, 'unit_price': 35} [id cee3a3d8-fdc6-45d9-847f-afcd239ca925]",cee3a3d8-fdc6-45d9-847f-afcd239ca925,product,1.0,7e5a8a1b-7003-4fa1-bf16-f23bba1d1715,04Ind@2,str,['BUYER'],-1,False
21,"02Dec@1, 04Ind@2 agreed on {'quantity': 16, 'time': 7, 'unit_price': 38} [id 6412a5e3-0614-4776-87d6-2f3190357c77]",6412a5e3-0614-4776-87d6-2f3190357c77,product,0.5,d76496fe-e02a-44ec-b4b9-73871b2c2ccc,02Dec@1,str,['04Ind@2'],-1,False
22,"BUYER, 05Ran@2 agreed on {'time': 7, 'quantity': 4, 'unit_price': 35} [id 051c4600-c855-4a61-b785-34359b5ff1b1]",051c4600-c855-4a61-b785-34359b5ff1b1,product,1.0,5b60a717-c3ed-4017-afe8-57cdeb670416,05Ran@2,str,['BUYER'],-1,False
23,"BUYER, 05Ran@2 agreed on {'time': 7, 'quantity': 5, 'unit_price': 35} [id 6928260a-43b4-4496-aa3e-2c128274cca2]",6928260a-43b4-4496-aa3e-2c128274cca2,product,1.0,7672c2b2-f1f1-462b-b025-d07865b115b0,05Ran@2,str,['BUYER'],-1,False
