index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"06MyA@3, 04Ran@2 agreed on {'quantity': 10, 'time': 1, 'unit_price': 10} [id a3700e5b-235c-4146-a154-8427c17ce753]",a3700e5b-235c-4146-a154-8427c17ce753,product,1.0,6cdca533-afe8-4b0d-be81-48d2302b6c8a,04Ran@2,str,['06MyA@3'],-1,False
1,"02Dec@1, 01Ran@0 agreed on {'quantity': 4, 'time': 2, 'unit_price': 5} [id 942e367e-9e6d-4af8-a0d7-329acfbccab4]",942e367e-9e6d-4af8-a0d7-329acfbccab4,product,1.0,468a9752-b2a7-47b2-877f-e4b9ec1a5384,01Ran@0,str,['02Dec@1'],-1,False
2,"07Dec@3, 05Dec@2 agreed on {'quantity': 4, 'time': 2, 'unit_price': 20} [id dbe19dab-f367-45db-ab48-02255a2f8d7a]",dbe19dab-f367-45db-ab48-02255a2f8d7a,product,1.0,c500631e-913b-4c98-85bd-4fd6706bad81,05Dec@2,str,['07Dec@3'],-1,False
3,"07Dec@3, 04Ran@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 5} [id 7e76f35b-b765-413c-9118-c07466c34506]",7e76f35b-b765-413c-9118-c07466c34506,product,1.0,b5f2ad44-57b6-4531-8524-d2d643d96709,04Ran@2,str,['07Dec@3'],-1,False
4,"02Dec@1, 01Ran@0 agreed on {'quantity': 1, 'time': 3, 'unit_price': 2} [id f76d5ab7-222a-4813-943b-80db00d0d808]",f76d5ab7-222a-4813-943b-80db00d0d808,product,1.0,f950f4e7-a807-4bad-91c3-d135afba9d55,01Ran@0,str,['02Dec@1'],-1,False
5,"05Dec@2, 03Buy@1 agreed on {'quantity': 3, 'time': 3, 'unit_price': 15} [id e89f9fa7-4f36-4b8f-a6dc-f011ac964e07]",e89f9fa7-4f36-4b8f-a6dc-f011ac964e07,product,1.0,8be7a6bd-f7cd-47ef-b639-cdced104d67d,03Buy@1,str,['05Dec@2'],-1,False
6,"07Dec@3, 04Ran@2 agreed on {'quantity': 7, 'time': 3, 'unit_price': 5} [id fdcd65e0-585b-4342-b96d-9a7f72f8f94e]",fdcd65e0-585b-4342-b96d-9a7f72f8f94e,product,1.0,3774b739-3d4c-4cd1-b72f-f0aefceb1522,04Ran@2,str,['07Dec@3'],-1,False
7,"07Dec@3, 04Ran@2 agreed on {'quantity': 3, 'time': 3, 'unit_price': 1} [id 8daa437b-6137-4684-bedf-fb3f61dab2bb]",8daa437b-6137-4684-bedf-fb3f61dab2bb,product,1.0,25a07755-48e3-4a86-8618-8c6d64e288e9,04Ran@2,str,['07Dec@3'],-1,False
8,"02Dec@1, 01Ran@0 agreed on {'quantity': 4, 'time': 4, 'unit_price': 3} [id 9f21e494-038b-4fed-bc2c-39b63255d63a]",9f21e494-038b-4fed-bc2c-39b63255d63a,product,1.0,4c66e75e-2a9d-4651-9851-098f11e88a2a,01Ran@0,str,['02Dec@1'],-1,False
9,"02Dec@1, 01Ran@0 agreed on {'quantity': 4, 'time': 4, 'unit_price': 1} [id 460fc090-dea6-4372-879e-42a234ef0f79]",460fc090-dea6-4372-879e-42a234ef0f79,product,1.0,a8cd6adf-8163-4e6e-909c-d75e4414efed,01Ran@0,str,['02Dec@1'],-1,False
10,"07Dec@3, 04Ran@2 agreed on {'quantity': 22, 'time': 4, 'unit_price': 27} [id 7cbe9f7b-527f-49ef-bace-c3b54837ad12]",7cbe9f7b-527f-49ef-bace-c3b54837ad12,product,1.0,b170860b-5231-4771-a990-5571e7d4908f,04Ran@2,str,['07Dec@3'],-1,False
11,"05Dec@2, 03Buy@1 agreed on {'quantity': 5, 'time': 5, 'unit_price': 14} [id 3c71cf1d-12e8-4233-b361-427c0149a72b]",3c71cf1d-12e8-4233-b361-427c0149a72b,product,1.0,4008b2fd-abea-4405-8577-02a44bab8bf4,03Buy@1,str,['05Dec@2'],-1,False
12,"07Dec@3, 04Ran@2 agreed on {'quantity': 8, 'time': 5, 'unit_price': 2} [id 8e57d1c9-54d4-40cf-be89-ad751258705d]",8e57d1c9-54d4-40cf-be89-ad751258705d,product,1.0,e0772367-7b95-4cc0-8e50-230e5702b0a5,04Ran@2,str,['07Dec@3'],-1,False
13,"05Dec@2, 07Dec@3 agreed on {'quantity': 5, 'time': 5, 'unit_price': 56} [id ae755565-e88f-49a5-b985-6e3c20da2bb9]",ae755565-e88f-49a5-b985-6e3c20da2bb9,product,0.4,2b918f72-e70a-4508-ab1b-c20fb20462d9,05Dec@2,str,['07Dec@3'],-1,False
14,"07Dec@3, 04Ran@2 agreed on {'quantity': 7, 'time': 5, 'unit_price': 6} [id 7ee931ab-ac3d-4e17-86ba-7d9b60089ddd]",7ee931ab-ac3d-4e17-86ba-7d9b60089ddd,product,1.0,bcddea85-4748-4686-b4c9-9d3d6df8c910,04Ran@2,str,['07Dec@3'],-1,False
15,"05Dec@2, 03Buy@1 agreed on {'quantity': 4, 'time': 6, 'unit_price': 15} [id 25be6a12-e1ac-4b5e-87d1-ad5a0938adbc]",25be6a12-e1ac-4b5e-87d1-ad5a0938adbc,product,1.0,6b3d6a22-c5bb-4170-8fe9-315490e52267,03Buy@1,str,['05Dec@2'],-1,False
16,"05Dec@2, 03Buy@1 agreed on {'quantity': 5, 'time': 6, 'unit_price': 14} [id 5ac187ba-8727-439f-aa67-69d736ba4092]",5ac187ba-8727-439f-aa67-69d736ba4092,product,1.0,04141b0d-d279-46c3-ad79-3298beba82f1,03Buy@1,str,['05Dec@2'],-1,False
17,"05Dec@2, 03Buy@1 agreed on {'quantity': 5, 'time': 6, 'unit_price': 14} [id 4f48c765-18d2-498d-988b-c41065936e10]",4f48c765-18d2-498d-988b-c41065936e10,product,1.0,06975f38-5851-4d24-aee6-ee3290cbfdab,03Buy@1,str,['05Dec@2'],-1,False
18,"00Ind@0, 02Dec@1 agreed on {'quantity': 18, 'time': 7, 'unit_price': 26} [id d6a03a32-1c5c-4bac-baa9-541a5f9322a9]",d6a03a32-1c5c-4bac-baa9-541a5f9322a9,product,0.9444444444444444,a0558f15-f849-4f3a-9d91-793dfff28f2c,00Ind@0,str,['02Dec@1'],-1,False
19,"05Dec@2, 03Buy@1 agreed on {'quantity': 5, 'time': 7, 'unit_price': 14} [id ed9a7df0-f0af-47e7-973a-9ab4068cd691]",ed9a7df0-f0af-47e7-973a-9ab4068cd691,product,1.0,3d0c18a9-ef7c-4cd6-b6be-b55da3c5c670,03Buy@1,str,['05Dec@2'],-1,False
20,"02Dec@1, 01Ran@0 agreed on {'quantity': 1, 'time': 8, 'unit_price': 8} [id a5da7127-7ce7-4223-97e2-3ee148e9b98b]",a5da7127-7ce7-4223-97e2-3ee148e9b98b,product,1.0,4429fa07-652c-4ff2-8252-9fade2ef541b,01Ran@0,str,['02Dec@1'],-1,False
21,"05Dec@2, 03Buy@1 agreed on {'quantity': 30, 'time': 8, 'unit_price': 28} [id 54c44351-ce75-48fb-8ef5-9388790e8779]",54c44351-ce75-48fb-8ef5-9388790e8779,product,1.0,4922fe80-2b38-49ce-82df-8717619b6b92,03Buy@1,str,['05Dec@2'],-1,False
22,"07Dec@3, 04Ran@2 agreed on {'quantity': 22, 'time': 8, 'unit_price': 21} [id 0aa0828b-25c4-4d36-b1e9-921014b038d1]",0aa0828b-25c4-4d36-b1e9-921014b038d1,product,1.0,1a60b3b0-0bfb-40bb-9028-3f70371a0ad2,04Ran@2,str,['07Dec@3'],-1,False
23,"02Dec@1, 01Ran@0 agreed on {'quantity': 22, 'time': 9, 'unit_price': 18} [id 82268e5c-c2a1-465a-ba90-e421d48c4cdb]",82268e5c-c2a1-465a-ba90-e421d48c4cdb,product,1.0,9a1f7930-2564-42cb-9f2e-c599276f0a60,01Ran@0,str,['02Dec@1'],-1,False
24,"02Dec@1, 01Ran@0 agreed on {'quantity': 3, 'time': 9, 'unit_price': 9} [id 48849ca5-645d-42ec-ba93-02b6b22b9242]",48849ca5-645d-42ec-ba93-02b6b22b9242,product,1.0,39bccc9f-df95-4add-83b1-902c41430e35,01Ran@0,str,['02Dec@1'],-1,False
25,"05Dec@2, 03Buy@1 agreed on {'quantity': 30, 'time': 9, 'unit_price': 28} [id e40ac032-64b6-46b7-b5b6-380c063d9423]",e40ac032-64b6-46b7-b5b6-380c063d9423,product,1.0,12cea42f-fcc7-4b02-840c-b99734127e5a,03Buy@1,str,['05Dec@2'],-1,False
