index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"06MyA@3, 04Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 2} [id bbd9aabd-194e-4e36-acf9-281f494779dc]",bbd9aabd-194e-4e36-acf9-281f494779dc,product,1.0,a097140a-e123-4813-bee5-524e68adc2f4,04Ran@2,str,['06MyA@3'],-1,False
1,"06MyA@3, 05Buy@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 17} [id e5dc9b9d-2f78-425d-8dfc-408ff831b3eb]",e5dc9b9d-2f78-425d-8dfc-408ff831b3eb,product,1.0,1d21568f-fa3d-41ce-8bdc-0ded65ff76bc,05Buy@2,str,['06MyA@3'],-1,False
2,"04Ran@2, 02Ran@1 agreed on {'quantity': 1, 'time': 2, 'unit_price': 23} [id 36def963-f4b6-434f-b888-a0f8e3348cf3]",36def963-f4b6-434f-b888-a0f8e3348cf3,product,1.0,17d35125-21b9-4cb7-b6b0-5ea25dd4925c,02Ran@1,str,['04Ran@2'],-1,False
3,"04Ran@2, 02Ran@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 13} [id 7b64b82e-8bcb-4c52-8845-ab0a0b035271]",7b64b82e-8bcb-4c52-8845-ab0a0b035271,product,1.0,a9b5c524-82ca-4415-8265-857c09d05a54,02Ran@1,str,['04Ran@2'],-1,False
4,"04Ran@2, 02Ran@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 15} [id f5c66051-eb64-4d1b-b229-4d16b92f126c]",f5c66051-eb64-4d1b-b229-4d16b92f126c,product,1.0,b6ef51a5-c138-4eea-ac9d-12264d213140,02Ran@1,str,['04Ran@2'],-1,False
5,"07Ind@3, 05Buy@2 agreed on {'quantity': 4, 'time': 2, 'unit_price': 17} [id cb84e2a2-ac30-4648-9891-f825c2a45dde]",cb84e2a2-ac30-4648-9891-f825c2a45dde,product,1.0,0c71055a-e63e-49c6-8135-698ff8fbed5e,05Buy@2,str,['07Ind@3'],-1,False
6,"07Ind@3, 04Ran@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 1} [id 38f09202-a5b1-4509-9ca3-491e1a3b2180]",38f09202-a5b1-4509-9ca3-491e1a3b2180,product,1.0,45d36c84-3710-4eb8-9674-c084f05386bf,04Ran@2,str,['07Ind@3'],-1,False
7,"07Ind@3, 05Buy@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 16} [id 232a3059-44fc-46fb-9b97-39498a11a239]",232a3059-44fc-46fb-9b97-39498a11a239,product,1.0,35defd02-0426-490c-b559-5092c71cb13a,05Buy@2,str,['07Ind@3'],-1,False
8,"07Ind@3, 04Ran@2 agreed on {'quantity': 4, 'time': 2, 'unit_price': 11} [id 597bd4e9-b041-4d14-a3ad-dd401ea5367e]",597bd4e9-b041-4d14-a3ad-dd401ea5367e,product,1.0,7994ab79-0b15-42a3-ab30-57d7864eae54,04Ran@2,str,['07Ind@3'],-1,False
9,"07Ind@3, 04Ran@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 5} [id a2bd60e2-2cbf-40c6-9d1c-6e73e4d8a2b5]",a2bd60e2-2cbf-40c6-9d1c-6e73e4d8a2b5,product,1.0,d210c667-4b32-4651-9999-769c85d27b87,04Ran@2,str,['07Ind@3'],-1,False
