index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"02MyA@1, 00Buy@0 agreed on {'quantity': 3, 'time': 2, 'unit_price': 9} [id cdd93773-7f5d-41f2-93f7-e25c79221a8b]",cdd93773-7f5d-41f2-93f7-e25c79221a8b,product,1.0,0ef1120c-47d8-41cd-a6ad-5fd1383c7c96,00Buy@0,str,['02MyA@1'],-1,False
1,"02MyA@1, 00Buy@0 agreed on {'quantity': 2, 'time': 2, 'unit_price': 9} [id bb9c78ac-684d-48e1-9110-bd364b6a5776]",bb9c78ac-684d-48e1-9110-bd364b6a5776,product,1.0,3f63781d-c43f-4594-acde-0a202f4a757c,00Buy@0,str,['02MyA@1'],-1,False
2,"03Dec@1, 00Buy@0 agreed on {'quantity': 1, 'time': 3, 'unit_price': 9} [id c32210a4-0577-498a-877a-959a2c341d84]",c32210a4-0577-498a-877a-959a2c341d84,product,1.0,5f1e4ef1-bfe0-44a1-8eb8-90eacb9bd0bd,00Buy@0,str,['03Dec@1'],-1,False
3,"BUYER, 04Ind@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 38} [id 2b5f641c-1795-4fcf-9c1a-97d077d274ca]",2b5f641c-1795-4fcf-9c1a-97d077d274ca,product,1.0,4de45ee3-ec0e-43cd-941c-150cb9afb3ea,04Ind@2,str,['BUYER'],-1,False
4,"BUYER, 04Ind@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 38} [id eadfc358-e08e-4e4e-82a3-334e3cf6dd57]",eadfc358-e08e-4e4e-82a3-334e3cf6dd57,product,1.0,ffb5c2e5-b13e-4c0a-ba36-b5922f009e45,04Ind@2,str,['BUYER'],-1,False
5,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 38} [id acc66809-454c-4403-9d65-74dca6978930]",acc66809-454c-4403-9d65-74dca6978930,product,1.0,42e77975-e6ce-4f22-80e7-1f8efb964b14,05Ran@2,str,['BUYER'],-1,False
6,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 38} [id 9df67be8-f04c-420a-aa2e-0b2fce7fedcf]",9df67be8-f04c-420a-aa2e-0b2fce7fedcf,product,1.0,e27dcfb3-ed6c-4282-bc1d-4d874db3c93b,05Ran@2,str,['BUYER'],-1,False
7,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 38} [id 12c2e569-cb61-43cb-9467-2ce584f72425]",12c2e569-cb61-43cb-9467-2ce584f72425,product,1.0,e3babc0d-dc57-4f61-a516-7dba6fccf384,05Ran@2,str,['BUYER'],-1,False
8,"BUYER, 04Ind@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 38} [id 82c22bc5-9019-4a66-9f4c-d91e06c451fa]",82c22bc5-9019-4a66-9f4c-d91e06c451fa,product,1.0,95554803-2b40-40e6-886a-34fa256741ed,04Ind@2,str,['BUYER'],-1,False
9,"BUYER, 04Ind@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 38} [id 2eba4a48-7d68-4db6-b0f9-7795b327404b]",2eba4a48-7d68-4db6-b0f9-7795b327404b,product,1.0,eeb35a1b-156f-4ad7-87a1-44eeb207f891,04Ind@2,str,['BUYER'],-1,False
