index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,16.0,0,,27.0,0,,37.0,0,,52.0,0,,0,0.2,36083,4,10,1.0,200.0,False,-0.0011042707671921155,0,0.2,36163,0,6,0.6,96.0,False,-0.00033128123015763465,0,0.2,59211,0,0,0.0,0.0,False,0.0,0,0.2,59211.0,0,0,0.0,0.0,False,0.0,0,0.2,89443.0,0,0,0.0,0.0,False,0.0,0,0.2,89443,0,0,0.0,0.0,False,0.0,0,0.2,129149,0,0,0.0,0.0,False,0.0,0,0.2,129149,0,0,0.0,0.0,False,0.0,0.2,627852,0.0,0.0,6,0,0,224,0,0.0,671,895,356,0.0,0.0,0,0,356,200,13.096948749385774,13.096948749385774
1,356,0,0,0,10.0,20,10.0,16.0,0,,27.0,0,,25.0,25,3.4,52.0,0,,0,0.2,35983,4,20,1.0,360.0,False,-0.0016564061507881732,0,0.2,36063,0,16,1.0,256.0,False,-0.0008834166137536924,0,0.2,59211,0,0,0.0,0.0,False,0.0,0,0.2,59211.0,0,0,0.0,0.0,False,0.0,25,0.45000000000000007,87998.0,0,0,0.0,0.0,False,-0.016155540400031306,0,0.2,89443,0,0,0.0,0.0,False,0.0,0,0.2,129139,0,5,0.5,260.0,False,0.0009291593430843444,0,0.2,129074,20,0,0.0,500.0,False,0.0013550240419980023,0.3125,626122,0.0,0.0,6,0,0,93,4,4.0,192,285,172,4058.0,375.0,271,85,172,200,36.391457186080515,49.48840593546629
2,172,0,0,0,10.0,20,10.0,14.727272727272727,10,9.0,22.879310344827587,13,8.615384615384615,16.19626168224299,44,3.590909090909091,52.0,0,,0,0.2,35953,6,20,1.0,354.5454545454545,False,-0.002559900414854431,0,0.2,35983,0,24,0.8,353.45454545454544,False,-0.001746755577194819,1,0.21000000000000002,59103,0,10,1.0,228.79310344827587,False,0.0001080297871026951,12,0.32000000000000006,58852.0,0,0,0.0,0.0,False,-0.006063062606610258,44,0.8650000000000002,84618.0,7,0,0.0,160.1551724137931,False,-0.053049678720448794,0,0.2,89409,0,6,0.6,97.17757009345794,False,0.00016310706312093866,0,0.2,129139,0,5,0.0,260.0,False,0.0009291593430843444,0,0.2,128916,64,0,0.0,1036.5607476635514,False,0.002208924372869897,0.425,621973,0.0,0.0,9,0,0,37,13,13.0,64,101,122,824.0,249.0,88,84,122,290,15.228562889620662,64.71696882508695
3,122,0,0,0,10.0,20,10.0,13.395348837209303,15,9.0,22.879310344827587,0,,14.535224153705398,13,2.230769230769231,52.0,0,,0,0.2,35973,3,20,1.0,297.90697674418607,False,-0.002789567722935934,0,0.2,35898,3,29,1.0,418.4651162790698,False,-0.0031959650459781252,0,0.20900000000000002,58968,5,20,1.0,524.5629510825983,False,0.0003256400929100721,0,0.30800000000000005,58852.0,0,0,0.0,0.0,False,-0.006063062606610258,13,0.9510000000000001,83985.0,7,0,0.0,160.1551724137931,False,-0.06012681164309226,0,0.2,89409,0,6,0.0,87.21134492223239,False,0.00010739434568509197,0,0.2,129139,0,5,0.0,260.0,False,0.0009291593430843444,0,0.2,128887,77,0,0.0,1119.2122598353158,False,0.0023043626347679876,0.375,621111,0.0,0.0,9,0,0,72,3,3.0,25,97,90,742.0,279.0,84,38,90,335,9.48604816198349,74.20301698707044
4,90,0,0,0,10.0,20,10.0,17.692527367920036,47,23.0,21.190026954177895,22,17.181818181818183,13.693594521972784,17,8.823529411764707,52.0,11,52.0,12,0.32000000000000006,36391,2,10,1.0,196.92527367920036,False,0.007356172510272435,0,0.2,36133,4,24,1.0,464.62065683008086,False,0.003928728388456009,0,0.20900000000000002,57887,42,30,1.0,1378.7869580779784,False,-0.010717713278968598,22,0.528,58330.0,0,0,0.0,0.0,False,-0.014878992079174478,17,1.1080000000000003,82967.0,23,0,0.0,487.3706199460916,False,-0.0696791776888851,0,0.2,89307,0,12,0.6,164.3231342636734,False,-0.0006019300880801943,0,0.2,129139,0,5,0.0,260.0,False,0.0009291593430843444,11,0.31000000000000005,128514,94,0,0.0,1287.1978850654418,False,6.658156495774617e-05,0.45,618668,0.0,0.0,9,0,0,42,12,11.705882352941178,21,63,87,646.0,198.0,49,41,87,890,7.312419610098004,81.51543659716845
5,87,0,0,0,10.0,20,10.0,19.496913457326055,31,25.0,16.45418973086467,38,8.131578947368421,12.976488768695845,23,9.73913043478261,52.00000000000001,10,52.0,0,0.30800000000000005,36291,2,20,1.0,409.9382691465211,False,0.0075357958913744635,7,0.27,36675,4,10,1.0,234.96913457326056,False,0.015721629000541883,0,0.20900000000000002,57112,63,40,1.0,1886.4731370461284,False,-0.019519404020822792,38,0.8860000000000001,56729.0,0,0,0.0,0.0,False,-0.04191788687912719,20,1.2910000000000001,81930.0,26,0,0.0,427.8089330024814,False,-0.0816061126471468,0,0.2,89211,25,19,1.0,657.9080298768378,False,0.0010839754361818366,0,0.2,129139,0,5,0.0,260.00000000000006,False,0.0009291593430843444,10,0.399,128117,117,0,0.0,1518.2491859374138,False,-0.0021128727828421913,0.5,615204,0.0,0.0,8,0,0,38,12,11.538461538461538,25,63,84,714.0,216.0,50,37,84,815,9.234327998012304,90.74976459518075
6,84,0,0,0,10.0,20,10.0,19.833235325884765,12,23.0,17.052175299025656,50,18.18,13.87451705072766,20,19.0,52.00000000000001,8,52.0,0,0.30800000000000005,36447,4,18,1.0,396.9982358659258,False,0.01166383562744572,0,0.263,36595,2,20,1.0,416.6647065176953,False,0.01602110132398883,0,0.20900000000000002,56836,65,50,1.0,2141.7690611337925,False,-0.022024885062456392,50,1.348,55100.0,0,0,0.0,0.0,False,-0.06942966678488795,14,1.411,80400.0,75,0,0.0,1278.9131474269243,False,-0.09395417669674017,0,0.2,89533,16,23,1.0,591.9486969511466,False,0.00431531085133073,0,0.2,129139,0,5,0.0,260.00000000000006,False,0.0009291593430843444,8,0.46900000000000003,127603,137,0,0.0,1900.8088359496894,False,-0.004611693331153588,0.5,611653,0.0,0.0,10,0,0,35,9,9.0,23,58,84,615.0,210.0,44,40,84,809,5.889639089815319,96.63940368499607
7,84,0,0,0,10.0,20,10.0,20.647828318537922,16,26.375,16.968448172057148,4,14.25,14.066673206025282,12,16.0,52.00000000000001,13,52.0,0,0.30800000000000005,36427,3,23,1.0,504.9000513263722,False,0.012601110500598716,0,0.263,36837,3,19,1.0,422.3087380522205,False,0.0227798462034097,0,0.20900000000000002,56836,55,60,1.0,2153.7374478430147,False,-0.021923819494325262,4,1.338,54603.0,16,0,0.0,330.36525309660675,False,-0.07503364870466124,12,1.5170000000000003,80025.0,78,0,0.0,1323.5389574204576,False,-0.09789732590912399,0,0.2,89515,7,33,1.0,582.9793530032343,False,0.004063925365893547,0,0.2,129139,0,5,0.0,260.00000000000006,False,0.0009291593430843444,13,0.591,127146,149,0,0.0,2095.934307697767,False,-0.007394814099614581,0.5,610528,0.0,0.0,9,0,0,32,6,6.0,24,56,71,660.0,285.0,44,40,71,622,4.895693718455732,101.5350974034518
8,71,0,0,0,10.0,20,10.0,22.061988952864333,72,24.333333333333332,12.86076843178779,94,7.595744680851064,14.112128907942177,14,14.5,52.00000000000001,8,52.0,18,0.4880000000000001,36883,3,10,1.0,250.61988952864334,False,0.021679870379712283,12,0.38300000000000006,37318,3,10,1.0,250.61988952864334,False,0.03368881497292654,0,0.20900000000000002,55548,101,70,1.0,3128.5146744644426,False,-0.03544514807667119,94,2.2740000000000005,47009.0,32,0,0.0,705.9836464916586,False,-0.20011498162088415,11,1.6150000000000002,79311.0,135,0,0.0,1736.2037382913516,False,-0.10357320450850631,0,0.2,89180,34,40,1.0,1001.7512829984719,False,0.002659522170535856,0,0.2,129139,0,5,0.0,260.00000000000006,False,0.0009291593430843444,8,0.6580000000000001,126815,163,0,0.0,2300.277011994575,False,-0.009166633067253469,0.5,601203,0.0,0.0,9,0,0,32,16,15.014285714285714,21,53,70,563.0,138.0,40,31,70,1108,4.87187047675252,106.40696788020432
9,70,0,0,0,10.000000000000002,20,10.0,22.061988952864333,0,,12.915789482558855,43,13.162790697674419,14.112128907942177,0,,52.000000000000014,6,52.0,0,0.4700000000000001,36773,4,20,1.0,481.2397790572867,False,0.021826460799178517,0,0.37100000000000005,37228,2,20,1.0,461.2397790572867,False,0.0341114730841908,0,0.20900000000000002,55600,91,78,1.0,3015.072574350245,False,-0.03552488072866325,41,2.5900000000000007,45306.0,32,0,0.0,705.9836464916586,False,-0.22887652930628044,0,1.604,78755.0,177,0,0.0,2286.094738412917,False,-0.10671547947624235,0,0.2,89170,25,50,1.0,1028.5011824610801,False,0.0026972551371324204,0,0.2,129139,0,5,0.0,260.00000000000006,False,0.0009291593430843444,6,0.7100000000000002,126731,163,0,0.0,2300.277011994575,False,-0.00981704460741251,0.5,598702,0.0,0.0,8,0,0,25,8,8.0,24,49,67,507.0,192.0,35,35,67,252,4.45940250530839,110.86637038551271
