index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,18.0,0,,27.0,0,,31.0,0,,37.0,0,,0,0.2,20444,0,10,1.0,180.0,False,-0.0004867601246105919,0,0.2,20444,10,0,0.0,100.0,False,-0.0024338006230529593,0,0.2,29210,0,0,0.0,0.0,False,0.0,0,0.2,29210,0,0,0.0,0.0,False,0.0,0,0.2,35694,0,0,0.0,0.0,False,0.0,0,0.2,35694.0,0,0,0.0,0.0,False,0.0,0,0.2,41601,0,0,0.0,0.0,False,0.0,0,0.2,41601,0,0,0.0,0.0,False,0.0,0.125,253898,0.0,0.0,10,0,0,0,0,0.0,394,394,90,0.0,0.0,0,0,90,200,1.6208793008700013,1.6208793008700013
1,90,0,0,0,10.0,20,10.0,16.641509433962263,8,9.0,27.0,0,,28.70886075949367,34,25.676470588235293,37.0,0,,0,0.2,20334,1,20,1.0,342.8301886792452,False,-0.0018781593487332815,8,0.28,20250,19,0,0.0,190.0,False,-0.009686526479750778,0,0.2,29210,0,0,0.0,0.0,False,0.0,0,0.2,29138,0,8,0.8,216.0,False,0.0012324546388223212,6,0.26,35544,0,0,0.0,0.0,False,-0.004202386955790889,28,0.48000000000000004,34952.0,0,0,0.0,0.0,False,-0.0207878074746456,0,0.2,40728,34,0,0.0,976.1012658227849,False,-0.009253368118280996,0,0.2,41601,0,0,0.0,0.0,False,0.0,0.225,251757,0.0,0.0,9,0,0,26,10,10.0,78,104,43,1226.0,86.0,84,6,43,200,3.7863183049485087,5.40719760581851
2,43,0,0,0,10.0,20,10.0,13.76456009913259,33,9.606060606060606,27.0,0,,24.450436161776366,55,18.945454545454545,37.0,0,,0,0.2,20344,0,20,1.0,275.2912019826518,False,-0.003035163503148013,23,0.502,19682,30,0,0.0,300.0,False,-0.03465732087227414,0,0.2,28965,15,10,1.0,476.46840148698885,False,-0.00023162612997286227,0,0.2,29066,0,16,0.8,432.0,False,0.0024649092776446425,18,0.43400000000000005,35028,0,0,0.0,0.0,False,-0.018658598083711547,37,0.8220000000000001,33487.0,0,0,0.0,0.0,False,-0.06183112007620328,0,0.2,40145,58,0,0.0,1418.1252973830292,False,-0.017954793185463967,0,0.2,41142,21,10,1.0,883.4591593973037,False,-0.0004151443547354409,0.475,247859,0.0,0.0,11,0,0,24,13,13.0,30,54,36,510.0,70.0,35,8,36,300,2.5185961723327637,7.925793778151274
3,36,0,0,0,10.0,20,10.0,12.552592738364655,29,9.517241379310345,27.0,0,,24.956810631229235,34,26.647058823529413,37.0,0,,0,0.2,20354,0,19,0.9,238.49926202892846,False,-0.0034438458423645163,19,0.6690000000000002,19225,41,0,0.0,410.0,False,-0.05422507788161994,0,0.2,28815,20,20,1.0,791.0518547672931,False,1.8005045657153945e-05,0,0.2,28940,4,26,1.0,752.2103709534587,False,0.0036324952234415737,7,0.4860000000000001,34866,0,0,0.0,0.0,False,-0.02319717599596571,27,1.0550000000000002,32869.0,0,0,0.0,0.0,False,-0.07914495433406175,0,0.2,39247,91,0,0.0,2271.06976744186,False,-0.029289322763372726,0,0.2,41134,12,20,1.0,1039.481727574751,False,0.0012677787502073054,0.4875,245450,0.0,0.0,12,0,0,15,10,10.0,25,40,29,353.0,79.0,23,13,29,300,2.3333178190514445,10.259111597202718
4,29,0,0,0,10.0,20,10.0,12.552592738364655,0,,28.142857142857142,18,31.0,23.29227591341138,58,19.482758620689655,37.0,20,37.0,0,0.2,20244,1,29,1.0,374.025189412575,False,-0.005499776348019474,0,0.6500000000000001,19135,50,0,0.0,500.0,False,-0.0564154984423676,0,0.2,28965,10,20,1.0,688.3830702407895,False,0.0033958074330843334,0,0.2,29348,0,22,0.4,619.1428571428571,False,0.015322541204088583,41,0.8890000000000002,32594,8,0,0.0,225.14285714285714,False,-0.08369553906618962,17,1.1980000000000002,32371.0,10,0,0.0,281.42857142857144,False,-0.08915463983542651,13,0.33000000000000007,38096,132,0,0.0,3074.580420570302,False,-0.047299579089801896,0,0.2,41192,19,23,1.0,1293.5532423548161,False,0.005715646767563446,0.425,241945,0.0,0.0,16,0,0,14,16,16.0,21,35,35,261.0,39.0,18,11,35,1017,1.5504057249054313,11.80951732210815
5,35,0,0,0,10.0,20,10.0,12.552592738364655,0,,25.872563718140928,10,13.0,22.32576878229684,55,19.30909090909091,37.0,20,37.0,0,0.2,20094,6,39,1.0,549.5511167962215,False,-0.008529227102895616,0,0.6500000000000001,19085,55,0,0.0,550.0,False,-0.05763239875389408,0,0.2,29095,0,20,1.0,517.4512743628186,False,0.004920425785053441,0,0.2,29348,0,22,0.0,569.1964017991004,False,0.014467586473794893,31,1.1580000000000004,31438,8,0,0.0,206.98050974512742,False,-0.11633635191145396,24,1.4210000000000003,31565.0,20,0,0.0,517.4512743628186,False,-0.10842926998427156,9,0.4070000000000001,37081,174,0,0.0,3884.6837681196503,False,-0.061961446021494095,0,0.2,41446,22,22,1.0,1305.1669132105305,False,0.011960853263269282,0.375,239152,0.0,0.0,14,0,0,16,11,11.0,25,41,30,286.0,76.0,21,14,30,737,1.7699712961912155,13.579488618299365
6,30,0,0,0,10.0,20,10.0,16.11604608316794,35,25.428571428571427,25.872563718140928,0,,22.45849135321581,50,23.0,37.0,20,37.0,0,0.2,20834,6,19,1.0,366.2048755801909,False,0.023028740157228094,5,0.7000000000000002,18925,65,0,0.0,650.0,False,-0.06298676012461059,0,0.2,28205,25,30,1.0,1179.0780636234263,False,-0.014223244374812963,0,0.2,29348,0,22,0.0,569.1964017991004,False,0.014467586473794893,19,1.3170000000000004,30835,8,0,0.0,206.98050974512742,False,-0.13322994747373335,31,1.707,30685.0,20,0,0.0,517.4512743628186,False,-0.13308327345824478,8,0.4780000000000001,35828,224,0,0.0,5030.702063120341,False,-0.07830698705415316,0,0.2,41890,12,20,1.0,1009.5018962385898,False,0.019080092981401828,0.375,236550,0.0,0.0,18,0,0,20,16,16.0,24,44,15,313.0,28.0,24,6,15,1484,1.4949912363663316,15.074479854665697
7,15,0,0,0,10.0,20,10.0,18.14008825755021,33,25.12121212121212,23.73417974607618,40,20.525,21.175466498000116,53,15.641509433962264,37.0,20,37.0,9,0.29000000000000004,21330,5,10,1.0,231.40088257550212,False,0.043891181916265114,5,0.7450000000000001,18750,76,0,0.0,760.0,False,-0.06882788161993769,9,0.29000000000000004,27857,48,10,1.0,1108.066033823172,False,-0.027352515682588698,0,0.2,29400,0,21,0.0,498.41777466759976,False,0.015036250850181438,22,1.5180000000000002,29618,21,0,0.0,498.41777466759976,False,-0.16324287310657815,31,1.9860000000000004,29163.0,47,0,0.0,1115.5064480655803,False,-0.1673459622336306,12,0.5900000000000001,35411,234,0,0.0,4955.059160532027,False,-0.0892399322067736,0,0.2,41590,45,22,1.0,1766.8959924100052,False,0.02097180347119066,0.375,233119,0.0,0.0,21,0,0,6,17,16.642857142857142,21,27,22,92.0,32.0,7,8,22,1574,1.0089718699455261,16.083451724611223
8,22,0,0,0,10.0,20,10.0,19.43626597042282,20,28.0,28.633690165573412,33,42.0,21.148547327235722,19,20.789473684210527,37.00000000000001,20,37.0,10,0.38100000000000006,21550,7,10,1.0,264.36265970422824,False,0.0554021285948265,0,0.7400000000000002,18670,84,0,0.0,840.0,False,-0.07077492211838006,23,0.5110000000000001,27947,58,10,1.0,1413.6403279402575,False,-0.019040733859290337,0,0.2,29400,0,21,0.0,601.3074934770417,False,0.016797457950651167,7,1.566,29411,21,0,0.0,601.3074934770417,False,-0.1676008923982036,12,2.0750000000000006,27629.0,80,0,0.0,2290.6952132458728,False,-0.19386037971023315,10,0.6780000000000002,34885,251,0,0.0,5308.285379136166,False,-0.09763845365332359,0,0.2,41948,37,22,1.0,1596.496251107722,False,0.027529341255110664,0.375,231440,0.0,0.0,15,0,0,11,11,10.196969696969697,22,33,17,226.0,21.0,15,7,17,570,1.1961955074220896,17.279647232033312
9,17,0,0,0,10.000000000000002,20,10.0,19.43626597042282,0,,30.125005702030226,23,37.30434782608695,21.496046909279325,52,23.134615384615383,37.00000000000001,20,37.0,0,0.37100000000000005,21440,8,20,1.0,468.7253194084564,False,0.05502154690927899,0,0.7400000000000002,18580,93,0,0.0,930.0000000000001,False,-0.07296534267912773,13,0.6180000000000001,28347,48,10,1.0,1234.1908236005975,False,-0.008418506956511496,0,0.2,29400,0,21,0.0,632.6251197426348,False,0.017333535086316874,16,1.7190000000000003,28788,24,0,0.0,723.0001368487254,False,-0.18335014096418545,36,2.423000000000001,25781.0,100,0,0.0,3012.5005702030226,False,-0.23552276894992122,10,0.768,33559,294,0,0.0,6319.837791328122,False,-0.11735489782303173,0,0.2,42300,36,22,1.0,1587.857688734056,False,0.035886849940314665,0.375,228195,0.0,0.0,16,0,0,7,16,15.5,23,30,14,156.0,33.0,11,6,14,570,1.0470779482275248,18.326725180260837
