simulation,time,seller,buyer,product,quantity,price
2,1,m_4,f1_0,p0,1,1.0
2,3,m_2,f1_0,p0,1,1.5
2,3,m_4,f1_0,p0,1,1.5
2,4,m_2,f1_0,p0,1,1.5
2,4,m_3,f1_0,p0,1,1.0
2,5,m_4,f1_0,p0,1,1.0
2,5,m_0,f1_0,p0,1,1.0
2,6,m_3,f1_0,p0,1,1.5
2,6,m_4,f1_0,p0,1,1.5
2,6,f1_0,c_4,p1,4,26.0
2,6,f1_0,c_1,p1,1,6.5
2,9,m_4,f1_0,p0,1,1.0
2,9,m_0,f1_0,p0,1,1.0
2,10,m_4,f1_0,p0,1,1.5
2,10,m_4,f1_0,p0,1,1.0
2,11,m_0,f1_0,p0,1,1.5
2,11,m_2,f1_0,p0,1,1.5
2,11,m_3,f1_0,p0,1,1.5
2,11,f1_0,c_0,p1,3,16.5
2,11,f1_0,c_3,p1,4,26.0
2,12,m_2,f1_0,p0,1,1.0
2,12,f1_0,c_4,p1,1,2.5
2,13,m_2,f1_0,p0,1,1.5
2,13,m_4,f1_0,p0,1,1.5
2,13,m_4,f1_0,p0,1,1.0
2,13,f1_0,c_1,p1,1,6.5
2,14,m_2,f1_0,p0,1,1.5
2,14,m_1,f1_0,p0,1,1.0
2,14,m_4,f1_0,p0,1,1.0
2,14,m_2,f1_0,p0,1,1.0
2,14,f1_0,c_1,p1,3,7.5
2,15,m_1,f1_0,p0,2,3.0
2,15,m_0,f1_0,p0,2,3.0
2,15,f1_0,c_1,p1,3,19.5
2,15,f1_0,c_2,p1,2,13.0
2,16,m_1,f1_0,p0,1,1.5
2,16,m_3,f1_0,p0,2,3.0
2,16,m_2,f1_0,p0,1,1.5
2,16,f1_0,c_3,p1,1,6.5
2,16,f1_0,c_0,p1,2,13.0
2,17,m_4,f1_0,p0,3,4.5
2,17,m_3,f1_0,p0,3,4.5
2,17,f1_0,c_2,p1,3,19.5
2,18,f1_0,c_2,p1,1,6.5
2,18,f1_0,c_4,p1,2,13.0
2,19,f1_0,c_2,p1,3,19.5
2,20,f1_0,c_0,p1,3,19.5
2,21,f1_0,c_0,p1,1,6.5
2,23,m_1,f1_0,p0,1,1.5
2,23,m_0,f1_0,p0,1,1.5
2,24,m_3,f1_0,p0,1,1.5
2,25,m_4,f1_0,p0,1,1.5
2,25,m_3,f1_0,p0,1,1.5
2,26,m_1,f1_0,p0,1,1.0
2,26,m_4,f1_0,p0,1,1.5
2,27,m_3,f1_0,p0,1,1.0
2,27,m_2,f1_0,p0,1,1.5
2,27,m_1,f1_0,p0,1,1.5
2,29,m_3,f1_0,p0,1,1.0
2,30,m_3,f1_0,p0,1,1.0
2,31,m_4,f1_0,p0,1,1.5
2,32,m_1,f1_0,p0,1,1.0
2,32,m_0,f1_0,p0,1,1.0
2,32,m_3,f1_0,p0,1,1.5
2,32,m_3,f1_0,p0,1,1.5
2,32,m_4,f1_0,p0,1,1.5
2,33,m_1,f1_0,p0,1,1.0
2,33,m_0,f1_0,p0,1,1.0
2,33,m_4,f1_0,p0,1,0.5
2,33,m_3,f1_0,p0,1,1.0
2,35,m_0,f1_0,p0,1,1.5
2,35,m_1,f1_0,p0,1,1.5
2,35,m_4,f1_0,p0,1,1.5
2,35,f1_0,c_3,p1,3,19.5
2,35,f1_0,c_4,p1,2,13.0
2,35,f1_0,c_1,p1,4,26.0
2,35,f1_0,c_2,p1,4,26.0
2,35,f1_0,c_0,p1,4,26.0
2,36,m_1,f1_0,p0,1,1.0
2,36,f1_0,c_0,p1,2,13.0
2,36,f1_0,c_3,p1,1,6.5
2,36,f1_0,c_4,p1,4,26.0
2,36,f1_0,c_2,p1,1,6.5
2,37,m_2,f1_0,p0,1,1.0
2,37,m_0,f1_0,p0,1,1.5
2,37,m_1,f1_0,p0,2,1.0
2,37,f1_0,c_3,p1,1,6.5
2,38,m_3,f1_0,p0,2,3.0
2,38,m_0,f1_0,p0,2,3.0
2,38,m_0,f1_0,p0,2,1.0
2,38,m_0,f1_0,p0,1,1.0
