simulation,time,seller,buyer,product,quantity,price
0,4,m_1,f1_0,p0,1,1.0
0,6,f1_0,f2_0,p1,1,5.0
0,7,f3_0,f4_0,p3,1,13.0
0,8,f2_0,f3_0,p2,1,11.0
0,8,f3_0,f4_0,p3,1,13.5
0,8,f4_0,c_0,p4,1,17.5
0,9,m_1,f1_0,p0,1,1.0
0,9,f2_0,f3_0,p2,1,11.0
0,9,f3_0,f4_0,p3,1,13.5
0,9,f4_0,c_4,p4,2,36.0
0,10,f2_0,f3_0,p2,1,11.0
0,10,f3_0,f4_0,p3,1,13.5
0,10,f4_0,c_1,p4,3,54.0
0,11,f1_0,f2_0,p1,1,5.0
0,11,f2_0,f3_0,p2,1,11.0
0,11,f3_0,f4_0,p3,1,13.5
0,11,f4_0,c_2,p4,2,36.0
0,12,f2_0,f3_0,p2,1,11.0
0,12,f3_0,f4_0,p3,1,13.5
0,12,f4_0,c_4,p4,2,17.0
0,13,f3_0,f4_0,p3,1,7.0
0,13,f4_0,c_0,p4,1,18.0
0,13,f4_0,c_3,p4,3,54.0
0,14,f2_0,f3_0,p2,1,10.5
0,14,f3_0,f4_0,p3,1,13.0
0,14,f3_0,f4_0,p3,1,13.5
0,14,f4_0,c_4,p4,2,36.0
0,14,f4_0,c_0,p4,1,18.0
0,15,f3_0,f4_0,p3,1,13.0
0,15,f3_0,f4_0,p3,1,13.5
0,15,f4_0,c_2,p4,1,18.0
0,15,f4_0,c_1,p4,2,36.0
0,16,f3_0,f4_0,p3,2,26.0
0,16,f4_0,c_0,p4,2,36.0
0,16,f4_0,c_3,p4,1,18.0
0,17,f3_0,f4_0,p3,2,27.0
0,17,f4_0,c_0,p4,2,36.0
0,17,f4_0,c_4,p4,1,17.5
0,18,f4_0,c_2,p4,2,35.0
0,18,f4_0,c_0,p4,1,18.0
0,19,f3_0,f4_0,p3,1,13.0
0,19,f3_0,f4_0,p3,2,27.0
0,19,f3_0,f4_0,p3,1,13.0
0,19,f4_0,c_1,p4,1,17.5
0,19,f4_0,c_3,p4,2,36.0
0,20,m_4,f1_0,p0,1,1.5
0,20,f3_0,f4_0,p3,2,26.0
0,20,f4_0,c_0,p4,4,70.0
0,22,f1_0,f2_0,p1,1,5.0
0,22,f4_0,c_4,p4,3,52.5
0,22,f4_0,c_1,p4,4,72.0
0,22,f4_0,c_2,p4,1,17.5
0,23,f2_0,f3_0,p2,1,11.0
0,23,f4_0,c_0,p4,4,70.0
0,24,f2_0,f3_0,p2,1,11.0
0,24,f3_0,f4_0,p3,1,13.0
0,24,f3_0,f4_0,p3,2,27.0
0,24,f4_0,c_3,p4,2,35.0
0,24,f4_0,c_1,p4,2,35.0
0,25,f2_0,f3_0,p2,1,10.5
0,25,f3_0,f4_0,p3,2,26.0
0,25,f3_0,f4_0,p3,1,13.0
0,25,f4_0,c_0,p4,1,17.5
0,25,f4_0,c_3,p4,3,52.5
0,26,f2_0,f3_0,p2,1,11.0
0,26,f4_0,c_2,p4,2,35.0
0,26,f4_0,c_3,p4,1,17.5
0,27,f3_0,f4_0,p3,1,13.5
0,27,f3_0,f4_0,p3,2,26.0
0,27,f3_0,f4_0,p3,1,13.5
0,27,f4_0,c_4,p4,1,17.5
0,27,f4_0,c_1,p4,3,52.5
0,28,f3_0,f4_0,p3,1,13.0
0,28,f3_0,f4_0,p3,1,13.5
0,28,f4_0,c_4,p4,2,35.0
0,28,f4_0,c_1,p4,2,35.0
0,29,f3_0,f4_0,p3,2,26.0
0,29,f4_0,c_2,p4,1,17.5
0,29,f4_0,c_3,p4,1,17.5
0,29,f4_0,c_4,p4,2,35.0
0,30,f4_0,c_1,p4,3,54.0
0,30,f4_0,c_2,p4,1,18.0
0,31,m_3,f1_0,p0,1,1.0
0,31,f4_0,c_2,p4,1,17.5
0,31,f4_0,c_3,p4,2,36.0
0,31,f4_0,c_1,p4,1,18.0
0,32,m_0,f1_0,p0,1,1.5
0,32,m_4,f1_0,p0,1,1.5
0,32,f3_0,f4_0,p3,1,13.5
0,32,f3_0,f4_0,p3,2,27.0
0,32,f4_0,c_1,p4,1,17.5
0,32,f4_0,c_0,p4,1,17.5
0,32,f4_0,c_2,p4,2,35.0
0,33,f1_0,f2_0,p1,1,5.0
0,33,f4_0,c_2,p4,1,17.5
0,33,f4_0,c_3,p4,3,52.5
0,34,f1_0,f2_0,p1,1,5.0
0,34,f4_0,c_0,p4,2,36.0
0,34,f4_0,c_2,p4,2,35.0
0,35,f4_0,c_1,p4,4,70.0
0,36,f2_0,f3_0,p2,2,22.0
0,36,f4_0,c_2,p4,2,35.0
0,36,f4_0,c_3,p4,2,35.0
0,37,f2_0,f3_0,p2,1,11.0
0,37,f3_0,f4_0,p3,1,13.0
0,37,f4_0,c_3,p4,4,70.0
0,38,f3_0,f4_0,p3,1,13.5
0,38,f3_0,f4_0,p3,2,26.0
0,38,f4_0,c_4,p4,2,35.0
0,39,f3_0,f4_0,p3,2,26.0
0,39,f4_0,c_0,p4,4,70.0
0,40,f2_0,f3_0,p2,1,10.5
0,40,f4_0,c_0,p4,3,52.5
0,40,f4_0,c_1,p4,1,17.5
