simulation,time,seller,buyer,product,quantity,price
0,2,m_4,f1_0,p0,1,1.0
0,3,m_4,f1_0,p0,1,1.5
0,4,m_1,f1_0,p0,1,1.5
0,5,m_0,f1_0,p0,1,1.5
0,5,m_2,f1_0,p0,1,1.5
0,6,m_3,f1_0,p0,1,1.0
0,6,m_1,f1_0,p0,1,1.0
0,6,f1_0,c_4,p1,2,10.0
0,6,f1_0,c_2,p1,2,10.0
0,7,m_3,f1_0,p0,1,1.0
0,7,m_2,f1_0,p0,1,1.5
0,8,m_4,f1_0,p0,1,1.5
0,8,m_1,f1_0,p0,1,1.5
0,9,m_3,f1_0,p0,1,1.5
0,9,m_0,f1_0,p0,1,1.5
0,9,f1_0,c_4,p1,2,10.0
0,10,m_3,f1_0,p0,1,1.5
0,11,m_3,f1_0,p0,1,1.5
0,11,m_1,f1_0,p0,1,1.5
0,11,m_4,f1_0,p0,1,1.5
0,11,m_2,f1_0,p0,1,1.5
0,11,f1_0,c_1,p1,2,8.0
0,11,f1_0,c_2,p1,3,15.0
0,12,m_4,f1_0,p0,1,1.0
0,13,m_1,f1_0,p0,1,1.5
0,13,m_3,f1_0,p0,1,1.5
0,13,f1_0,c_0,p1,4,20.0
0,15,f1_0,c_4,p1,1,5.0
0,15,f1_0,c_1,p1,1,5.0
0,15,f1_0,c_0,p1,4,20.0
0,16,m_0,f1_0,p0,1,1.5
0,16,m_2,f1_0,p0,1,1.5
0,16,m_4,f1_0,p0,1,1.0
0,16,m_3,f1_0,p0,1,1.5
0,16,m_1,f1_0,p0,1,1.5
0,17,m_0,f1_0,p0,2,3.0
0,17,m_0,f1_0,p0,1,1.5
0,17,f1_0,c_2,p1,2,10.0
0,18,m_4,f1_0,p0,1,1.0
0,18,m_3,f1_0,p0,2,3.0
0,18,m_2,f1_0,p0,1,1.5
0,18,f1_0,c_2,p1,1,5.0
0,18,f1_0,c_0,p1,2,10.0
0,19,m_2,f1_0,p0,1,1.0
0,19,m_1,f1_0,p0,1,1.0
0,19,f1_0,c_4,p1,2,10.0
0,19,f1_0,c_2,p1,1,5.0
0,20,f1_0,c_1,p1,3,15.0
0,21,f1_0,c_4,p1,1,5.0
0,23,m_4,f1_0,p0,1,1.0
0,24,m_0,f1_0,p0,1,1.0
0,25,m_2,f1_0,p0,1,1.5
0,26,f1_0,c_0,p1,3,15.0
0,26,f1_0,c_3,p1,1,5.0
0,27,m_4,f1_0,p0,1,1.0
0,29,m_3,f1_0,p0,1,1.0
0,29,m_4,f1_0,p0,1,1.5
0,31,m_3,f1_0,p0,1,1.5
0,31,m_1,f1_0,p0,1,1.5
0,32,m_4,f1_0,p0,1,1.5
0,32,m_3,f1_0,p0,1,1.5
0,33,m_1,f1_0,p0,1,1.5
0,33,m_3,f1_0,p0,2,3.0
0,34,f1_0,c_4,p1,4,20.0
0,34,f1_0,c_2,p1,2,10.0
0,34,f1_0,c_0,p1,2,10.0
0,35,m_2,f1_0,p0,1,1.0
0,35,m_4,f1_0,p0,2,3.0
0,35,f1_0,c_4,p1,2,10.0
0,35,f1_0,c_2,p1,1,5.0
0,36,m_3,f1_0,p0,1,1.5
0,36,m_1,f1_0,p0,1,1.0
0,36,f1_0,c_1,p1,2,10.0
0,37,m_0,f1_0,p0,2,2.0
0,37,m_1,f1_0,p0,1,1.0
0,37,f1_0,c_3,p1,2,10.0
0,38,m_2,f1_0,p0,1,1.5
0,38,m_1,f1_0,p0,2,3.0
0,38,f1_0,c_3,p1,2,10.0
0,39,m_3,f1_0,p0,1,1.0
0,39,m_0,f1_0,p0,1,1.5
0,39,f1_0,c_3,p1,1,5.0
0,39,f1_0,c_1,p1,1,5.0
0,40,f1_0,c_3,p1,1,5.0
0,40,f1_0,c_0,p1,1,5.0
0,41,f1_0,c_3,p1,1,5.0
0,45,m_1,f1_0,p0,1,1.0
0,47,m_3,f1_0,p0,1,1.0
0,48,m_3,f1_0,p0,1,1.5
0,48,m_2,f1_0,p0,1,1.5
0,49,m_3,f1_0,p0,1,1.0
0,49,f1_0,c_4,p1,2,10.0
0,49,f1_0,c_3,p1,3,15.0
0,49,f1_0,c_1,p1,1,5.0
0,50,m_3,f1_0,p0,1,1.5
0,50,m_0,f1_0,p0,1,1.0
0,50,m_0,f1_0,p0,1,1.5
0,50,m_2,f1_0,p0,1,1.0
0,51,m_4,f1_0,p0,1,1.0
0,51,m_2,f1_0,p0,1,1.0
0,51,m_0,f1_0,p0,1,1.5
0,52,m_1,f1_0,p0,1,1.0
0,52,m_4,f1_0,p0,1,1.5
0,52,m_2,f1_0,p0,1,1.5
0,53,m_0,f1_0,p0,1,1.5
0,53,m_2,f1_0,p0,1,0.5
0,53,m_3,f1_0,p0,1,1.0
0,54,m_3,f1_0,p0,1,1.5
0,54,m_0,f1_0,p0,2,3.0
0,54,f1_0,c_3,p1,3,15.0
0,54,f1_0,c_4,p1,1,5.0
0,54,f1_0,c_2,p1,1,5.0
0,54,f1_0,c_0,p1,1,2.0
0,54,f1_0,c_1,p1,1,5.0
0,55,m_0,f1_0,p0,1,1.5
0,55,m_3,f1_0,p0,1,1.5
0,55,m_4,f1_0,p0,1,1.5
0,55,f1_0,c_2,p1,1,5.0
0,55,f1_0,c_0,p1,2,10.0
0,55,f1_0,c_1,p1,2,10.0
0,55,f1_0,c_4,p1,3,15.0
0,56,m_3,f1_0,p0,1,1.5
0,56,m_1,f1_0,p0,1,1.5
0,56,f1_0,c_2,p1,2,10.0
0,56,f1_0,c_4,p1,1,5.0
0,57,f1_0,c_4,p1,3,15.0
0,58,m_1,f1_0,p0,1,1.5
0,58,m_4,f1_0,p0,2,2.0
0,58,m_3,f1_0,p0,1,1.0
0,58,f1_0,c_2,p1,1,5.0
0,59,m_1,f1_0,p0,2,3.0
0,59,m_2,f1_0,p0,1,1.0
0,59,m_0,f1_0,p0,1,1.5
0,59,m_4,f1_0,p0,2,1.0
0,59,m_1,f1_0,p0,1,1.5
0,59,f1_0,c_1,p1,1,2.5
0,59,f1_0,c_2,p1,2,10.0
0,60,m_4,f1_0,p0,3,4.5
0,60,f1_0,c_4,p1,3,15.0
0,61,m_4,f1_0,p0,2,3.0
0,61,m_1,f1_0,p0,1,1.5
0,61,f1_0,c_4,p1,3,15.0
0,62,m_3,f1_0,p0,1,1.0
0,62,f1_0,c_1,p1,3,15.0
0,63,f1_0,c_4,p1,1,5.0
0,63,f1_0,c_3,p1,1,5.0
0,64,f1_0,c_1,p1,1,5.0
0,71,m_1,f1_0,p0,1,1.0
0,72,m_0,f1_0,p0,1,1.0
0,73,m_2,f1_0,p0,1,1.5
0,74,m_3,f1_0,p0,1,1.5
0,74,m_1,f1_0,p0,1,1.0
0,74,m_2,f1_0,p0,1,1.5
0,76,m_0,f1_0,p0,1,1.0
0,77,m_3,f1_0,p0,2,1.0
0,77,m_2,f1_0,p0,2,1.0
0,78,m_2,f1_0,p0,1,1.5
0,78,m_0,f1_0,p0,1,1.5
0,78,f1_0,c_4,p1,2,10.0
0,78,f1_0,c_0,p1,4,20.0
0,78,f1_0,c_1,p1,1,5.0
0,79,m_4,f1_0,p0,2,2.0
0,79,m_1,f1_0,p0,1,1.0
0,79,m_2,f1_0,p0,2,3.0
0,79,m_0,f1_0,p0,1,1.5
0,79,f1_0,c_2,p1,1,5.0
0,79,f1_0,c_1,p1,3,15.0
0,80,m_3,f1_0,p0,1,1.5
0,80,m_1,f1_0,p0,1,1.5
0,80,m_3,f1_0,p0,1,1.5
0,80,m_4,f1_0,p0,1,1.5
0,80,f1_0,c_2,p1,3,15.0
0,80,f1_0,c_0,p1,2,10.0
0,80,f1_0,c_4,p1,2,10.0
0,81,m_1,f1_0,p0,2,3.0
0,81,f1_0,c_0,p1,3,15.0
0,82,f1_0,c_3,p1,1,5.0
0,82,f1_0,c_2,p1,2,10.0
0,83,m_4,f1_0,p0,2,3.0
0,83,f1_0,c_0,p1,3,15.0
0,84,m_1,f1_0,p0,3,4.5
0,84,m_3,f1_0,p0,3,4.5
0,84,f1_0,c_0,p1,1,5.0
0,84,f1_0,c_2,p1,1,5.0
0,84,f1_0,c_1,p1,1,5.0
0,85,f1_0,c_3,p1,3,15.0
0,86,f1_0,c_0,p1,1,5.0
0,86,f1_0,c_4,p1,2,10.0
0,87,m_4,f1_0,p0,1,1.5
0,87,m_0,f1_0,p0,2,3.0
0,88,m_4,f1_0,p0,1,1.5
0,88,m_3,f1_0,p0,1,1.0
0,88,m_3,f1_0,p0,1,1.0
0,88,m_0,f1_0,p0,1,1.5
0,88,f1_0,c_2,p1,3,15.0
0,89,m_3,f1_0,p0,1,1.0
0,89,m_0,f1_0,p0,1,1.0
0,89,m_1,f1_0,p0,1,1.5
0,89,m_3,f1_0,p0,1,1.5
0,89,f1_0,c_3,p1,3,15.0
0,90,m_2,f1_0,p0,1,1.0
0,90,m_3,f1_0,p0,1,1.5
0,90,m_1,f1_0,p0,4,6.0
0,90,f1_0,c_0,p1,1,5.0
0,90,f1_0,c_1,p1,3,15.0
0,91,m_1,f1_0,p0,1,1.5
0,91,m_2,f1_0,p0,2,3.0
0,91,m_1,f1_0,p0,2,2.0
0,91,m_4,f1_0,p0,1,1.0
0,91,f1_0,c_4,p1,3,15.0
0,91,f1_0,c_3,p1,1,5.0
0,92,m_0,f1_0,p0,1,1.0
0,92,m_3,f1_0,p0,4,6.0
0,92,m_4,f1_0,p0,4,6.0
0,92,f1_0,c_4,p1,2,10.0
0,92,f1_0,c_3,p1,1,5.0
0,92,f1_0,c_0,p1,1,2.5
0,93,f1_0,c_3,p1,1,5.0
0,93,f1_0,c_2,p1,2,10.0
0,93,f1_0,c_1,p1,1,5.0
0,94,f1_0,c_1,p1,2,10.0
0,94,f1_0,c_4,p1,2,10.0
0,95,f1_0,c_1,p1,4,20.0
0,96,m_3,f1_0,p0,2,3.0
0,96,m_0,f1_0,p0,1,1.5
0,96,m_0,f1_0,p0,2,3.0
0,96,m_2,f1_0,p0,1,1.5
0,96,m_1,f1_0,p0,3,4.5
0,97,m_2,f1_0,p0,1,0.5
0,97,m_1,f1_0,p0,3,4.5
0,97,m_1,f1_0,p0,1,1.0
0,97,m_3,f1_0,p0,1,1.0
0,97,m_0,f1_0,p0,1,1.5
0,97,f1_0,c_2,p1,2,10.0
0,97,f1_0,c_4,p1,1,5.0
0,97,f1_0,c_3,p1,1,5.0
0,98,f1_0,c_3,p1,1,5.0
0,98,f1_0,c_2,p1,2,10.0
0,99,f1_0,c_0,p1,3,15.0
1,1,m_1,f1_0,p0,1,1.0
1,1,m_4,f1_0,p0,1,1.0
1,1,m_3,f1_0,p0,1,1.5
1,2,m_4,f1_0,p0,1,1.5
1,2,m_3,f1_0,p0,1,1.5
1,3,m_0,f1_0,p0,1,1.0
1,5,m_4,f1_0,p0,1,1.5
1,7,m_0,f1_0,p0,1,1.0
1,7,m_3,f1_0,p0,1,1.0
1,8,m_2,f1_0,p0,1,1.5
1,8,m_3,f1_0,p0,1,1.5
1,8,f1_0,c_4,p1,3,18.0
1,9,f1_0,c_4,p1,3,18.0
1,9,f1_0,c_3,p1,2,12.0
1,10,m_1,f1_0,p0,1,1.5
1,10,m_0,f1_0,p0,1,1.5
1,11,m_4,f1_0,p0,1,1.5
1,11,m_1,f1_0,p0,1,1.5
1,11,f1_0,c_2,p1,2,12.0
1,12,m_2,f1_0,p0,1,1.5
1,12,m_4,f1_0,p0,1,1.5
1,12,m_0,f1_0,p0,1,1.0
1,13,f1_0,c_3,p1,2,12.0
1,13,f1_0,c_4,p1,2,12.0
1,15,m_0,f1_0,p0,2,3.0
1,15,f1_0,c_3,p1,3,18.0
1,15,f1_0,c_0,p1,1,6.0
1,16,m_0,f1_0,p0,1,1.0
1,16,m_1,f1_0,p0,2,3.0
1,16,f1_0,c_3,p1,2,12.0
1,17,m_3,f1_0,p0,2,2.0
1,17,f1_0,c_3,p1,2,12.0
1,18,m_4,f1_0,p0,3,4.5
1,18,m_3,f1_0,p0,1,1.0
1,18,f1_0,c_4,p1,1,6.0
1,18,f1_0,c_3,p1,1,6.0
1,18,f1_0,c_0,p1,1,6.0
1,19,m_3,f1_0,p0,3,4.5
1,19,m_0,f1_0,p0,3,4.5
1,19,f1_0,c_0,p1,3,18.0
1,20,f1_0,c_4,p1,1,6.0
1,20,f1_0,c_2,p1,2,12.0
1,21,m_0,f1_0,p0,2,3.0
1,21,f1_0,c_3,p1,3,18.0
1,22,f1_0,c_4,p1,3,18.0
1,23,m_0,f1_0,p0,1,1.0
1,23,m_1,f1_0,p0,1,1.5
1,24,m_4,f1_0,p0,1,1.5
1,24,f1_0,c_2,p1,2,12.0
1,25,m_1,f1_0,p0,1,1.0
1,26,m_3,f1_0,p0,1,1.5
1,26,m_4,f1_0,p0,1,1.5
1,26,m_4,f1_0,p0,1,1.5
1,26,m_2,f1_0,p0,1,1.5
1,27,m_1,f1_0,p0,1,1.5
1,27,m_2,f1_0,p0,1,1.5
1,28,m_3,f1_0,p0,1,1.0
1,28,m_2,f1_0,p0,1,1.5
1,28,m_3,f1_0,p0,1,1.5
1,28,m_1,f1_0,p0,1,1.5
1,29,m_3,f1_0,p0,1,1.5
1,29,m_0,f1_0,p0,1,1.0
1,29,m_2,f1_0,p0,1,1.5
1,30,m_2,f1_0,p0,2,3.0
1,31,m_4,f1_0,p0,1,1.5
1,31,m_1,f1_0,p0,1,1.5
1,31,m_1,f1_0,p0,1,1.0
1,31,m_0,f1_0,p0,1,1.0
1,32,m_4,f1_0,p0,2,3.0
1,32,m_2,f1_0,p0,2,3.0
1,33,m_3,f1_0,p0,1,0.5
1,33,m_2,f1_0,p0,1,1.5
1,33,f1_0,c_4,p1,2,12.0
1,33,f1_0,c_1,p1,4,24.0
1,33,f1_0,c_2,p1,2,12.0
1,34,m_1,f1_0,p0,2,3.0
1,34,f1_0,c_0,p1,4,24.0
1,34,f1_0,c_1,p1,1,6.0
1,34,f1_0,c_2,p1,3,18.0
1,34,f1_0,c_3,p1,4,24.0
1,34,f1_0,c_4,p1,2,12.0
1,35,f1_0,c_2,p1,2,12.0
1,35,f1_0,c_3,p1,1,6.0
1,36,f1_0,c_1,p1,3,18.0
1,37,m_2,f1_0,p0,1,1.5
1,37,m_3,f1_0,p0,1,1.5
1,37,f1_0,c_3,p1,1,6.0
1,38,m_3,f1_0,p0,3,4.5
1,38,m_0,f1_0,p0,1,1.5
1,38,f1_0,c_3,p1,2,12.0
1,39,m_4,f1_0,p0,3,3.0
1,39,f1_0,c_1,p1,3,18.0
1,40,f1_0,c_0,p1,3,18.0
1,41,m_3,f1_0,p0,3,4.5
1,41,m_2,f1_0,p0,3,3.0
1,41,f1_0,c_4,p1,1,6.0
1,42,m_0,f1_0,p0,1,1.0
1,42,m_3,f1_0,p0,1,1.5
