simulation,time,seller,buyer,product,quantity,price
0,4,m_4,f1_0,p0,1,1.0
0,4,m_0,f1_0,p0,1,1.0
0,6,m_4,f1_0,p0,1,1.0
0,6,f1_0,f2_0,p1,1,5.0
0,7,f2_0,f3_0,p2,1,11.0
0,8,f1_0,f2_0,p1,1,5.0
0,8,f3_0,c_1,p3,1,15.5
0,9,f2_0,f3_0,p2,1,5.0
0,9,f3_0,c_0,p3,2,31.0
0,9,f3_0,c_3,p3,1,15.5
0,10,m_0,f1_0,p0,1,1.0
0,10,f3_0,c_2,p3,1,9.5
0,11,m_3,f1_0,p0,1,1.5
0,11,f2_0,f3_0,p2,1,6.0
0,11,f3_0,c_2,p3,1,15.5
0,12,m_3,f1_0,p0,1,1.0
0,12,f1_0,f2_0,p1,1,5.0
0,12,f2_0,f3_0,p2,1,11.0
0,12,f3_0,c_1,p3,2,31.0
0,13,f1_0,f2_0,p1,1,5.0
0,13,f2_0,f3_0,p2,1,11.0
0,13,f3_0,c_4,p3,2,31.0
0,14,f1_0,f2_0,p1,1,5.0
0,14,f2_0,f3_0,p2,1,11.0
0,14,f3_0,c_2,p3,3,46.5
0,14,f3_0,c_0,p3,1,15.5
0,15,f1_0,f2_0,p1,1,5.0
0,15,f2_0,f3_0,p2,1,10.5
0,15,f2_0,f3_0,p2,1,11.0
0,15,f3_0,c_0,p3,1,15.5
0,15,f3_0,c_4,p3,1,15.5
0,15,f3_0,c_1,p3,1,15.5
0,16,m_2,f1_0,p0,1,1.5
0,16,m_0,f1_0,p0,1,1.5
0,16,f2_0,f3_0,p2,2,22.0
0,16,f3_0,c_0,p3,3,25.5
0,17,m_0,f1_0,p0,1,1.0
0,17,f2_0,f3_0,p2,1,11.0
0,17,f2_0,f3_0,p2,1,11.0
0,17,f3_0,c_0,p3,3,45.0
0,18,f3_0,c_0,p3,3,46.5
0,19,m_3,f1_0,p0,1,1.5
0,19,f1_0,f2_0,p1,1,5.0
0,19,f2_0,f3_0,p2,1,11.0
0,19,f3_0,c_3,p3,3,46.5
0,19,f3_0,c_0,p3,1,15.5
0,20,m_1,f1_0,p0,1,1.5
0,20,m_0,f1_0,p0,1,1.0
0,20,f1_0,f2_0,p1,2,10.0
0,20,f2_0,f3_0,p2,1,11.0
0,20,f3_0,c_1,p3,1,15.5
0,20,f3_0,c_3,p3,3,46.5
0,21,f1_0,f2_0,p1,1,5.0
0,21,f3_0,c_2,p3,3,45.0
0,21,f3_0,c_1,p3,1,15.0
0,22,f1_0,f2_0,p1,1,5.0
0,22,f2_0,f3_0,p2,1,10.5
0,22,f3_0,c_2,p3,2,31.0
0,22,f3_0,c_0,p3,1,8.5
0,22,f3_0,c_3,p3,1,15.5
0,23,f1_0,f2_0,p1,1,5.0
0,23,f2_0,f3_0,p2,2,21.0
0,23,f3_0,c_1,p3,1,15.0
0,23,f3_0,c_4,p3,1,15.0
0,24,f2_0,f3_0,p2,4,44.0
0,24,f3_0,c_2,p3,2,31.0
0,25,f3_0,c_3,p3,1,15.5
0,25,f3_0,c_4,p3,1,15.5
0,25,f3_0,c_1,p3,2,31.0
0,26,f2_0,f3_0,p2,1,11.0
0,26,f2_0,f3_0,p2,2,22.0
0,26,f2_0,f3_0,p2,1,10.5
0,26,f3_0,c_3,p3,4,60.0
0,27,f3_0,c_1,p3,3,45.0
0,27,f3_0,c_0,p3,1,15.0
0,28,f3_0,c_2,p3,3,45.0
0,28,f3_0,c_3,p3,1,15.0
0,29,f2_0,f3_0,p2,2,22.0
0,29,f2_0,f3_0,p2,2,22.0
0,29,f3_0,c_1,p3,2,30.0
0,29,f3_0,c_0,p3,2,30.0
0,30,f3_0,c_3,p3,2,31.0
0,30,f3_0,c_4,p3,2,31.0
0,31,f3_0,c_2,p3,1,15.0
0,31,f3_0,c_4,p3,1,15.0
0,31,f3_0,c_0,p3,1,15.0
0,31,f3_0,c_1,p3,1,15.5
0,32,f3_0,c_3,p3,3,46.5
0,32,f3_0,c_2,p3,1,15.5
0,33,f3_0,c_4,p3,1,15.0
0,33,f3_0,c_1,p3,2,30.0
0,33,f3_0,c_3,p3,1,15.0
0,33,f3_0,c_2,p3,1,15.0
0,34,f3_0,c_1,p3,3,45.0
0,34,f3_0,c_0,p3,2,30.0
0,35,f3_0,c_2,p3,1,15.5
0,35,f3_0,c_3,p3,3,45.0
0,35,f3_0,c_1,p3,1,15.0
0,36,f2_0,f3_0,p2,1,11.0
0,36,f3_0,c_4,p3,2,30.0
0,37,f3_0,c_4,p3,2,30.0
0,37,f3_0,c_1,p3,2,30.0
0,37,f3_0,c_2,p3,1,15.0
0,38,f3_0,c_4,p3,1,15.0
0,38,f3_0,c_2,p3,3,46.5
0,38,f3_0,c_1,p3,1,15.0
0,39,f3_0,c_4,p3,3,46.5
0,39,f3_0,c_2,p3,2,31.0
0,40,f3_0,c_0,p3,2,30.0
0,40,f3_0,c_1,p3,2,30.0
0,40,f3_0,c_4,p3,1,15.0
0,41,f3_0,c_2,p3,4,60.0
0,42,m_0,f1_0,p0,1,1.0
0,42,f3_0,c_3,p3,3,45.0
0,42,f3_0,c_0,p3,1,15.0
0,43,m_2,f1_0,p0,1,1.5
0,43,f3_0,c_3,p3,1,15.0
0,43,f3_0,c_1,p3,2,30.0
0,43,f3_0,c_2,p3,2,30.0
0,44,f1_0,f2_0,p1,1,5.0
0,44,f3_0,c_2,p3,2,30.0
0,44,f3_0,c_3,p3,1,15.0
0,44,f3_0,c_1,p3,1,15.0
0,45,m_2,f1_0,p0,1,1.5
0,45,f1_0,f2_0,p1,1,5.0
0,45,f3_0,c_2,p3,3,45.0
0,45,f3_0,c_0,p3,1,15.0
0,46,m_2,f1_0,p0,1,1.5
0,46,f1_0,f2_0,p1,1,5.0
0,46,f3_0,c_4,p3,4,60.0
0,47,f1_0,f2_0,p1,1,5.0
0,47,f3_0,c_2,p3,4,60.0
0,48,f3_0,c_0,p3,1,15.0
0,49,m_4,f1_0,p0,1,1.5
0,49,m_0,f1_0,p0,1,1.0
0,49,f2_0,f3_0,p2,2,22.0
0,49,f2_0,f3_0,p2,1,11.0
0,50,f2_0,f3_0,p2,1,11.0
0,50,f2_0,f3_0,p2,2,22.0
0,50,f3_0,c_4,p3,1,15.5
0,50,f3_0,c_2,p3,2,31.0
0,51,m_3,f1_0,p0,1,1.5
0,51,f1_0,f2_0,p1,1,5.0
0,51,f2_0,f3_0,p2,1,10.5
0,52,f1_0,f2_0,p1,1,5.0
0,52,f2_0,f3_0,p2,2,21.0
0,52,f3_0,c_0,p3,2,31.0
0,52,f3_0,c_1,p3,2,31.0
0,52,f3_0,c_3,p3,2,31.0
0,53,f1_0,f2_0,p1,1,5.0
0,53,f2_0,f3_0,p2,2,22.0
0,54,f2_0,f3_0,p2,2,22.0
0,54,f3_0,c_1,p3,1,15.5
0,54,f3_0,c_4,p3,4,62.0
0,54,f3_0,c_3,p3,1,15.5
0,55,f2_0,f3_0,p2,2,22.0
0,55,f3_0,c_4,p3,4,62.0
0,56,f3_0,c_3,p3,2,30.0
0,56,f3_0,c_4,p3,1,15.0
0,57,f3_0,c_4,p3,3,46.5
0,58,f2_0,f3_0,p2,1,10.5
0,58,f3_0,c_4,p3,2,30.0
0,58,f3_0,c_1,p3,1,15.0
0,59,f3_0,c_3,p3,2,30.0
0,59,f3_0,c_4,p3,2,30.0
0,60,f3_0,c_2,p3,2,30.0
0,60,f3_0,c_4,p3,2,30.0
0,61,m_1,f1_0,p0,1,1.0
0,61,f3_0,c_4,p3,3,46.5
0,61,f3_0,c_1,p3,1,15.5
0,62,f3_0,c_3,p3,1,15.0
0,62,f3_0,c_4,p3,1,15.0
0,63,f1_0,f2_0,p1,1,5.0
0,63,f3_0,c_0,p3,2,30.0
0,63,f3_0,c_2,p3,2,31.0
0,64,f3_0,c_1,p3,3,46.5
0,64,f3_0,c_2,p3,1,15.5
0,65,m_0,f1_0,p0,1,1.0
0,65,f3_0,c_2,p3,1,15.0
0,65,f3_0,c_0,p3,3,45.0
0,66,m_3,f1_0,p0,1,1.0
0,66,m_4,f1_0,p0,1,1.5
0,66,f2_0,f3_0,p2,2,22.0
0,66,f3_0,c_0,p3,1,15.5
0,66,f3_0,c_1,p3,2,31.0
0,67,m_0,f1_0,p0,1,0.5
0,67,f1_0,f2_0,p1,1,1.5
0,67,f2_0,f3_0,p2,1,11.0
0,67,f3_0,c_0,p3,2,30.0
0,68,f1_0,f2_0,p1,1,5.0
0,68,f2_0,f3_0,p2,1,11.0
0,69,m_2,f1_0,p0,1,1.5
0,69,m_0,f1_0,p0,1,1.0
0,69,f1_0,f2_0,p1,1,5.0
0,69,f2_0,f3_0,p2,2,22.0
0,70,m_1,f1_0,p0,1,1.0
0,70,f1_0,f2_0,p1,1,5.0
0,70,f2_0,f3_0,p2,1,10.5
0,70,f2_0,f3_0,p2,1,11.0
0,71,f1_0,f2_0,p1,1,5.0
0,71,f3_0,c_3,p3,3,46.5
0,71,f3_0,c_0,p3,4,62.0
0,71,f3_0,c_4,p3,2,30.0
0,72,f2_0,f3_0,p2,2,22.0
0,72,f2_0,f3_0,p2,2,22.0
0,72,f3_0,c_0,p3,4,62.0
0,73,f1_0,f2_0,p1,1,5.0
0,73,f1_0,f2_0,p1,1,5.0
0,73,f2_0,f3_0,p2,2,22.0
0,73,f3_0,c_1,p3,2,30.0
0,73,f3_0,c_4,p3,1,15.0
0,73,f3_0,c_0,p3,1,15.0
0,74,f3_0,c_4,p3,4,62.0
0,75,m_3,f1_0,p0,1,1.5
0,75,f2_0,f3_0,p2,1,10.5
0,75,f2_0,f3_0,p2,1,11.0
0,75,f2_0,f3_0,p2,1,10.5
0,75,f3_0,c_0,p3,2,31.0
0,75,f3_0,c_2,p3,2,31.0
0,76,f3_0,c_4,p3,2,30.0
0,76,f3_0,c_2,p3,1,15.0
0,77,f1_0,f2_0,p1,1,5.0
0,77,f3_0,c_1,p3,1,15.5
0,77,f3_0,c_3,p3,2,31.0
0,78,f3_0,c_3,p3,3,46.5
0,78,f3_0,c_2,p3,1,15.0
0,79,f2_0,f3_0,p2,2,21.0
0,79,f2_0,f3_0,p2,1,10.5
0,79,f2_0,f3_0,p2,1,10.5
0,79,f3_0,c_0,p3,2,30.0
0,79,f3_0,c_1,p3,1,15.0
0,80,f2_0,f3_0,p2,2,22.0
0,80,f2_0,f3_0,p2,1,11.0
0,80,f3_0,c_3,p3,1,15.0
0,80,f3_0,c_1,p3,3,45.0
0,81,f2_0,f3_0,p2,2,22.0
0,82,f3_0,c_2,p3,1,15.0
0,82,f3_0,c_0,p3,4,62.0
0,82,f3_0,c_3,p3,2,30.0
0,82,f3_0,c_1,p3,1,15.0
0,83,f2_0,f3_0,p2,1,10.5
0,83,f3_0,c_3,p3,2,30.0
0,83,f3_0,c_1,p3,1,15.0
0,83,f3_0,c_2,p3,1,15.5
0,84,f3_0,c_0,p3,4,62.0
0,85,f3_0,c_4,p3,2,31.0
0,85,f3_0,c_3,p3,2,24.0
0,86,m_3,f1_0,p0,1,1.0
0,86,f3_0,c_4,p3,3,45.0
0,87,f3_0,c_4,p3,2,31.0
0,87,f3_0,c_0,p3,1,15.5
0,88,m_1,f1_0,p0,1,1.5
0,88,m_3,f1_0,p0,1,1.5
0,88,f1_0,f2_0,p1,1,5.0
0,88,f3_0,c_4,p3,2,30.0
0,88,f3_0,c_2,p3,1,15.0
0,89,m_0,f1_0,p0,1,1.0
0,89,m_1,f1_0,p0,1,1.5
0,89,f2_0,f3_0,p2,1,11.0
0,89,f3_0,c_3,p3,1,15.0
0,89,f3_0,c_2,p3,1,15.0
0,90,m_3,f1_0,p0,1,1.0
0,90,m_4,f1_0,p0,1,1.5
0,90,f3_0,c_3,p3,1,15.0
0,90,f3_0,c_2,p3,2,30.0
0,91,f1_0,f2_0,p1,2,10.0
0,91,f3_0,c_3,p3,1,15.5
0,91,f3_0,c_1,p3,3,46.5
0,92,f1_0,f2_0,p1,1,5.0
0,92,f2_0,f3_0,p2,1,10.5
0,92,f2_0,f3_0,p2,1,10.5
0,92,f3_0,c_3,p3,3,45.0
0,93,f1_0,f2_0,p1,1,5.0
0,93,f2_0,f3_0,p2,2,22.0
0,93,f3_0,c_4,p3,3,45.0
0,94,f1_0,f2_0,p1,1,5.0
0,94,f2_0,f3_0,p2,2,21.0
0,94,f3_0,c_3,p3,2,31.0
0,94,f3_0,c_0,p3,1,15.0
0,95,f3_0,c_1,p3,2,30.0
0,95,f3_0,c_2,p3,2,30.0
0,96,f2_0,f3_0,p2,3,33.0
0,96,f2_0,f3_0,p2,1,10.5
0,96,f3_0,c_2,p3,1,15.0
0,96,f3_0,c_0,p3,3,46.5
0,97,f3_0,c_3,p3,3,45.0
0,97,f3_0,c_0,p3,1,15.0
0,98,f3_0,c_4,p3,4,62.0
0,99,f3_0,c_0,p3,1,15.0
0,99,f3_0,c_2,p3,1,15.0
0,99,f3_0,c_3,p3,1,15.0
1,5,m_1,f1_0,p0,1,1.5
1,5,m_0,f1_0,p0,1,1.5
1,5,m_2,f1_0,p0,1,1.5
1,5,m_3,f1_0,p0,1,1.5
1,6,f1_0,f2_0,p1,1,6.0
1,7,m_3,f1_0,p0,1,1.5
1,7,m_1,f1_0,p0,1,1.0
1,7,f1_0,f2_0,p1,1,6.0
1,7,f3_0,c_4,p3,1,10.5
1,8,f2_0,f3_0,p2,1,9.0
1,8,f2_0,f3_0,p2,1,9.0
1,9,f1_0,f2_0,p1,1,6.0
1,9,f2_0,f3_0,p2,1,9.0
1,10,f2_0,f3_0,p2,1,9.0
1,10,f3_0,c_2,p3,1,6.0
1,11,f1_0,f2_0,p1,1,6.0
1,11,f2_0,f3_0,p2,1,9.0
1,11,f3_0,c_3,p3,3,31.5
1,12,f2_0,f3_0,p2,1,9.0
1,12,f3_0,c_0,p3,1,10.5
1,13,m_1,f1_0,p0,1,1.5
1,13,m_2,f1_0,p0,1,1.5
1,13,f2_0,f3_0,p2,1,9.0
1,13,f3_0,c_2,p3,1,10.5
1,13,f3_0,c_3,p3,2,21.0
1,14,f1_0,f2_0,p1,1,6.0
1,14,f2_0,f3_0,p2,1,9.0
1,14,f3_0,c_2,p3,2,21.0
1,15,f1_0,f2_0,p1,1,6.0
1,15,f2_0,f3_0,p2,1,9.0
1,15,f3_0,c_1,p3,1,10.5
1,15,f3_0,c_0,p3,1,10.5
1,16,f2_0,f3_0,p2,1,9.0
1,16,f3_0,c_0,p3,2,21.0
1,17,f2_0,f3_0,p2,2,18.0
1,17,f3_0,c_0,p3,3,31.5
1,18,f1_0,f2_0,p1,1,6.0
1,18,f3_0,c_3,p3,1,10.0
1,18,f3_0,c_0,p3,2,21.0
1,19,f1_0,f2_0,p1,1,6.0
1,19,f3_0,c_4,p3,3,31.5
1,20,f3_0,c_1,p3,1,10.0
1,20,f3_0,c_2,p3,1,10.0
1,21,f2_0,f3_0,p2,1,9.0
1,21,f2_0,f3_0,p2,1,9.0
1,21,f3_0,c_0,p3,1,10.0
1,21,f3_0,c_3,p3,2,21.0
1,21,f3_0,c_1,p3,1,10.5
1,22,m_0,f1_0,p0,1,1.5
1,22,m_4,f1_0,p0,1,1.5
1,22,f2_0,f3_0,p2,1,9.0
1,22,f3_0,c_4,p3,2,21.0
1,23,f2_0,f3_0,p2,1,9.0
1,24,m_4,f1_0,p0,1,1.0
1,24,f1_0,f2_0,p1,1,6.0
1,24,f2_0,f3_0,p2,1,9.0
1,25,m_3,f1_0,p0,1,1.5
1,25,m_0,f1_0,p0,1,1.5
1,25,f1_0,f2_0,p1,1,6.0
1,25,f2_0,f3_0,p2,1,9.0
1,26,m_2,f1_0,p0,1,1.0
1,26,f1_0,f2_0,p1,1,6.0
1,26,f3_0,c_1,p3,3,31.5
1,26,f3_0,c_3,p3,4,42.0
