simulation,time,seller,buyer,product,quantity,price
1,7,f3_0,c_0,p3,1,2.0
1,10,f3_0,c_0,p3,1,4.5
1,12,f3_0,c_4,p3,1,11.0
1,14,f3_0,c_1,p3,1,11.0
1,15,f3_0,c_0,p3,1,11.0
1,16,f3_0,c_3,p3,1,11.0
1,16,f3_0,c_0,p3,1,11.0
1,29,f3_0,c_2,p3,1,11.0
1,29,f3_0,c_4,p3,2,22.0
1,29,f3_0,c_3,p3,1,11.0
1,30,f3_0,c_3,p3,2,21.0
1,31,f3_0,c_2,p3,2,21.0
1,32,f3_0,c_4,p3,1,10.5
1,32,f3_0,c_2,p3,1,11.0
1,33,f3_0,c_0,p3,1,10.5
1,33,f3_0,c_4,p3,1,11.0
1,34,f3_0,c_2,p3,2,22.0
1,35,f3_0,c_0,p3,2,22.0
1,36,f3_0,c_4,p3,2,22.0
1,37,f3_0,c_1,p3,1,3.5
1,37,f3_0,c_4,p3,1,11.0
1,47,f3_0,c_2,p3,3,33.0
1,47,f3_0,c_3,p3,2,21.0
1,47,f3_0,c_1,p3,2,21.0
1,48,f3_0,c_2,p3,1,10.5
1,48,f3_0,c_1,p3,3,33.0
1,49,f3_0,c_2,p3,2,22.0
1,50,f3_0,c_2,p3,2,22.0
1,51,f3_0,c_0,p3,1,10.5
1,51,f3_0,c_0,p3,1,11.0
1,52,f3_0,c_4,p3,2,21.0
1,60,f3_0,c_3,p3,3,33.0
1,62,f3_0,c_2,p3,1,10.5
1,62,f3_0,c_0,p3,2,22.0
1,65,f3_0,c_0,p3,2,22.0
1,65,f3_0,c_3,p3,4,36.0
1,65,f3_0,c_1,p3,2,22.0
1,66,f3_0,c_1,p3,3,33.0
1,67,f3_0,c_2,p3,2,22.0
1,67,f3_0,c_0,p3,1,10.5
1,68,f3_0,c_4,p3,3,33.0
1,69,f3_0,c_0,p3,3,31.5
1,70,f3_0,c_1,p3,3,33.0
1,75,f3_0,c_2,p3,3,31.5
1,75,f3_0,c_0,p3,4,44.0
1,82,f3_0,c_3,p3,3,33.0
1,83,f3_0,c_4,p3,3,33.0
1,84,f3_0,c_0,p3,1,10.5
1,84,f3_0,c_1,p3,1,10.5
1,85,f3_0,c_0,p3,1,10.5
1,85,f3_0,c_4,p3,2,22.0
1,99,f3_0,c_4,p3,2,22.0
3,4,m_1,f1_0,p0,1,1.5
3,5,m_1,f1_0,p0,1,1.0
3,6,f1_0,f2_0,p1,1,6.5
3,7,f1_0,f2_0,p1,1,6.5
3,7,f2_0,f3_0,p2,1,12.0
3,8,m_4,f1_0,p0,1,1.5
3,8,m_2,f1_0,p0,1,1.5
3,8,f2_0,f3_0,p2,1,12.0
3,8,f3_0,c_2,p3,1,16.5
3,9,m_0,f1_0,p0,1,1.5
3,9,m_2,f1_0,p0,1,1.5
3,9,m_4,f1_0,p0,1,1.0
3,9,m_1,f1_0,p0,1,1.5
3,9,f2_0,f3_0,p2,1,12.0
3,9,f3_0,c_1,p3,1,16.0
3,10,f1_0,f2_0,p1,1,6.5
3,10,f2_0,f3_0,p2,1,12.0
3,10,f3_0,c_3,p3,2,33.0
3,10,f3_0,c_1,p3,2,33.0
3,11,f1_0,f2_0,p1,1,6.5
3,11,f2_0,f3_0,p2,1,12.0
3,11,f3_0,c_0,p3,3,49.5
3,12,f1_0,f2_0,p1,1,6.5
3,12,f2_0,f3_0,p2,1,12.0
3,12,f3_0,c_3,p3,1,16.5
3,13,f2_0,f3_0,p2,1,12.0
3,14,f2_0,f3_0,p2,1,12.0
3,14,f2_0,f3_0,p2,1,12.0
3,14,f3_0,c_4,p3,3,49.5
3,14,f3_0,c_2,p3,4,66.0
3,14,f3_0,c_1,p3,1,16.5
3,15,f2_0,f3_0,p2,1,11.5
3,15,f3_0,c_4,p3,2,33.0
3,15,f3_0,c_3,p3,1,16.5
3,16,f3_0,c_4,p3,3,49.5
3,17,f3_0,c_1,p3,1,16.0
3,17,f3_0,c_0,p3,2,32.0
3,18,f3_0,c_2,p3,1,16.0
3,18,f3_0,c_0,p3,1,16.0
3,18,f3_0,c_1,p3,1,16.5
3,19,f3_0,c_4,p3,1,16.5
3,25,f1_0,f2_0,p1,1,6.5
3,27,f2_0,f3_0,p2,1,12.0
3,29,f3_0,c_0,p3,1,16.0
3,36,f1_0,f2_0,p1,1,6.5
3,37,f1_0,f2_0,p1,1,6.5
3,38,f2_0,f3_0,p2,1,12.0
3,39,f2_0,f3_0,p2,1,12.0
3,40,f2_0,f3_0,p2,1,12.0
3,41,f2_0,f3_0,p2,1,12.0
3,43,f2_0,f3_0,p2,1,11.5
3,44,m_4,f1_0,p0,1,1.5
3,44,m_3,f1_0,p0,1,1.5
3,44,m_0,f1_0,p0,1,1.5
3,44,f2_0,f3_0,p2,1,11.5
3,44,f3_0,c_3,p3,1,16.0
3,44,f3_0,c_4,p3,4,66.0
3,44,f3_0,c_2,p3,4,66.0
3,45,f1_0,f2_0,p1,1,6.5
3,45,f2_0,f3_0,p2,1,11.5
3,45,f3_0,c_4,p3,2,33.0
3,46,m_3,f1_0,p0,1,1.5
3,46,f1_0,f2_0,p1,1,6.5
3,46,f2_0,f3_0,p2,1,12.0
3,46,f3_0,c_2,p3,3,48.0
3,47,f1_0,f2_0,p1,1,6.5
3,47,f2_0,f3_0,p2,1,12.0
3,47,f3_0,c_4,p3,2,32.0
3,47,f3_0,c_3,p3,1,16.5
3,48,f1_0,f2_0,p1,1,6.5
3,48,f2_0,f3_0,p2,1,12.0
3,48,f3_0,c_0,p3,1,16.0
3,48,f3_0,c_4,p3,2,32.0
3,49,f2_0,f3_0,p2,1,11.5
3,49,f2_0,f3_0,p2,1,12.0
3,49,f3_0,c_3,p3,1,8.0
3,49,f3_0,c_0,p3,1,16.5
3,49,f3_0,c_4,p3,1,16.5
3,50,f2_0,f3_0,p2,2,24.0
3,50,f3_0,c_1,p3,3,49.5
3,52,f2_0,f3_0,p2,1,11.5
3,52,f2_0,f3_0,p2,1,12.0
3,52,f3_0,c_0,p3,4,20.0
3,52,f3_0,c_1,p3,2,32.0
3,53,f3_0,c_4,p3,2,32.0
3,53,f3_0,c_0,p3,1,16.0
3,54,f3_0,c_1,p3,1,16.0
3,54,f3_0,c_0,p3,1,16.0
3,54,f3_0,c_4,p3,1,16.5
3,55,f3_0,c_4,p3,1,16.0
3,55,f3_0,c_0,p3,2,32.0
3,56,f3_0,c_2,p3,3,49.5
3,57,f3_0,c_4,p3,2,32.0
3,57,f3_0,c_0,p3,2,32.0
3,58,f3_0,c_0,p3,2,32.0
3,58,f3_0,c_4,p3,2,32.0
3,59,f3_0,c_2,p3,2,32.0
3,67,f3_0,c_4,p3,3,49.5
3,67,f3_0,c_1,p3,3,49.5
3,82,m_4,f1_0,p0,1,1.0
3,83,m_2,f1_0,p0,1,0.5
3,84,m_4,f1_0,p0,1,1.0
3,84,f1_0,f2_0,p1,1,6.5
3,85,f1_0,f2_0,p1,1,6.5
3,85,f2_0,f3_0,p2,1,12.0
3,86,f1_0,f2_0,p1,1,6.5
3,86,f2_0,f3_0,p2,1,12.0
3,87,f2_0,f3_0,p2,1,12.0
3,89,f2_0,f3_0,p2,1,12.0
3,91,m_2,f1_0,p0,1,1.5
3,92,m_0,f1_0,p0,1,1.5
3,92,m_2,f1_0,p0,1,1.5
3,92,f2_0,f3_0,p2,1,11.5
3,92,f3_0,c_2,p3,4,66.0
3,92,f3_0,c_1,p3,2,33.0
3,92,f3_0,c_3,p3,3,49.5
3,93,m_3,f1_0,p0,1,1.0
3,93,f1_0,f2_0,p1,1,6.5
3,93,f2_0,f3_0,p2,1,11.5
3,93,f3_0,c_3,p3,2,32.0
3,94,f1_0,f2_0,p1,1,6.5
3,94,f2_0,f3_0,p2,1,12.0
3,94,f3_0,c_0,p3,2,32.0
3,95,f1_0,f2_0,p1,1,6.5
3,95,f2_0,f3_0,p2,1,12.0
3,95,f3_0,c_3,p3,2,32.0
3,96,f2_0,f3_0,p2,1,12.0
3,96,f3_0,c_4,p3,1,16.0
3,96,f3_0,c_1,p3,1,16.0
3,97,f2_0,f3_0,p2,1,12.0
3,97,f2_0,f3_0,p2,1,12.0
3,97,f3_0,c_1,p3,2,33.0
3,98,f3_0,c_3,p3,2,32.0
3,98,f3_0,c_0,p3,1,16.0
3,99,f3_0,c_2,p3,2,32.0
3,99,f3_0,c_1,p3,1,15.0
4,4,m_0,f1_0,p0,1,0.5
4,6,f1_0,f2_0,p1,1,6.5
4,7,f3_0,c_3,p3,1,11.0
4,8,f2_0,f3_0,p2,1,9.5
4,9,m_3,f1_0,p0,1,1.5
4,9,f2_0,f3_0,p2,1,9.5
4,10,m_3,f1_0,p0,1,1.0
4,10,f3_0,c_4,p3,2,22.0
4,11,f1_0,f2_0,p1,1,6.5
4,11,f3_0,c_3,p3,1,11.0
4,12,f1_0,f2_0,p1,1,6.5
4,13,f2_0,f3_0,p2,1,4.0
4,13,f3_0,c_3,p3,1,10.5
4,14,f2_0,f3_0,p2,1,9.5
4,14,f3_0,c_3,p3,1,11.0
4,15,f3_0,c_4,p3,1,11.0
4,16,f3_0,c_2,p3,1,3.5
4,16,f3_0,c_3,p3,1,11.0
4,30,f3_0,c_2,p3,3,33.0
4,38,f2_0,f3_0,p2,1,9.5
4,39,m_3,f1_0,p0,1,1.5
4,39,m_4,f1_0,p0,1,1.5
4,39,f2_0,f3_0,p2,1,9.5
4,40,m_2,f1_0,p0,1,1.5
4,40,f2_0,f3_0,p2,1,9.5
4,41,f1_0,f2_0,p1,1,6.5
4,42,f1_0,f2_0,p1,1,6.5
4,43,f2_0,f3_0,p2,1,9.5
4,44,f2_0,f3_0,p2,1,9.5
4,46,f3_0,c_2,p3,4,44.0
4,46,f3_0,c_3,p3,1,10.5
4,46,f3_0,c_4,p3,3,33.0
4,47,f3_0,c_1,p3,1,11.0
4,48,f3_0,c_1,p3,2,22.0
4,49,f3_0,c_4,p3,1,10.5
4,56,m_4,f1_0,p0,1,1.5
4,57,m_3,f1_0,p0,1,1.0
4,58,m_3,f1_0,p0,1,1.5
4,58,f1_0,f2_0,p1,1,6.5
4,59,f1_0,f2_0,p1,1,6.5
4,60,f1_0,f2_0,p1,1,6.5
