simulation,time,seller,buyer,product,quantity,price
0,1,m_1,f1_0,p0,1,1.0
0,4,m_4,f1_0,p0,1,1.0
0,5,m_3,f1_0,p0,2,3.0
0,5,m_2,f1_0,p0,1,1.5
0,6,m_3,f1_0,p0,1,1.5
0,6,f1_0,c_1,p1,3,13.5
0,7,f1_0,c_3,p1,1,2.0
0,7,f1_0,c_4,p1,1,4.5
0,8,m_3,f1_0,p0,1,1.5
0,8,m_3,f1_0,p0,2,3.0
0,9,f1_0,c_3,p1,1,4.5
0,10,m_1,f1_0,p0,2,3.0
0,10,m_4,f1_0,p0,1,1.0
0,10,m_2,f1_0,p0,1,1.5
0,10,f1_0,c_0,p1,1,1.5
0,10,f1_0,c_1,p1,2,9.0
0,11,m_4,f1_0,p0,2,3.0
0,11,f1_0,c_1,p1,3,13.5
0,12,m_1,f1_0,p0,2,3.0
0,12,m_4,f1_0,p0,1,1.0
0,12,f1_0,c_1,p1,2,9.0
0,12,f1_0,c_2,p1,1,4.5
0,13,m_2,f1_0,p0,2,3.0
0,13,f1_0,c_3,p1,2,9.0
0,14,m_1,f1_0,p0,1,1.0
0,14,m_2,f1_0,p0,2,2.0
0,14,f1_0,c_1,p1,2,9.0
0,14,f1_0,c_2,p1,1,4.5
0,15,m_0,f1_0,p0,1,1.0
0,15,m_1,f1_0,p0,1,1.0
0,15,f1_0,c_2,p1,1,4.5
0,15,f1_0,c_3,p1,2,9.0
0,16,m_0,f1_0,p0,2,3.0
0,16,m_1,f1_0,p0,2,3.0
0,16,m_3,f1_0,p0,2,3.0
0,16,m_4,f1_0,p0,2,3.0
0,17,m_0,f1_0,p0,4,6.0
0,17,f1_0,c_2,p1,1,4.5
0,17,f1_0,c_4,p1,4,18.0
0,18,m_2,f1_0,p0,4,6.0
0,18,m_1,f1_0,p0,4,2.0
0,18,f1_0,c_0,p1,3,13.5
0,18,f1_0,c_4,p1,1,4.5
0,19,m_4,f1_0,p0,3,4.5
0,19,m_3,f1_0,p0,1,1.5
0,19,m_3,f1_0,p0,1,1.0
0,19,f1_0,c_2,p1,2,9.0
0,19,f1_0,c_3,p1,2,9.0
