index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"06MyA@3, 04Buy@2 agreed on {'quantity': 3, 'time': 1, 'unit_price': 19} [id 82c5d333-457f-48bb-b74b-a10d282bb23d]",82c5d333-457f-48bb-b74b-a10d282bb23d,product,1.0,a96bf3b4-33b6-40dd-9ca3-3877480ec75f,04Buy@2,str,['06MyA@3'],-1,False
1,"02Ind@1, 00Ran@0 agreed on {'quantity': 3, 'time': 2, 'unit_price': 1} [id e0fce5c7-987c-4249-b1d4-adf8842e6d17]",e0fce5c7-987c-4249-b1d4-adf8842e6d17,product,1.0,4f722068-7954-4bd4-80d6-a5d2369de3ab,00Ran@0,str,['02Ind@1'],-1,False
2,"05Dec@2, 03Ran@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 3} [id 3e982531-5586-444f-ba4f-11755c371162]",3e982531-5586-444f-ba4f-11755c371162,product,1.0,163cc06d-c0b2-4c98-9774-20377e4cba85,03Ran@1,str,['05Dec@2'],-1,False
3,"05Dec@2, 03Ran@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 3} [id ffce7523-2fef-4447-a53f-2a19077fda8a]",ffce7523-2fef-4447-a53f-2a19077fda8a,product,1.0,0627676d-610d-4d81-a80f-d29f468b3f12,03Ran@1,str,['05Dec@2'],-1,False
4,"03Ran@1, 00Ran@0 agreed on {'quantity': 2, 'time': 3, 'unit_price': 4} [id 8db78255-0926-4f6d-a273-f1161477f273]",8db78255-0926-4f6d-a273-f1161477f273,product,1.0,38ec1f7f-aa52-4b66-abe0-c9d7f74ad3f8,00Ran@0,str,['03Ran@1'],-1,False
5,"05Dec@2, 03Ran@1 agreed on {'quantity': 5, 'time': 3, 'unit_price': 1} [id 1b7eb728-c41c-4799-93a8-95c1194b0ffb]",1b7eb728-c41c-4799-93a8-95c1194b0ffb,product,1.0,dc79b216-d1bd-4066-bcc9-6e0a2bd4dc28,03Ran@1,str,['05Dec@2'],-1,False
6,"05Dec@2, 03Ran@1 agreed on {'quantity': 1, 'time': 3, 'unit_price': 1} [id d2622417-113f-4f8e-987c-3901cdae6f93]",d2622417-113f-4f8e-987c-3901cdae6f93,product,1.0,fb040b2a-4dc7-4409-884c-d9c3f4e409e8,03Ran@1,str,['05Dec@2'],-1,False
7,"05Dec@2, 03Ran@1 agreed on {'quantity': 5, 'time': 3, 'unit_price': 2} [id 93f61528-0150-407b-80ef-cc96aa85b97d]",93f61528-0150-407b-80ef-cc96aa85b97d,product,1.0,fa9cd47a-023f-47a9-a603-4b4802ea7e43,03Ran@1,str,['05Dec@2'],-1,False
8,"05Dec@2, 03Ran@1 agreed on {'quantity': 4, 'time': 3, 'unit_price': 5} [id 67f0bc59-deb5-4058-ab6f-b7b19ccc8c8f]",67f0bc59-deb5-4058-ab6f-b7b19ccc8c8f,product,1.0,324c1cdf-5774-43eb-8bf7-99de3ec97001,03Ran@1,str,['05Dec@2'],-1,False
9,"07Dec@3, 04Buy@2 agreed on {'quantity': 3, 'time': 3, 'unit_price': 20} [id 76d27081-01c0-41ee-8d3f-d5e55f855c5d]",76d27081-01c0-41ee-8d3f-d5e55f855c5d,product,1.0,3ea4175d-2bc7-4bcc-becf-a44ed334c624,04Buy@2,str,['07Dec@3'],-1,False
