index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,20.0,0,,23.0,0,,31.0,0,,41.0,0,,0,0.2,40449,2,10,1.0,220.0,False,-0.0002464936281397126,0,0.2,40489,0,8,0.8,160.0,False,0.0,0,0.2,55724.0,0,0,0.0,0.0,False,0.0,0,0.2,55724,0,0,0.0,0.0,False,0.0,0,0.2,64315,0,0,0.0,0.0,False,0.0,0,0.2,64315.0,0,0,0.0,0.0,False,0.0,0,0.2,80183,0,0,0.0,0.0,False,0.0,0,0.2,80183,0,0,0.0,0.0,False,0.0,0.225,481382,0.0,0.0,7,0,0,0,0,0.0,605,605,201,0.0,0.0,0,0,201,200,5.830359518527985,5.830359518527985
1,201,0,0,0,10.0,20,10.0,20.0,0,,21.181818181818183,10,13.0,23.639344262295083,16,2.9375,41.0,0,,0,0.2,40319,5,20,1.0,450.0,False,-0.0006162340703492814,0,0.2,40419,0,15,0.7,300.0,False,0.0,10,0.30000000000000004,55574.0,0,0,0.0,0.0,False,-0.00269183834613452,0,0.2,55724,0,0,0.0,0.0,False,0.0,0,0.2,64185,0,10,1.0,236.39344262295083,False,-0.00018352295247645617,16,0.36000000000000004,63620.0,0,0,0.0,0.0,False,-0.01080618829200031,0,0.2,80136,16,0,0.0,378.2295081967213,False,0.0017723801067354135,0,0.2,80183,0,0,0.0,0.0,False,0.0,0.3375,480160,0.0,0.0,6,0,0,50,6,6.0,143,193,128,2971.0,208.0,181,20,128,200,16.935551401227713,22.765910919755697
2,128,0,0,0,10.0,20,10.0,17.583333333333332,15,10.333333333333334,21.0,1,12.0,19.198838896952104,14,1.7857142857142858,41.0,0,,0,0.2,40444,0,13,0.8,228.58333333333331,False,-0.00026395359346633536,0,0.2,40249,7,25,1.0,509.5833333333333,False,-0.0016073438668277689,1,0.30000000000000004,55558.0,0,0,0.0,0.0,False,-0.002978967769722202,0,0.2,55569,5,10,1.0,297.91666666666663,False,-0.00010842126671926353,0,0.2,64173,0,11,0.1,211.18722786647314,False,-0.0005660636875809154,14,0.48400000000000004,63040.0,0,0,0.0,0.0,False,-0.01982430226230273,0,0.2,80120,24,0,0.0,460.7721335268505,False,0.002087550562630844,0,0.2,80174,0,6,0.6,246.0,False,0.0014217477520172604,0.4375,479327,0.0,0.0,9,0,0,37,4,4.0,43,80,95,709.0,214.0,67,61,95,355,10.586197288706899,33.352108208462596
3,95,0,0,0,10.0,20,10.0,19.79850746268657,13,29.0,21.422622747047857,35,21.97142857142857,11.208614648320658,55,2.2,41.0,0,,0,0.2,40741,0,8,0.8,158.38805970149255,False,0.00619177277849459,0,0.2,40129,9,35,1.0,782.9477611940299,False,-0.0011961379231183445,35,0.649,54937.0,0,0,0.0,0.0,False,-0.014123178522719116,0,0.2,55192,8,20,1.0,586.8405146424496,False,-0.004281453999690901,0,0.2,64173,0,11,0.0,123.29476113152724,False,-0.0012493604825349286,55,1.0200000000000002,58385.0,35,0,0.0,749.791796146675,False,-0.08637338260011915,0,0.2,79999,79,0,0.0,885.480557217332,False,0.0032268720128787952,0,0.2,80174,0,6,0.0,246.0,False,0.0014217477520172604,0.35,473730,0.0,0.0,8,0,0,47,11,11.0,16,63,75,663.0,147.0,51,44,75,577,9.234596278518438,42.586704486981034
4,75,0,0,0,10.0,20,10.0,23.055431131019038,29,29.82758620689655,21.64110278431158,19,22.473684210526315,10.128054044539809,14,2.0,41.0,20,41.0,0,0.2,40651,0,17,0.9,391.9423292273236,False,0.006851812088384329,0,0.2,40884,10,16,1.0,468.8868980963046,False,0.013543430921347601,19,0.804,54197.0,17,0,0.0,391.9423292273236,False,-0.02388609639269141,0,0.2,54820,10,30,1.0,879.7873948395379,False,-0.008328660946454465,0,0.2,64173,0,11,0.0,111.4085944899379,False,-0.0013417663492968856,14,1.1050000000000002,57468.0,54,0,0.0,1168.6195503528254,False,-0.09737526587613443,7,0.27,79915,93,0,0.0,941.9090261422023,False,0.002531141427373694,7,0.27,80332,0,0,0.0,0.0,False,0.0018582492548295773,0.3625,472440,0.0,0.0,8,0,0,33,9,8.666666666666668,22,55,68,597.0,112.0,42,33,68,1270,6.047264613211155,48.63396910019219
5,68,0,0,0,10.0,20,10.0,24.239962140081694,20,29.0,20.86170201307584,57,19.736842105263158,9.989870163343413,16,9.0625,41.0,20,41.0,0,0.2,40851,0,16,0.9,387.8393942413071,False,0.011731117284642332,0,0.2,41064,11,16,1.0,497.8393942413071,False,0.01833714651878663,57,1.3550000000000002,52116.0,37,0,0.0,896.8785991830226,False,-0.056700177668661415,0,0.2,54820,0,40,1.0,834.4680805230336,False,-0.008735301840113497,0,0.2,64173,0,11,0.0,109.88857179677754,False,-0.0013535833647144624,16,1.2510000000000001,55738.0,111,0,0.0,2315.648923451418,False,-0.1153568458100644,10,0.36300000000000004,79640,107,0,0.0,1068.9161074777453,False,-0.00010653063942645785,10,0.36300000000000004,80178,0,2,0.2,82.0,False,0.0004489729743212402,0.3875,468580,0.0,0.0,8,0,0,39,15,15.0,14,53,61,536.0,95.0,40,28,61,780,5.2393737537786365,53.873342853970826
6,61,0,0,0,10.0,20,10.0,25.572520362281143,50,27.98,20.80090682617287,22,20.454545454545453,11.20970368053545,36,14.972222222222221,41.0,20,41.0,2,0.22000000000000003,41130,0,10,1.0,255.72520362281142,False,0.016980024201025616,16,0.36000000000000004,41492,11,10,1.0,365.7252036228114,False,0.02725880849445163,22,1.5180000000000002,50413.0,82,0,0.0,2096.946669707054,False,-0.07649355152441444,0,0.2,54770,0,45,0.5,936.0408071777791,False,-0.008721190087056041,0,0.2,64643,0,1,0.0,11.20970368053545,False,0.005187045818864458,26,1.495,54021.0,133,0,0.0,2766.5206078809915,False,-0.1385483898944182,12,0.4730000000000001,79391,128,0,0.0,1434.8420711085375,False,-0.0009301094302498714,6,0.41300000000000003,79714,5,10,1.0,466.04851840267725,False,-0.002942964728167588,0.4375,465574,0.0,0.0,9,0,0,31,17,15.672727272727272,20,51,51,563.0,309.0,38,23,51,1129,4.779070779681206,58.65241363365203
7,51,0,0,0,10.0,20,10.0,26.487577459508053,46,29.0,20.80673660617208,4,21.0,9.16785491088645,37,1.864864864864865,41.0,20,41.0,4,0.258,41370,0,7,0.7,185.41304221655636,False,0.022029296288010078,22,0.5640000000000001,41666,14,10,1.0,404.87577459508054,False,0.03203031593821743,4,1.5360000000000003,49921.0,98,0,0.0,2595.7825910317893,False,-0.08084682909489814,0,0.2,53900,20,55,1.0,1674.1220625296255,False,-0.01771120107557223,0,0.2,64643,0,1,0.0,9.16785491088645,False,0.005171172004282757,37,1.8390000000000004,51835.0,137,0,0.0,2850.5229150455752,False,-0.17188429670336958,9,0.5510000000000002,79211,156,0,0.0,1430.1853660982863,False,-0.003204012283786624,1,0.4170000000000001,80107,4,10,1.0,446.6714196435458,False,0.0018374931072891701,0.4625,462653,0.0,0.0,9,0,0,24,13,10.994047619047619,21,45,52,492.0,207.0,32,19,52,528,4.00253801420331,62.65495164785534
8,52,0,0,0,10.0,20,10.0,25.65105686014533,18,18.444444444444443,20.615286719699007,9,18.0,8.236540855650716,42,4.857142857142857,41.00000000000001,20,41.0,11,0.364,41313,0,9,0.9,230.85951174130798,False,0.02118439586557847,0,0.542,41556,15,20,1.0,663.0211372029066,False,0.03250044537951269,9,1.622,49831.0,98,0,0.0,2513.8035722942423,False,-0.08319751298996622,0,0.2,53568,28,65,1.0,2058.2232288645046,False,-0.020222675787232587,0,0.2,64643,0,1,0.0,8.236540855650716,False,0.005163931748858359,42,2.222000000000001,49206.0,146,0,0.0,3009.8318610760552,False,-0.21152272517238543,5,0.5920000000000001,78955,198,0,0.0,1630.8350894188418,False,-0.0051455103362381465,5,0.4660000000000001,80461,0,4,0.4,164.00000000000003,False,0.004489729743212402,0.4125,459533,0.0,0.0,8,0,0,24,15,13.525,18,42,50,452.0,296.0,31,21,50,487,3.9190094405785203,66.57396108843386
9,50,0,0,0,10.000000000000002,20,10.0,25.936040576911907,53,26.77358490566038,20.431920987168045,18,19.22222222222222,8.267380166732972,6,9.166666666666666,41.00000000000001,20,41.0,11,0.463,41330,0,8,0.8,207.48832461529526,False,0.021315392597984786,13,0.6720000000000002,42147,17,10,1.0,429.3604057691191,False,0.04418842473032503,18,1.7930000000000004,49128.0,115,0,0.0,2982.644666344869,False,-0.09160644725481953,0,0.2,52675,54,75,1.0,2932.9402651908463,False,-0.028399430539885456,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,5,2.2300000000000004,48674.0,164,0,0.0,3350.8350418955592,False,-0.21714347320301988,11,0.6970000000000001,78770,203,0,0.0,1678.2781738467932,False,-0.007156890027519525,5,0.5110000000000001,80531,0,1,0.1,41.00000000000001,False,0.00459573725103825,0.3625,457944,0.0,0.0,11,0,0,24,14,13.764705882352942,17,41,44,455.0,81.0,28,22,44,1167,3.395267262123525,69.96922835055739
