index,final_status,partners,partner_types,ended_at,requested_at,mechanism_type,running,waiting,started,step,time,relative_time,broken,timedout,agreement,results,n_negotiators,has_error,error_details,current_offer,current_proposer,n_acceptances,new_offers
0,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.674275404016953,0.15,True,False,,,2,False,,,e46353b2-0c08-4e02-a24f-844cd65ea8a5,0,[]
1,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.21842806600034237,0.15,True,False,,,2,False,,,6fad0ae5-b0ac-4959-9763-49887d855567,0,[]
2,failed,"['03Dec@1', '00Dec@0']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.9771749830106273,0.15,True,False,,,2,False,,"(5, 1, 1)",f1ade97c-a5c4-40fc-a9d5-e3c9e2c6fc63,0,[]
3,failed,"['03Dec@1', '00Dec@0']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.0610843729809858,0.15,True,False,,,2,False,,,2562b066-2a6c-46d6-bfe4-181402008520,0,[]
4,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.8704258570214733,0.15,True,False,,,2,False,,,fc1220b9-9c91-48d2-ad20-21d7d00adb97,0,[]
5,failed,"['04Dec@2', '03Dec@1']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.6138623380102217,0.15,True,False,,,2,False,,"(11, 1, 1)",70ad6d87-be79-413f-ad8b-47708c83888e,0,[]
6,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.9525670330040157,0.15,True,False,,,2,False,,,61bd46bd-a697-4bab-ac0a-e2af37d06a44,0,[]
7,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.15382107900222763,0.15,True,False,,,2,False,,"(5, 1, 1)",1fd96544-5201-493b-9b9b-f9dcba78a90c,0,[]
8,failed,"['04Dec@2', '03Dec@1']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.0372702949680388,0.15,True,False,,,2,False,,"(11, 1, 1)",8741711b-d850-4f75-9727-5020378192c6,0,[]
9,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.610350881004706,0.15,True,False,,,2,False,,"(11, 1, 1)",147d2d07-57b8-4d79-bff1-2f91a76510f1,0,[]
10,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.067164333013352,0.15,True,False,,,2,False,,,33dca845-4086-48f5-8525-d20ba9f32275,0,[]
11,failed,"['04Dec@2', '03Dec@1']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.7467935840249993,0.15,True,False,,,2,False,,,e6fffa0e-863b-4a33-a9f0-4e5c961f4da0,0,[]
12,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.21021032199496403,0.15,True,False,,,2,False,,"(6, 1, 1)",e130e5c6-8c3e-4d09-b6a4-2a415fb63263,0,[]
13,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.9905939950258471,0.15,True,False,,,2,False,,,f365d667-7e1a-4020-aec6-77ce7aaf8ad2,0,[]
14,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.8168565640226007,0.15,True,False,,,2,False,,,f5490837-ed71-421f-b695-842c7fb8a415,0,[]
15,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.666685039002914,0.15,True,False,,,2,False,,"(3, 1, 1)",6f7cdff6-d304-4600-a3e8-563f9d660985,0,[]
16,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.04840697202598676,0.15,True,False,,,2,False,,,980855cc-6e79-4ab1-a70e-d155d37e9d9b,0,[]
17,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.04312710801605135,0.15,True,False,,,2,False,,,13a668a5-61ab-43cd-8849-7ed1e047f785,0,[]
18,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.7122051790356636,0.15,True,False,,,2,False,,"(3, 1, 1)",08c6c817-a119-4570-bed2-25ae9543a782,0,[]
19,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.753795062948484,0.15,True,False,,,2,False,,"(5, 1, 1)",d1fd522a-5150-47b6-99b3-4dd8f8cb2e72,0,[]
20,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.2933763299952261,0.15,True,False,,,2,False,,,190c744e-27eb-402c-9b6a-cd53101ab69a,0,[]
21,failed,"['05Ind@2', '03Dec@1']","['IndDecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.41027196700451896,0.15,True,False,,,2,False,,"(4, 1, 1)",5a9017ba-71ae-4d50-acb2-7a89f48f35de,0,[]
