index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
89,5d0c8f37-1c2c-46d6-8db7-db10a784c271,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
478,b8016a23-eb31-468a-be11-5fb7516d9f43,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
582,b0a1840f-c595-4d82-9972-b66310136aeb,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
407,fb34f028-9e7d-4079-91fe-fe1760a63881,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,0,,-1,-1
151,51aa29a0-3b9e-47c8-b155-ec509a76b003,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
371,55d32935-2e7b-4bd7-902e-58b7922c6945,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
886,6a99ed69-102e-483f-9bb1-3f56822f11ca,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,5,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,0,,-1,-1
390,a0ee12bc-ee9b-4d03-8851-d0d5dc60996c,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
42,bfe83645-efd1-4ce4-9f05-6f125fc25cf9,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,3,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
300,8d4a5ff5-fa08-4222-8f12-bf02ea3a49cf,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
451,6d2afed4-d23c-4a37-89bb-588168f4f1a6,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,1,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,0,,-1,-1
1100,ac0d2968-aa57-42b7-9cfe-06e162343494,02Ind@1,05Ran@2,IndDecentralizingAgent,RandomAgent,1,1,25,-1,-1,1,,"[quantity: (1, 9), time: (1, 1), unit_price: (1, 26)]",02Ind@1,05Ran@2,p2,05Ran@2,True,2,13,-1,,-1,-1
673,ac59e704-c4fb-4ecb-aad9-7d586df7707c,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,1,,-1,-1
1109,b901d77c-171c-40df-af8c-9f7aca69e32f,02Ind@1,04Dec@2,IndDecentralizingAgent,DecentralizingAgent,1,9,13,-1,-1,1,,"[quantity: (1, 13), time: (1, 5), unit_price: (1, 26)]",02Ind@1,04Dec@2,p2,04Dec@2,True,2,17,-1,,-1,-1
