index,final_status,partners,partner_types,ended_at,requested_at,mechanism_type,running,waiting,started,step,time,relative_time,broken,timedout,agreement,results,n_negotiators,has_error,error_details,current_offer,current_proposer,n_acceptances,new_offers
0,failed,"['06Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,7,0.693809605028946,0.4,False,False,"(8, 9, 41)",,2,False,,"(8, 9, 41)",13f5be73-51c6-4ad2-bdba-874ca7443be4,0,[]
1,failed,"['01Ind@0', '02Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,7,3.5525686210021377,0.4,False,False,"(5, 26, 40)",,2,False,,"(5, 26, 40)",7daa87d7-af48-4dcf-b8e7-9e4ffbc0cdbf,0,[]
2,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,7,5.116122348001227,0.4,False,False,"(8, 6, 40)",,2,False,,"(8, 6, 40)",a366b212-90dd-47f2-bbf5-91f27c73b23f,0,[]
3,failed,"['06Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,7,1.534909753012471,0.4,False,False,"(9, 22, 41)",,2,False,,"(9, 22, 41)",80e15259-a8b9-489b-b63a-0097aa3efaf8,0,[]
4,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,4.177203614963219,0.45,False,False,"(13, 3, 40)",,2,False,,"(13, 3, 40)",e25a7585-aea2-4d72-ad17-7999a5b79864,0,"[('e25a7585-aea2-4d72-ad17-7999a5b79864', (13, 3, 40))]"
5,failed,"['06Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,8,2.1872830140055157,0.45,False,False,"(5, 9, 41)",,2,False,,"(5, 9, 41)",8c28e798-acc5-4df2-8a97-0b87ff6ef2b0,0,[]
6,failed,"['00Dec@0', '03Ran@1']","['DecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,6.883106238034088,0.45,False,False,"(17, 3, 40)",,2,False,,"(17, 3, 40)",17429a5e-ce55-4c41-922b-b269d3a15f2f,0,"[('17429a5e-ce55-4c41-922b-b269d3a15f2f', (17, 3, 40))]"
7,failed,"['01Ind@0', '02Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,5.854759211011697,0.45,False,False,"(15, 25, 40)",,2,False,,"(15, 25, 40)",c047c1ab-1bd3-4b6e-add7-881061927689,0,[]
8,failed,"['00Dec@0', '02Ran@1']","['DecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,9,3.6143651750171557,0.5,True,False,,,2,False,,"(4, 7, 22)",6ea9a056-ac47-4e7c-891f-6bf977bda8ac,0,[]
9,failed,"['06Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,9,3.045716261025518,0.5,False,False,"(11, 8, 40)",,2,False,,"(11, 8, 40)",586775c4-efd7-44fb-a7c7-966d9bbf0d2a,0,[]
