index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
271,bd06ebec-17bc-4308-a383-a998f0e49ae0,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,4,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,0,,-1,-1
127,54220fcd-e953-4999-9d02-72a6f2a99e04,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,0,4,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,0,,-1,-1
55,308cc1f7-2f01-484a-94bd-ead9e83a4414,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,5,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,0,,-1,-1
156,1127d571-2b73-4b90-8470-55383e741f71,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,0,,-1,-1
164,e038aa80-5707-4343-a4a2-9b2a5c97c2d7,SELLER,01Ran@0,_SystemAgent,RandomAgent,0,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,0,,-1,-1
437,e0ba8738-186b-4fdf-bd63-114c37b2a84a,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,1,4,1,-1,-1,1,,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 26)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,9,-1,,-1,-1
436,423a4f75-d91b-4305-8297-306bb0994932,02Ind@1,04MyA@2,IndDecentralizingAgent,MyAgent,1,5,40,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (26, 52)]",02Ind@1,04MyA@2,p2,02Ind@1,False,2,17,-1,,-1,-1
33,ab4499af-9589-4bac-be6d-a5bca5036a2c,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,1,,-1,-1
438,f12d7ba9-88f4-4daf-8374-6f98cb99efcd,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,1,5,1,-1,-1,1,,"[quantity: (1, 8), time: (1, 3), unit_price: (1, 26)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,10,-1,,-1,-1
440,bf50d383-cbcf-47e9-a05d-c510db163415,02Ind@1,05Dec@2,IndDecentralizingAgent,DecentralizingAgent,1,5,14,-1,-1,1,,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 26)]",02Ind@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
445,69239436-734c-44e8-81b0-760d470a0761,01Ran@0,02Ind@1,RandomAgent,IndDecentralizingAgent,1,1,3,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 21)]",01Ran@0,02Ind@1,p1,02Ind@1,True,1,12,-1,,-1,-1
446,9fd4b865-8b21-4c94-b998-13ff764eedac,00Dec@0,03Ran@1,DecentralizingAgent,RandomAgent,1,6,39,-1,-1,1,,"[quantity: (1, 10), time: (1, 6), unit_price: (21, 42)]",00Dec@0,03Ran@1,p1,00Dec@0,False,1,13,-1,,-1,-1
447,26cd9b3b-d9b5-44c6-b9dc-909d2345c2be,02Ind@1,05Dec@2,IndDecentralizingAgent,DecentralizingAgent,1,7,13,-1,-1,1,,"[quantity: (1, 10), time: (1, 4), unit_price: (1, 26)]",02Ind@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
412,b15b3785-b1a8-4406-837a-2b3db9d9493b,03Ran@1,04MyA@2,RandomAgent,MyAgent,1,1,8,1,-1,1,04MyA@2|03Ran@1,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 26)]",03Ran@1,04MyA@2,p2,04MyA@2,True,2,15,-1,03Ran@1:product(1.0),-1,-1
452,38393bcd-295e-43fe-97f1-a4a00e44e474,00Dec@0,02Ind@1,DecentralizingAgent,IndDecentralizingAgent,1,1,11,-1,-1,1,,"[quantity: (1, 5), time: (1, 5), unit_price: (1, 21)]",00Dec@0,02Ind@1,p1,02Ind@1,True,1,17,-1,,-1,-1
435,d1a518e7-cbb1-4cc1-894f-2384c73d0a33,02Ind@1,04MyA@2,IndDecentralizingAgent,MyAgent,1,5,14,-1,-1,1,,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 26)]",02Ind@1,04MyA@2,p2,04MyA@2,True,2,17,-1,,-1,-1
18,f86110bb-9c9c-4cd5-9921-026bfda8cc24,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,5,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,1,,-1,-1
272,5db5437f-b930-4330-95e4-717c7f21c61c,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,6,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,1,,-1,-1
11,685e1272-d397-4dac-bb0c-93869ff264f3,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,1,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,1,,-1,-1
70,3516085b-ae7c-4507-b6e6-4f82db5d6599,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,1,,-1,-1
453,ec0d67da-d7aa-41d1-8f06-bbe0d6bf2a88,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,1,5,1,-1,-1,1,,"[quantity: (1, 7), time: (1, 2), unit_price: (1, 26)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,11,-1,,-1,-1
247,8357a143-4869-491e-aef7-c28e333c07b0,SELLER,01Ran@0,_SystemAgent,RandomAgent,2,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,2,,-1,-1
112,f1e97d7b-5798-4215-9a54-3ba81e7c1d19,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,2,5,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,False,0,0,2,,-1,-1
50,cdb2779f-ff66-449f-b45e-14bc7710ecbc,SELLER,01Ran@0,_SystemAgent,RandomAgent,2,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,2,,-1,-1
477,81b4e604-c578-4bad-ab14-2720f8b2caee,03Ran@1,05Dec@2,RandomAgent,DecentralizingAgent,2,46,19,-1,-1,2,,"[quantity: (1, 54), time: (2, 10), unit_price: (1, 26)]",03Ran@1,05Dec@2,p2,05Dec@2,True,2,2,-1,,-1,-1
226,7ea96156-4d90-441a-a65c-75208f2bfbfb,SELLER,00Dec@0,_SystemAgent,DecentralizingAgent,2,3,10,0,-1,-1,00Dec@0|SELLER,[],SELLER,00Dec@0,p0,SELLER,True,0,0,2,,-1,-1
454,71e1fb72-555d-44a9-952e-0595a3c6d9e5,00Dec@0,02Ind@1,DecentralizingAgent,IndDecentralizingAgent,2,16,33,-1,-1,1,,"[quantity: (1, 16), time: (2, 7), unit_price: (21, 42)]",00Dec@0,02Ind@1,p1,00Dec@0,False,1,17,-1,,-1,-1
251,a02bd4f8-e48d-4968-adba-9a85735574bf,SELLER,01Ran@0,_SystemAgent,RandomAgent,2,5,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,2,,-1,-1
416,d5ca1f11-14df-47e6-be17-bd66f80eacd4,01Ran@0,02Ind@1,RandomAgent,IndDecentralizingAgent,2,4,2,1,-1,1,02Ind@1|01Ran@0,"[quantity: (1, 5), time: (1, 2), unit_price: (1, 21)]",01Ran@0,02Ind@1,p1,02Ind@1,True,1,10,-1,01Ran@0:product(1.0),-1,-1
433,dc978046-ece2-4d59-94e8-dd572dea7990,02Ind@1,05Dec@2,IndDecentralizingAgent,DecentralizingAgent,2,4,14,-1,-1,1,,"[quantity: (1, 7), time: (1, 2), unit_price: (1, 26)]",02Ind@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
150,d60fc259-478d-478a-9268-254b97c4a503,SELLER,01Ran@0,_SystemAgent,RandomAgent,3,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,3,,-1,-1
170,a9a2bf29-0ddc-4dcf-b341-bf4fd98a2d3f,05Dec@2,BUYER,DecentralizingAgent,_SystemAgent,3,2,34,0,-1,-1,BUYER|05Dec@2,[],05Dec@2,BUYER,p3,BUYER,False,3,0,-1,05Dec@2:product(1.0),-1,-1
