index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07Buy@3, 04Ran@2 agreed on {'quantity': 8, 'time': 1, 'unit_price': 1} [id 0b629f32-2003-4c0e-9eb4-013e56e182d5]",0b629f32-2003-4c0e-9eb4-013e56e182d5,product,1.0,07874e39-d088-4e98-a2cf-8eeb0682f658,04Ran@2,str,['07Buy@3'],-1,False
1,"07Buy@3, 04Ran@2 agreed on {'quantity': 9, 'time': 1, 'unit_price': 7} [id 46f374af-3622-47e3-a623-279f0f01c421]",46f374af-3622-47e3-a623-279f0f01c421,product,1.0,da2447c2-270c-4366-8c14-7069c270fbc6,04Ran@2,str,['07Buy@3'],-1,False
2,"07Buy@3, 04Ran@2 agreed on {'quantity': 8, 'time': 1, 'unit_price': 1} [id f13a2a44-c9ff-4b00-94b1-9d8f4e695ab9]",f13a2a44-c9ff-4b00-94b1-9d8f4e695ab9,product,1.0,63f70f72-49c5-47ad-a673-608ce41fa8d7,04Ran@2,str,['07Buy@3'],-1,False
3,"07Buy@3, 04Ran@2 agreed on {'quantity': 7, 'time': 1, 'unit_price': 6} [id e442f289-fd37-4a64-be01-4df257c386e3]",e442f289-fd37-4a64-be01-4df257c386e3,product,1.0,dee7973c-570b-4058-be8d-91e3d9740cfb,04Ran@2,str,['07Buy@3'],-1,False
4,"04Ran@2, 03Ran@1 agreed on {'quantity': 3, 'time': 2, 'unit_price': 15} [id 3322aca1-7b92-4e09-8075-e2fef2b9fb1e]",3322aca1-7b92-4e09-8075-e2fef2b9fb1e,product,1.0,4dc0e702-65f5-4463-983b-d144d391f66a,03Ran@1,str,['04Ran@2'],-1,False
5,"07Buy@3, 04Ran@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 9} [id 6c6cc9ad-14e9-43d5-84b8-0cb701c31778]",6c6cc9ad-14e9-43d5-84b8-0cb701c31778,product,1.0,6a32e049-e6d1-4e0b-8550-b0c6788580e0,04Ran@2,str,['07Buy@3'],-1,False
6,"06Dec@3, 04Ran@2 agreed on {'quantity': 11, 'time': 2, 'unit_price': 5} [id 0ed3f2d2-3f6e-4930-abd1-86291e722778]",0ed3f2d2-3f6e-4930-abd1-86291e722778,product,1.0,ea482bd5-edd5-4181-9090-2abc42b910f1,04Ran@2,str,['06Dec@3'],-1,False
7,"07Buy@3, 04Ran@2 agreed on {'quantity': 4, 'time': 2, 'unit_price': 6} [id 5e6618be-ff1e-4cd5-8e0a-fedbd00730de]",5e6618be-ff1e-4cd5-8e0a-fedbd00730de,product,1.0,583923ca-d7d9-41d9-b2b7-3d660c9f4ebb,04Ran@2,str,['07Buy@3'],-1,False
8,"06Dec@3, 04Ran@2 agreed on {'quantity': 10, 'time': 2, 'unit_price': 5} [id 7e5ff639-5df4-4c95-8833-a50a30fb5919]",7e5ff639-5df4-4c95-8833-a50a30fb5919,product,1.0,bf8f0314-2b00-454e-8594-2284991a54b9,04Ran@2,str,['06Dec@3'],-1,False
9,"06Dec@3, 04Ran@2 agreed on {'quantity': 9, 'time': 2, 'unit_price': 5} [id 844d3e96-7bb4-4341-821b-cadba6f44f72]",844d3e96-7bb4-4341-821b-cadba6f44f72,product,1.0,99051ecb-b55d-46c6-8f44-26b0e541814a,04Ran@2,str,['06Dec@3'],-1,False
10,"04Ran@2, 03Ran@1 agreed on {'quantity': 10, 'time': 3, 'unit_price': 2} [id 79714e03-21c3-4876-86c1-a76755971b39]",79714e03-21c3-4876-86c1-a76755971b39,product,1.0,fe1aa3a0-50fb-4c08-89a9-9de68c97c10d,03Ran@1,str,['04Ran@2'],-1,False
11,"05Dec@2, 03Ran@1 agreed on {'quantity': 9, 'time': 3, 'unit_price': 16} [id 4d42c73d-c96d-4deb-8281-611eb41bc063]",4d42c73d-c96d-4deb-8281-611eb41bc063,product,1.0,e4b214d2-a550-4ca9-a9dd-026347ac97cd,03Ran@1,str,['05Dec@2'],-1,False
12,"07Buy@3, 04Ran@2 agreed on {'quantity': 5, 'time': 3, 'unit_price': 8} [id 8b43d2c3-d308-45f0-aba7-85f745f88f06]",8b43d2c3-d308-45f0-aba7-85f745f88f06,product,1.0,07a211f6-4fde-462e-b14e-52eb1fde3504,04Ran@2,str,['07Buy@3'],-1,False
13,"06Dec@3, 04Ran@2 agreed on {'quantity': 5, 'time': 3, 'unit_price': 3} [id 9120aeed-2723-4fcb-aa7d-c49828d5020f]",9120aeed-2723-4fcb-aa7d-c49828d5020f,product,1.0,65281a01-8ff5-4fca-baf2-aae93332bbb0,04Ran@2,str,['06Dec@3'],-1,False
