index,final_status,partners,partner_types,ended_at,requested_at,mechanism_type,running,waiting,started,step,time,relative_time,broken,timedout,agreement,results,n_negotiators,has_error,error_details,current_offer,current_proposer,n_acceptances,new_offers
0,failed,"['05Buy@2', '03Ran@1']","['BuyCheapSellExpensiveAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,2,7.693955629132688,0.15,False,False,"(8, 1, 1)",,2,False,,"(8, 1, 1)",a27ea337-069e-48b9-868a-0326affbd35a,0,[]
1,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,5,6.065028762444854,0.3,False,False,"(7, 33, 38)",,2,False,,"(7, 33, 38)",8fd694fb-c45a-4eac-97e1-439107b1a62a,0,[]
2,failed,"['05Buy@2', '03Ran@1']","['BuyCheapSellExpensiveAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,7,10.964051120914519,0.4,False,False,"(7, 3, 1)",,2,False,,"(7, 3, 1)",2380b4d4-07bc-430e-8daa-c92f579d985b,0,[]
3,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,7,7.775744250975549,0.4,False,False,"(16, 6, 38)",,2,False,,"(16, 6, 38)",0563ae2c-762a-4a88-a3ae-b1f5c5e641a7,0,"[('0563ae2c-762a-4a88-a3ae-b1f5c5e641a7', (16, 6, 38))]"
4,failed,"['05Buy@2', '03Ran@1']","['BuyCheapSellExpensiveAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,13.317631633020937,0.45,False,False,"(7, 3, 1)",,2,False,,"(7, 3, 1)",d2aa6d8b-d6be-48e6-bb1a-87418e77e73c,0,"[('d2aa6d8b-d6be-48e6-bb1a-87418e77e73c', (7, 3, 1))]"
5,failed,"['00Dec@0', '03Ran@1']","['DecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,11.483301371335983,0.45,False,False,"(5, 6, 38)",,2,False,,"(5, 6, 38)",50a5a86f-0ca4-4814-b14c-3d893ba2f222,0,[]
6,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,14.032955223694444,0.45,False,False,"(10, 4, 38)",,2,False,,"(10, 4, 38)",96c1e259-bf41-4b23-a036-45b32774d593,0,[]
7,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,6.662976982071996,0.45,False,False,"(9, 20, 38)",,2,False,,"(9, 20, 38)",5d610bf3-38b3-41e4-bc89-911cef15e2b5,0,[]
8,failed,"['05Buy@2', '03Ran@1']","['BuyCheapSellExpensiveAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,9.952892636880279,0.45,False,False,"(4, 2, 1)",,2,False,,"(4, 2, 1)",60ebccbd-84fb-43a6-a1cb-092ce753f32f,0,"[('60ebccbd-84fb-43a6-a1cb-092ce753f32f', (4, 2, 1))]"
9,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,13.44020383618772,0.45,False,False,"(6, 42, 38)",,2,False,,"(6, 42, 38)",02c50fb1-11eb-4496-b998-9b1369884319,0,"[('02c50fb1-11eb-4496-b998-9b1369884319', (6, 42, 38))]"
10,failed,"['05Buy@2', '03Ran@1']","['BuyCheapSellExpensiveAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,13.707503239624202,0.45,False,False,"(14, 6, 1)",,2,False,,"(14, 6, 1)",0db77a10-aadb-4e97-81c4-9e4e6f799126,0,[]
11,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,9,6.3733359621837735,0.5,False,False,"(5, 30, 38)",,2,False,,"(5, 30, 38)",68174360-0a76-49f8-aefc-2af12c47a516,0,[]
12,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,9,3.364216080866754,0.5,False,False,"(9, 10, 38)",,2,False,,"(9, 10, 38)",fe6764ef-178c-4c6a-8aa8-d88b76adf833,0,"[('fe6764ef-178c-4c6a-8aa8-d88b76adf833', (9, 10, 38))]"
13,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,9,7.499070891179144,0.5,False,False,"(11, 17, 38)",,2,False,,"(11, 17, 38)",e112e5d3-7559-4d3a-9b2d-a2c7a016b8fb,0,"[('e112e5d3-7559-4d3a-9b2d-a2c7a016b8fb', (11, 17, 38))]"
14,failed,"['01Ind@0', '03Ran@1']","['IndDecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,9,8.446862509474158,0.5,False,False,"(8, 46, 38)",,2,False,,"(8, 46, 38)",8c79493c-d1a5-44d3-99f8-15c773bd4100,0,"[('8c79493c-d1a5-44d3-99f8-15c773bd4100', (8, 46, 38))]"
15,failed,"['05Buy@2', '03Ran@1']","['BuyCheapSellExpensiveAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,9,2.1358510963618755,0.5,False,False,"(11, 9, 1)",,2,False,,"(11, 9, 1)",182aeba7-c761-47a8-a4d5-55286882a170,0,[]
