index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07Ran@3, 05Ran@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 16} [id 9f39fdaa-58d8-499b-a07b-ee125d84c046]",9f39fdaa-58d8-499b-a07b-ee125d84c046,product,1.0,bbb1db74-80d4-4240-8fb2-9e09866a2f5f,05Ran@2,str,['07Ran@3'],-1,False
1,"07Ran@3, 05Ran@2 agreed on {'quantity': 9, 'time': 1, 'unit_price': 16} [id cef91ec3-e14c-4599-8d68-880dc882c1ed]",cef91ec3-e14c-4599-8d68-880dc882c1ed,product,1.0,0a7567b6-355c-4f0a-8330-66d5ee0f7354,05Ran@2,str,['07Ran@3'],-1,False
2,"07Ran@3, 05Ran@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 6} [id d5699a83-4675-4c39-840e-f59c07248269]",d5699a83-4675-4c39-840e-f59c07248269,product,1.0,8c6fd182-35d1-476c-8447-c35c048c9be8,05Ran@2,str,['07Ran@3'],-1,False
3,"07Ran@3, 05Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 29} [id 89f318d4-ecb7-4e97-9c09-4cfc5f11ada2]",89f318d4-ecb7-4e97-9c09-4cfc5f11ada2,product,1.0,c2986960-7ad4-4db0-b29b-3b8aa8fe2ba6,05Ran@2,str,['07Ran@3'],-1,False
4,"07Ran@3, 05Ran@2 agreed on {'quantity': 4, 'time': 2, 'unit_price': 24} [id c93ecd60-b187-40a8-8e03-0c894dd27769]",c93ecd60-b187-40a8-8e03-0c894dd27769,product,1.0,3c3c07d6-9bbb-4bdb-a4de-8c61d0464cc6,05Ran@2,str,['07Ran@3'],-1,False
5,"07Ran@3, 05Ran@2 agreed on {'quantity': 7, 'time': 2, 'unit_price': 33} [id c1248d96-1b8a-4b55-b481-7768d15ad4a1]",c1248d96-1b8a-4b55-b481-7768d15ad4a1,product,1.0,d22eb376-2cee-4792-8c17-c3c613939f31,05Ran@2,str,['07Ran@3'],-1,False
6,"06Ind@3, 05Ran@2 agreed on {'quantity': 5, 'time': 2, 'unit_price': 2} [id 19197c80-8dec-4c07-a090-8aa1972dd59d]",19197c80-8dec-4c07-a090-8aa1972dd59d,product,1.0,037d695a-0da8-41e3-baee-1ed1abfc6cfe,05Ran@2,str,['06Ind@3'],-1,False
7,"07Ran@3, 05Ran@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 28} [id 41e514b0-8b54-4848-b98d-659890b16675]",41e514b0-8b54-4848-b98d-659890b16675,product,1.0,22826539-3ccf-40b6-bd11-4e2777e9f173,05Ran@2,str,['07Ran@3'],-1,False
8,"06Ind@3, 05Ran@2 agreed on {'quantity': 4, 'time': 2, 'unit_price': 1} [id 5080f9c7-e928-4a0c-a9f4-ae65e7911ba2]",5080f9c7-e928-4a0c-a9f4-ae65e7911ba2,product,1.0,2aed54ef-4e52-4378-b819-ad409e382c25,05Ran@2,str,['06Ind@3'],-1,False
9,"06Ind@3, 05Ran@2 agreed on {'quantity': 9, 'time': 2, 'unit_price': 4} [id 8ce67377-e9bc-42e6-a9ff-ec81b10ea448]",8ce67377-e9bc-42e6-a9ff-ec81b10ea448,product,1.0,4d9a7389-c9df-4bc8-8191-d6003aa7cca9,05Ran@2,str,['06Ind@3'],-1,False
10,"06Ind@3, 05Ran@2 agreed on {'quantity': 8, 'time': 2, 'unit_price': 4} [id 016da5a3-393f-4131-9c7c-a006f4d7739a]",016da5a3-393f-4131-9c7c-a006f4d7739a,product,1.0,b2bbee5d-586d-4b20-82f5-21391c3896a6,05Ran@2,str,['06Ind@3'],-1,False
11,"04Dec@2, 06Ind@3 agreed on {'quantity': 3, 'time': 2, 'unit_price': 52} [id 0c4cd047-b989-4e00-a6b7-af1757d13370]",0c4cd047-b989-4e00-a6b7-af1757d13370,product,1.0,b4e72722-78eb-47e9-a69c-7a7ccf03b3ca,04Dec@2,str,['06Ind@3'],-1,False
12,"07Ran@3, 05Ran@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 14} [id 9c6ed332-870d-49c7-8a93-87968bb79a12]",9c6ed332-870d-49c7-8a93-87968bb79a12,product,1.0,b20d0177-ab13-4056-86f6-721a41c6becd,05Ran@2,str,['07Ran@3'],-1,False
13,"06Ind@3, 05Ran@2 agreed on {'quantity': 3, 'time': 3, 'unit_price': 4} [id 1a50dbff-0684-44a2-aa3d-45f43878dbc2]",1a50dbff-0684-44a2-aa3d-45f43878dbc2,product,1.0,ce9e4c34-9532-460c-8288-51c679bce6a4,05Ran@2,str,['06Ind@3'],-1,False
14,"07Ran@3, 05Ran@2 agreed on {'quantity': 2, 'time': 3, 'unit_price': 25} [id 24a86199-ebdb-44f6-844a-6cacd14501e8]",24a86199-ebdb-44f6-844a-6cacd14501e8,product,1.0,d3e284cb-7603-43ad-9fe5-2986d164e50a,05Ran@2,str,['07Ran@3'],-1,False
15,"07Ran@3, 05Ran@2 agreed on {'quantity': 5, 'time': 3, 'unit_price': 31} [id 1c47d103-bd55-4a3b-9426-fa1ac42eafbd]",1c47d103-bd55-4a3b-9426-fa1ac42eafbd,product,1.0,6a85d653-c717-490a-8a4f-4ea56d454877,05Ran@2,str,['07Ran@3'],-1,False
16,"06Ind@3, 05Ran@2 agreed on {'quantity': 8, 'time': 3, 'unit_price': 1} [id 9570aa8b-d32f-4a18-9641-2bd8155dd98e]",9570aa8b-d32f-4a18-9641-2bd8155dd98e,product,1.0,c1db384a-c9aa-41a5-809d-b8f0e373e424,05Ran@2,str,['06Ind@3'],-1,False
17,"07Ran@3, 05Ran@2 agreed on {'quantity': 1, 'time': 3, 'unit_price': 23} [id 60fabd60-46cd-4da7-ac04-e046f222f92e]",60fabd60-46cd-4da7-ac04-e046f222f92e,product,1.0,de3a5280-cf86-456e-aba0-b6c7298efcc2,05Ran@2,str,['07Ran@3'],-1,False
