index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,17.0,0,,22.0,0,,27.0,0,,33.0,0,,0,0.2,43753,0,8,0.8,136.0,False,-0.0002737663404284443,0,0.2,43713,12,0,0.0,120.0,False,-0.0013688317021422216,0,0.2,59175,0,0,0.0,0.0,False,0.0,0,0.2,59175,0,0,0.0,0.0,False,0.0,0,0.2,73733.0,0,0,0.0,0.0,False,0.0,0,0.2,73733,0,0,0.0,0.0,False,0.0,0,0.2,92049,0,0,0.0,0.0,False,0.0,0,0.2,92049,0,0,0.0,0.0,False,0.0,0.1,537380,0.0,0.0,7,0,0,0,0,0.0,686,686,148,0.0,0.0,0,0,148,200,4.703029545024037,4.703029545024037
1,148,0,0,0,10.0,20,10.0,17.0,0,,22.0,0,,19.8125,19,2.789473684210526,33.0,0,,0,0.2,43673,0,16,0.8,272.0,False,-0.0005475326808568887,0,0.2,43593,24,0,0.0,240.0,False,-0.002737663404284443,0,0.2,59175,0,0,0.0,0.0,False,0.0,0,0.2,59175,0,0,0.0,0.0,False,0.0,19,0.39,73005.0,0,0,0.0,0.0,False,-0.009873462357424763,0,0.2,73733,0,0,0.0,0.0,False,0.0,0,0.2,92049,0,0,0.0,0.0,False,0.0,0,0.2,91996,19,0,0.0,376.4375,False,0.0014689866266879596,0.1,536399,0.0,0.0,7,0,0,29,4,4.0,128,157,78,2251.0,32.0,142,6,78,200,18.606144171208143,23.30917371623218
2,78,0,0,0,10.0,20,10.0,14.220338983050848,14,5.285714285714286,22.0,0,,14.571656050955415,68,10.132352941176471,33.0,0,,0,0.2,43593,0,24,0.8,341.2881355932203,False,-0.00158227664552713,14,0.34,43223,36,0,0.0,360.0,False,-0.009809960532019255,0,0.2,59125,0,10,1.0,220.0,False,0.0010139416983523447,0,0.2,59151,0,4,0.4,88.0,False,0.00033798056611744826,30,0.671,71744.0,0,0,0.0,0.0,False,-0.02697570965510694,38,0.5800000000000001,72315,0,0,0.0,0.0,False,-0.019231551679709222,0,0.2,91754,15,10,1.0,548.5748407643312,False,-0.0002250168890246473,0,0.2,91602,62,0,0.0,903.4426751592357,False,5.12915683995778e-05,0.4,532507,0.0,0.0,7,0,0,44,11,11.0,43,87,63,1072.0,17.0,72,6,63,200,10.375230861827731,33.68440457805991
3,63,0,0,0,10.0,20,10.0,9.680641183723798,28,1.0714285714285714,22.0,0,,13.801713770294649,20,9.45,33.0,0,,0,0.2,43503,0,33,0.9,319.4611590628854,False,-0.0038845030107123404,28,0.6060000000000001,42387,47,0,0.0,470.0,False,-0.027627586521570505,0,0.2,59107,8,20,1.0,517.4451294697903,False,0.003223026020023606,0,0.2,59139,0,14,1.0,308.0,False,0.0019940853400929447,11,0.7510000000000001,71421.0,0,0,0.0,0.0,False,-0.03135638045379952,9,0.6320000000000001,72134,0,0,0.0,0.0,False,-0.021686354820772247,0,0.2,91691,12,20,1.0,825.6205652435358,False,0.0005954468013967073,0,0.2,91476,75,0,0.0,1035.1285327720987,False,-0.0006022415627975428,0.4875,530858,0.0,0.0,7,0,0,19,8,8.0,36,55,31,535.0,306.0,41,22,31,200,3.9309042850509286,37.61530886311084
4,31,0,0,0,10.0,20,10.0,10.275183008557583,24,12.083333333333334,22.0,0,,12.36682092370033,54,9.185185185185187,33.0,20,33.0,0,0.2,43678,0,32,1.0,328.80585627384266,False,0.00021451710211306841,13,0.7080000000000002,42018,57,0,0.0,570.0,False,-0.03490520840462665,0,0.2,59107,0,28,0.8,616.0,False,0.004055766793409379,0,0.2,58849,14,24,1.0,671.8525621198062,False,0.0001677445046033456,24,0.9800000000000002,70467.0,0,0,0.0,0.0,False,-0.04429495612547977,30,0.9230000000000003,71195,0,0,0.0,0.0,False,-0.034421493768055006,0,0.2,91832,23,22,1.0,1010.4368812451075,False,0.0031311414640306464,12,0.32000000000000006,90944,108,0,0.0,1335.6166597596355,False,-0.0047495537172612895,0.475,528090,0.0,0.0,12,0,0,15,14,14.0,23,38,33,346.0,33.0,25,6,33,739,2.873619295656681,40.48892815876752
5,33,0,0,0,10.0,20,10.0,11.424822634413198,18,17.0,22.0,0,,10.615749601405923,89,7.53932584269663,33.0,20,33.0,0,0.2,43898,0,28,0.8,319.89503376356953,False,0.005131921540432734,6,0.7550000000000001,41774,69,0,0.0,690.0,False,-0.039102958957862796,0,0.2,59107,0,28,0.0,616.0,False,0.004055766793409379,0,0.2,58543,22,34,1.0,999.3460979570904,False,-0.002236196890941314,54,1.4960000000000002,67272.0,0,0,0.0,0.0,False,-0.08762697842214477,35,1.243,69943,0,0,0.0,0.0,False,-0.05140167903109869,0,0.2,91898,40,21,1.0,1117.629984056237,False,0.004430411976535474,9,0.398,90482,170,0,0.0,1804.677432239007,False,-0.007220733347244416,0.35,522917,0.0,0.0,12,0,0,13,17,17.0,26,39,33,318.0,52.0,24,9,33,863,2.994887501001358,43.48381565976888
6,33,0,0,0,10.0,20,10.0,11.315960731773286,1,1.0,22.0,0,,10.805183538035111,71,11.394366197183098,33.0,20,33.0,0,0.2,43778,2,38,1.0,450.0065078073849,False,0.003878430723511762,1,0.7590000000000001,41674,77,0,0.0,770.0,False,-0.040471790660005016,0,0.2,59107,0,28,0.0,616.0,False,0.004055766793409379,0,0.2,58542,13,44,1.0,1115.1074895130528,False,-0.0012749684029314855,23,1.6720000000000002,66437.0,0,0,0.0,0.0,False,-0.09895162274693828,48,1.6880000000000004,67826,0,0,0.0,0.0,False,-0.08011338206773087,0,0.2,92187,47,17,1.0,1068.8436262876503,False,0.0073050420226599385,6,0.44900000000000007,89796,224,0,0.0,2420.361112519865,False,-0.01132896005106049,0.375,519347,0.0,0.0,12,0,0,18,11,11.0,20,38,34,313.0,68.0,22,11,34,662,3.3278686413541436,46.81168430112302
7,34,0,0,0,10.0,20,10.0,12.988619933920718,14,23.285714285714285,23.883333333333333,15,29.533333333333335,10.845698157311482,56,11.035714285714286,33.0,20,33.0,0,0.2,44003,2,35,1.0,474.60169768722517,False,0.00929210523677617,1,0.768,41554,87,0,0.0,870.0,False,-0.04206876097917094,0,0.2,59255,0,24,0.0,573.2,False,0.006195183776932802,0,0.2,58511,17,43,1.0,1247.7898722099856,False,-0.0006777366099704891,19,1.8390000000000004,65294.0,15,0,0.0,358.25,False,-0.11202412759551354,37,2.0100000000000002,66488,0,0,0.0,0.0,False,-0.09825993788398682,0,0.2,92205,54,20,1.0,1245.66770049482,False,0.008461078884587634,13,0.5730000000000001,89199,263,0,0.0,2852.4186153729197,False,-0.0154677475291806,0.375,516509,0.0,0.0,14,0,0,18,13,13.0,20,38,23,315.0,51.0,25,9,23,1199,3.1605806490406394,49.97226495016366
8,23,0,0,0,10.0,20,10.0,14.403359760919999,11,26.0,29.054022988505746,33,37.515151515151516,9.545841664966114,115,6.304347826086956,33.0,20,33.0,0,0.2,44139,7,34,1.0,559.7142318712799,False,0.013365663220305326,0,0.7670000000000001,41504,92,0,0.0,920.0,False,-0.0426391075217302,0,0.2,59255,0,24,0.0,697.2965517241379,False,0.00724373934705652,0,0.2,59463,18,20,1.0,840.3409354666749,False,0.01196739277960862,82,2.6400000000000006,58132.0,33,0,0.0,958.7827586206896,False,-0.20508603502759495,33,2.303000000000001,64902,15,0,0.0,435.8103448275862,False,-0.11681465324327249,0,0.2,92519,52,20,1.0,1156.383766578238,False,0.011387325047410881,10,0.6600000000000001,88371,370,0,0.0,3531.961416037462,False,-0.020771755173671292,0.375,508285,0.0,0.0,17,0,0,15,17,17.0,17,32,21,231.0,30.0,18,5,21,2054,2.4395706495270133,52.411835599690676
9,21,0,0,0,10.000000000000002,20,10.0,11.347482781587034,64,7.0,28.7764960971379,37,28.18918918918919,9.779439190602966,52,11.403846153846153,33.0,20,33.0,0,0.2,44381,8,28,1.0,397.729517884437,False,0.01703886932088194,48,1.247,39792,101,0,0.0,1010.0000000000002,False,-0.08066981497958159,0,0.2,59678,0,12,0.0,345.3179531656548,False,0.011417980170389943,5,0.25,59505,72,10,1.0,1104.7837212456454,False,0.01491156502953655,9,2.6480000000000006,57713.0,36,0,0.0,1035.9538594969645,False,-0.21024538632975084,43,2.7000000000000006,62197,49,0,0.0,1410.0483087597572,False,-0.14689454987075154,0,0.2,92868,49,19,1.0,1106.1925203395454,False,0.014906150639004969,9,0.7400000000000002,87698,415,0,0.0,4058.467264100231,False,-0.02522315688328912,0.375,503832,0.0,0.0,16,0,0,13,16,15.555555555555555,16,29,18,207.0,13.0,16,5,18,1850,2.1063370760530233,54.5181726757437
