index,final_status,partners,partner_types,ended_at,requested_at,mechanism_type,running,waiting,started,step,time,relative_time,broken,timedout,agreement,results,n_negotiators,has_error,error_details,current_offer,current_proposer,n_acceptances,new_offers
0,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,7.300237721763551,0.15,True,False,,,2,False,,,611d2913-ac75-4cb6-b42d-e18709f89972,0,[]
1,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.7592114005237818,0.15,True,False,,,2,False,,,3d805aa3-55c4-41bf-9f8f-514dda2ba62c,0,[]
2,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,3.021341012790799,0.15,True,False,,,2,False,,"(5, 28, 32)",6e48735f-f6b2-448b-835a-546293b77572,0,[]
3,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,8.26419591344893,0.15,True,False,,,2,False,,,a387e7fd-6d32-4dfc-ae17-314727b71671,0,[]
4,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.12352295499294996,0.15,True,False,,,2,False,,,4ec70b85-2e4f-42a0-a5f3-d60415cb5496,0,[]
5,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,4.407535309903324,0.15,True,False,,,2,False,,,b8be34f0-af59-4ca8-8697-79219c80e358,0,[]
6,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,2.385272360406816,0.15,True,False,,,2,False,,,0599bfe4-7870-4438-ba86-402cd6c2803d,0,[]
7,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.5762615436688066,0.15,True,False,,,2,False,,"(5, 4, 18)",6103583d-76af-4828-a0bc-06c604106513,0,[]
8,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,7.093102579936385,0.15,True,False,,,2,False,,,4002d340-de9a-454a-af99-1849b1ae8849,0,[]
9,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,7.996107876300812,0.15,True,False,,,2,False,,"(2, 12, 7)",a3bffdbd-de3c-4983-899e-5f5a06012fd8,0,[]
10,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.5177705585956573,0.15,True,False,,,2,False,,,33f7b886-14ba-43cd-8ff1-8ee757cf724f,0,[]
11,failed,"['01Ind@0', '02MyA@1']","['IndDecentralizingAgent', 'MyAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.3404730688780546,0.15,True,False,,,2,False,,,ad8cd4e1-8ab5-4e68-85af-83393cab4223,0,[]
12,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,6.597182027995586,0.15,True,False,,,2,False,,,3f56d450-0f9c-43e4-99ac-f2e314be4664,0,[]
13,failed,"['01Ind@0', '02MyA@1']","['IndDecentralizingAgent', 'MyAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.3277692748233676,0.15,True,False,,,2,False,,,93a04b60-ab62-4dd1-bc77-fd02c3e7ec5e,0,[]
14,failed,"['01Ind@0', '02MyA@1']","['IndDecentralizingAgent', 'MyAgent']",1,0,AgentMechanismInterface,False,False,True,2,6.51967703178525,0.15,True,False,,,2,False,,"(10, 7, 40)",0b3158e2-1419-48c5-ad92-ed9ba58e6e9f,0,[]
15,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,5.991736833006144,0.15,True,False,,,2,False,,"(5, 31, 11)",87383ff5-2695-4251-a778-6df1030a6631,0,[]
16,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.44916208647191525,0.15,True,False,,,2,False,,,7e6246d9-7256-417d-8f9b-a9fc8ad9094e,0,[]
17,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,4.0091086542233825,0.15,False,False,"(1, 11, 43)",,2,False,,"(1, 11, 43)",68657dcc-381c-41b5-ad3f-83d6180539a8,0,"[('68657dcc-381c-41b5-ad3f-83d6180539a8', (1, 11, 43))]"
18,failed,"['06Dec@3', '04Dec@2']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,2.692500771023333,0.15,True,False,,,2,False,,"(8, 1, 1)",e55a104f-f14f-4a5e-ac3e-54090b7a2b87,0,[]
19,failed,"['01Ind@0', '02MyA@1']","['IndDecentralizingAgent', 'MyAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.8718620855361223,0.15,True,False,,,2,False,,,70e5abbe-705a-417a-8c3c-f945f3b025ea,0,[]
20,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,7.701909355819225,0.15,True,False,,,2,False,,"(4, 4, 15)",ea8ef4e9-f5df-4df2-ba24-af14cbcc71f5,0,[]
21,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,6.239444233477116,0.15,True,False,,,2,False,,"(7, 5, 15)",c76a112d-1236-405f-9ded-160f75a774b9,0,[]
22,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.9961515981703997,0.15,True,False,,,2,False,,"(1, 10, 1)",e06ad5d6-19cc-42e5-82ea-aada542a5e8f,0,[]
23,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,5.344120028428733,0.15,True,False,,,2,False,,,f6be1050-3885-4e37-9af6-b8d4d3e2aaf9,0,[]
24,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,6.182133815251291,0.15,True,False,,,2,False,,,d1861ef5-d3d5-49dd-9b82-0c3d91327994,0,[]
25,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.7680094595998526,0.15,True,False,,,2,False,,"(2, 26, 40)",36c91426-7dea-4a81-a9d3-5c3fbd6f2a55,0,[]
26,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,6.42202746681869,0.15,True,False,,,2,False,,"(4, 4, 25)",213eee34-9fd9-49b2-9c66-1e0e89be5b96,0,[]
27,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,4.901137478649616,0.15,True,False,,,2,False,,"(3, 23, 4)",8fd251ed-c096-4563-9162-374ba1147b4f,0,[]
28,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.8028507204726338,0.15,True,False,,,2,False,,"(6, 1, 4)",848290f3-9816-4394-9dc6-93a6f5308d11,0,[]
29,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.1949222227558494,0.15,True,False,,,2,False,,"(7, 6, 10)",6caa2e6a-1832-4f2a-9602-a3945007806a,0,[]
30,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.8624944752082229,0.15,True,False,,,2,False,,"(5, 18, 34)",91443beb-262c-43d7-9234-12355ff68ed1,0,[]
31,failed,"['01Ind@0', '02MyA@1']","['IndDecentralizingAgent', 'MyAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.8094053063541651,0.15,True,False,,,2,False,,,8867b2b7-d835-46f7-ad20-86ec0ba0ff49,0,[]
32,failed,"['01Ind@0', '02MyA@1']","['IndDecentralizingAgent', 'MyAgent']",1,0,AgentMechanismInterface,False,False,True,2,5.901694527827203,0.15,True,False,,,2,False,,"(12, 8, 40)",4680ea0f-56fa-408d-9bae-ea539d3cfd91,0,[]
33,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,4.993912882171571,0.15,True,False,,,2,False,,"(5, 1, 7)",6da61e5e-e74a-4eeb-9dff-362155de0397,0,[]
34,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,3.7221516985446215,0.15,True,False,,,2,False,,,57967eb5-200e-4cbc-8327-011551d9acd2,0,[]
35,failed,"['06Dec@3', '04Dec@2']","['DecentralizingAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.6957300789654255,0.15,True,False,,,2,False,,"(5, 1, 1)",3c45201e-c8ff-4959-9ddd-94b01a9fb0ce,0,[]
36,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,8.58015518821776,0.15,True,False,,,2,False,,,bfffd569-0fbf-42f9-96bf-c39a3950810e,0,[]
37,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,9.083359155803919,0.15,True,False,,,2,False,,,3f3c88e9-bf2c-424e-ab64-3298e141379b,0,[]
38,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,1.9059843234717846,0.15,True,False,,,2,False,,"(4, 7, 40)",63f52714-b733-4641-baac-9988115ee5ff,0,[]
39,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,6.987351283431053,0.15,True,False,,,2,False,,"(3, 13, 40)",85e60c60-b1ad-4d6a-87d0-049541dde080,0,[]
40,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,3.2360876947641373,0.15,True,False,,,2,False,,,78bb0f64-3f6a-40d4-83c5-77c52bb9d44a,0,[]
41,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.6644750516861677,0.15,True,False,,,2,False,,"(6, 1, 15)",d9e6c3dd-f2a3-4e91-a675-8a285901e7c2,0,[]
42,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,4.666487994603813,0.15,True,False,,,2,False,,,441c909b-e762-4044-9bf0-98cdb6a49d02,0,[]
43,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,8.786461092531681,0.15,True,False,,,2,False,,"(4, 6, 8)",e4436c21-0eb5-433e-8f21-878448ea0cf2,0,[]
44,failed,"['07Ran@3', '04Dec@2']","['RandomAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,6,4.447815680876374,0.35,False,False,"(6, 25, 43)",,2,False,,"(6, 25, 43)",428f0f8e-15fc-4682-93ca-0c6dad21eb48,0,[]
45,failed,"['07Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,7,4.8697304874658585,0.4,False,False,"(10, 12, 43)",,2,False,,"(10, 12, 43)",0a55f4bb-7dc9-44e4-b182-972ee81d22aa,0,"[('0a55f4bb-7dc9-44e4-b182-972ee81d22aa', (10, 12, 43))]"
46,failed,"['07Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,7,5.966170395724475,0.4,False,False,"(10, 31, 43)",,2,False,,"(10, 31, 43)",1bb9143f-bed3-441a-af71-784d9c03548b,0,[]
47,failed,"['07Ran@3', '05Buy@2']","['RandomAgent', 'BuyCheapSellExpensiveAgent']",1,0,AgentMechanismInterface,False,False,True,8,7.726456700824201,0.45,False,False,"(6, 2, 43)",,2,False,,"(6, 2, 43)",640bf893-8fbd-4e8e-ba8d-37e0bc61b16b,0,[]
48,failed,"['04Dec@2', '07Ran@3']","['DecentralizingAgent', 'RandomAgent']",1,0,AgentMechanismInterface,False,False,True,8,3.1926490999758244,0.45,False,False,"(1, 6, 86)",,2,False,,"(1, 6, 86)",c88da2fb-27cc-4521-b4d2-771b0d5f1ecf,0,[]
