index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,14,10.0,18.0,0,,27.0,0,,39.0,0,,57.0,0,,0,0.2,16565,0,10,1.0,180.0,False,-0.0006000600060006001,0,0.2,16625,0,4,0.4,72.0,False,-0.00024002400240024003,0,0.2,26553.0,0,0,0.0,0.0,False,0.0,0,0.2,26553,0,0,0.0,0.0,False,0.0,0,0.2,34886,0,0,0.0,0.0,False,0.0,0,0.2,34886,0,0,0.0,0.0,False,0.0,0,0.2,51051,0,0,0.0,0.0,False,0.0,0,0.2,51051,0,0,0.0,0.0,False,0.0,0.175,258170,0.0,0.0,6,0,0,64,0,0.0,194,258,152,0.0,0.0,0,0,152,140,2.8274815480108373,2.8274815480108373
1,152,0,0,0,10.0,10,10.0,18.0,0,,27.0,0,,31.42056074766355,62,25.919354838709676,57.0,0,,0,0.2,16465,0,20,1.0,360.0,False,-0.0012001200120012002,0,0.2,16625,0,4,0.0,72.0,False,-0.00024002400240024003,0,0.2,26553.0,0,0,0.0,0.0,False,0.0,0,0.2,26553,0,0,0.0,0.0,False,0.0,0,0.2,34886,0,0,0.0,0.0,False,0.0,62,0.8200000000000001,30295,0,0,0.0,0.0,False,-0.13160006879550537,0,0.2,50123,27,0,0.0,848.3551401869158,False,-0.009869002172465583,0,0.2,50372,35,0,0.0,1099.7196261682243,False,-0.002529630896865628,0.125,251872,0.0,0.0,4,0,0,37,11,11.0,87,124,40,1574.0,212.0,110,42,40,100,6.013202371017542,8.840683919028379
2,40,0,0,0,10.0,20,10.0,18.0,0,,21.016129032258064,17,5.176470588235294,30.80135249366019,22,28.09090909090909,57.0,0,,0,0.2,16345,2,30,1.0,560.0,False,-0.0024002400240024004,0,0.2,16545,0,12,0.8,216.0,False,-0.00072007200720072,7,0.27,26326.0,0,0,0.0,0.0,False,-0.008548939856136783,10,0.30000000000000004,26261,0,0,0.0,0.0,False,-0.01099687417617595,0,0.2,34848,0,7,0.7,215.6094674556213,False,0.0020009383055612927,22,0.9780000000000002,29523,10,0,0.0,210.16129032258064,False,-0.15071717464996584,0,0.2,49673,41,0,0.0,1262.8554522400677,False,-0.01462404798887322,0,0.2,50204,43,0,0.0,1324.4581572273883,False,-0.0036193399029657678,0.3125,249725,0.0,0.0,8,0,0,10,9,9.0,35,45,27,446.0,69.0,31,9,27,200,1.9856347339809872,10.826318653009366
3,27,0,0,0,10.0,11,10.0,18.0,0,,14.96153846153846,30,3.7,27.884924726747784,39,19.923076923076923,57.0,0,,0,0.2,16255,1,40,1.0,730.0,False,-0.0027002700270027003,0,0.2,16525,0,14,0.2,252.0,False,-0.0008400840084008401,9,0.35300000000000004,26083.0,0,0,0.0,0.0,False,-0.017700448160283207,21,0.5,25492,0,0,0.0,0.0,False,-0.039957820208639326,0,0.2,34834,0,15,0.8,418.27387090121675,False,0.004504297868790048,39,1.346,27274,32,0,0.0,478.7692307692307,False,-0.21133450050494132,0,0.2,49673,41,0,0.0,1143.2819137966592,False,-0.01579516646298155,0,0.2,49427,82,0,0.0,2286.5638275933184,False,-0.009416428399117391,0.25,245563,0.0,0.0,4,0,0,12,8,8.0,25,37,34,310.0,42.0,22,5,34,110,1.5754166359547526,12.401735288964119
4,34,0,0,0,10.0,11,10.0,18.0,0,,11.896447537081121,32,4.5,27.06590041295443,49,24.877551020408163,57.0,20,57.0,0,0.2,16175,0,49,0.9,882.0,False,-0.00294029402940294,0,0.2,16495,0,17,0.3,306.0,False,-0.00102010201020102,15,0.4940000000000001,25678.0,0,0,0.0,0.0,False,-0.03295296200052725,17,0.6490000000000001,24856,0,0,0.0,0.0,False,-0.06390991601702256,0,0.2,34874,0,23,1.0,622.5157094979519,False,0.008578164729374983,47,1.7770000000000001,24373,54,0,0.0,642.4081670023805,False,-0.29214572941864386,9,0.29000000000000004,48796,65,0,0.0,1759.283526842038,False,-0.026940867692679563,11,0.31000000000000005,48680,107,0,0.0,2896.051344186124,False,-0.018079456384927566,0.275,239927,0.0,0.0,6,0,0,14,18,18.0,29,43,24,370.0,30.0,28,6,24,188,1.5740319209871814,13.9757672099513
5,24,0,0,0,10.0,14,10.0,19.06122448979592,4,31.0,9.70476362550865,29,2.2758620689655173,28.444414208078765,49,32.99999999999999,57.0,20,57.0,0,0.2,16035,4,59,1.0,1164.6122448979593,False,-0.002861918844945737,0,0.2,16619,0,13,0.0,247.79591836734693,False,0.0046743449855188935,19,0.669,24926.0,0,0,0.0,0.0,False,-0.061273679056980376,10,0.7320000000000002,24414,4,0,0.0,76.24489795918367,False,-0.07912015783604139,0,0.2,35159,0,25,0.6,711.1103552019691,False,0.018017404620792914,45,2.1800000000000006,21931,77,0,0.0,747.266799164166,False,-0.3606422805829822,7,0.35100000000000003,47397,98,0,0.0,2787.552592391719,False,-0.04427383800129561,13,0.42900000000000005,48029,123,0,0.0,3498.662947593688,False,-0.024929355472040768,0.2,234510,0.0,0.0,7,0,0,10,21,21.0,21,31,26,219.0,55.0,17,7,26,564,1.338283032993786,15.314050242945086
6,26,0,0,0,10.0,14,10.0,19.709327548806943,2,34.0,7.28964463690829,68,3.2205882352941178,28.793312667456952,35,30.685714285714287,57.0,20,57.0,0,0.2,15895,8,69,1.0,1439.9436008676792,False,-0.0030019921731869645,0,0.2,16687,0,11,0.0,216.80260303687638,False,0.007824860577164064,29,0.9400000000000002,23695.0,2,0,0.0,39.418655097613886,False,-0.10689152534369722,39,1.1120000000000003,22716,4,0,0.0,78.83731019522777,False,-0.14301891857426222,0,0.2,35325,1,32,1.0,928.6756499955308,False,0.025893992575754417,32,2.455000000000001,20329,134,0,0.0,976.8123813457108,False,-0.40327334200903353,9,0.43400000000000005,46580,112,0,0.0,3224.8510187551788,False,-0.05599448572256006,11,0.526,47358,144,0,0.0,4146.237024113801,False,-0.031730651465066324,0.25,228585,0.0,0.0,7,0,0,15,21,21.0,20,35,20,278.0,28.0,20,6,20,439,1.3700696459854953,16.68411988893058
7,20,0,0,0,10.0,10,10.0,23.849300646713793,25,30.72,6.4216908359432,56,3.875,31.49567341410741,77,38.5974025974026,57.0,20,57.0,0,0.2,16365,8,60,1.0,1510.9580388028276,False,0.027331474311515936,0,0.2,16885,0,5,0.0,119.24650323356897,False,0.01677907300430746,46,1.3710000000000002,20842.0,27,0,0.0,643.9311174612724,False,-0.20295388247163645,10,1.1730000000000003,22448,4,0,0.0,95.39720258685517,False,-0.1528001129328728,0,0.2,36095,0,23,0.2,724.4004885244705,False,0.045038131177613724,66,3.0830000000000015,15612,189,0,0.0,1213.6995679932647,False,-0.5350900136445385,6,0.48500000000000004,43809,178,0,0.0,5606.229867711119,False,-0.08695001206919428,14,0.655,46710,155,0,0.0,4881.829379186649,False,-0.03721935535849792,0.15,218766,0.0,0.0,9,0,0,9,19,19.0,18,27,21,164.0,31.0,13,7,21,1640,1.0469140940112993,17.73103398294188
8,21,0,0,0,10.0,8,10.0,26.305714673260923,36,30.38888888888889,5.847839693288387,54,3.740740740740741,30.06691698522276,63,24.365079365079364,57.0,20,57.0,0,0.2,17239,6,38,1.0,1059.617157583915,False,0.06623513824134167,0,0.2,17025,0,1,0.0,26.305714673260923,False,0.02239141058125595,12,1.4450000000000003,20260.0,34,0,0.0,894.3942988908714,False,-0.2201560219393124,42,1.5830000000000004,19934,33,0,0.0,868.0885842176104,False,-0.23292869761952295,0,0.2,36153,10,31,1.0,990.5528234747894,False,0.05051529013751635,61,3.6270000000000007,10961,223,0,0.0,1304.0682516033103,False,-0.6671147702286976,9,0.5690000000000001,43203,190,0,0.0,5712.714227192325,False,-0.0977775731406601,11,0.7510000000000001,45377,206,0,0.0,6193.784898955889,False,-0.05048103955891281,0.25,210152,0.0,0.0,8,0,0,13,18,18.0,14,27,23,183.0,53.0,13,8,23,1292,1.1123277299921028,18.843361712933984
9,23,0,0,0,10.0,10,10.0,27.021505868799036,12,32.166666666666664,5.713841557052297,9,2.3333333333333335,29.067428157024516,42,22.333333333333332,57.00000000000001,20,57.0,0,0.2,17491,6,37,1.0,1059.7957171455644,False,0.08136200771513842,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,0,1.4330000000000003,19874.0,46,0,0.0,1242.9892699647557,False,-0.22812885041304648,9,1.6310000000000004,19639,33,0,0.0,891.7096936703682,False,-0.24359376165272537,0,0.2,36250,9,39,1.0,1185.0542721374268,False,0.056083447115424845,40,3.9660000000000015,8709,223,0,0.0,1274.1866672226622,False,-0.7320961608206349,14,0.7000000000000002,42787,192,0,0.0,5580.946206148707,False,-0.10721683996250109,6,0.8,44431,246,0,0.0,7150.5873266280305,False,-0.05964048376497987,0.25,206240,0.0,0.0,6,0,0,14,14,14.0,19,33,26,255.0,23.0,18,5,26,604,1.1563080699997954,19.99966978293378
