index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,23.0,0,,39.0,0,,49.0,0,,0,0.2,45884,12,0,0.0,120.0,False,-0.001304234414398748,0,0.2,45924,0,8,0.8,184.0,False,0.0002608468828797496,0,0.2,78207,0,0,0.0,0.0,False,0.0,0,0.2,78207,0,0,0.0,0.0,False,0.0,0,0.2,117310,0,0,0.0,0.0,False,0.0,0,0.2,117310,0,0,0.0,0.0,False,0.0,0.13333333333333333,482842,0.0,0.0,8,0,0,204,0,0.0,635,839,68,0.0,0.0,0,0,68,200,1.4094253100338392,1.4094253100338392
1,68,0,0,0,10.0,20,10.0,23.0,0,,39.0,0,,49.0,0,,0,0.2,45834,17,0,0.0,170.0,False,-0.0018476654203982263,0,0.2,45774,5,18,1.0,464.0,False,4.347448047995827e-05,0,0.2,78207,0,0,0.0,0.0,False,0.0,0,0.2,78207,0,0,0.0,0.0,False,0.0,0,0.2,117310,0,0,0.0,0.0,False,0.0,0,0.2,117310,0,0,0.0,0.0,False,0.0,0.16666666666666666,482642,0.0,0.0,11,0,0,45,0,0.0,30,75,46,1008.0,81.0,56,12,46,200,5.525826977973338,6.935252288007177
2,46,0,0,0,10.0,20,10.0,22.76086956521739,1,12.0,36.57692307692308,7,21.0,49.0,0,,1,0.21000000000000002,45688,30,0,0.0,300.0,False,-0.003608381879836536,0,0.2,45704,2,28,1.0,657.304347826087,False,0.0006228191877454203,0,0.2,78195,0,1,0.1,36.57692307692308,False,8.040791154843243e-05,7,0.27,78025,0,0,0.0,0.0,False,-0.0023271574155766107,0,0.2,117310,0,0,0.0,0.0,False,0.0,0,0.2,117163,0,7,0.7,343.0,False,0.000208848350524252,0.3,482085,0.0,0.0,12,0,0,23,2,2.0,15,38,48,180.0,120.0,15,31,48,200,3.7323162850225344,10.667568573029712
3,48,0,0,0,10.0,20,10.0,24.51945525291829,10,31.8,36.57692307692308,0,,49.0,12,49.0,1,0.21900000000000003,45542,43,0,0.0,430.0,False,-0.005369098339274845,0,0.2,45940,0,28,0.9,686.5447470817121,False,0.006070610676046824,0,0.2,78183,0,2,0.1,73.15384615384616,False,0.00016081582309667878,0,0.263,77719,0,9,0.9,329.19230769230774,False,-0.004135228894521513,0,0.2,117310,0,0,0.0,0.0,False,0.0,5,0.25,117445,0,0,0.0,0.0,False,0.0011507970335009803,0.31666666666666665,482139,0.0,0.0,14,0,0,22,3,3.0,18,40,46,223.0,104.0,18,30,46,849,3.936089158989489,14.603657732019201
4,46,0,0,0,10.0,20,10.0,25.81354425879844,10,31.8,33.83450704225352,10,21.0,49.0,8,49.0,0,0.21800000000000003,45412,56,0,0.0,560.0,False,-0.006782018954873489,0,0.2,46188,0,25,0.7,645.3386064699611,False,0.011013592366641584,0,0.2,77877,0,11,0.9,372.17957746478874,False,-0.0018401193149923231,1,0.273,77870,0,1,0.1,33.83450704225352,False,-0.004092763390474951,0,0.2,117310,0,0,0.0,0.0,False,0.0,8,0.32500000000000007,117105,0,10,1.0,490.0,False,0.0003409768988151053,0.45,481762,0.0,0.0,11,0,0,17,5,4.1,17,34,41,215.0,137.0,15,31,41,518,2.9867101199924946,17.590367852011696
5,41,0,0,0,10.0,20,10.0,25.040888242532723,3,12.0,31.734620418848166,10,21.0,49.0,13,49.0,1,0.228,45306,65,0,0.0,650.0,False,-0.008107990609512216,0,0.2,46102,1,33,1.0,836.3493120035798,False,0.011220212503299555,0,0.2,78063,0,3,0.2,95.2038612565445,False,-0.0012326015493719393,0,0.272,77858,0,2,0.1,63.46924083769633,False,-0.004056738905483516,0,0.2,117310,0,0,0.0,0.0,False,0.0,3,0.34700000000000003,117358,0,10,1.0,490.0,False,0.002497655783820646,0.3833333333333333,481997,0.0,0.0,17,0,0,14,2,2.0,18,32,44,135.0,123.0,10,31,44,924,2.77012190798996,20.360489760001656
6,44,0,0,0,10.0,20,10.0,28.172568460193048,28,33.57142857142857,29.535613457240323,13,20.23076923076923,49.0,14,49.0,0,0.227,45216,74,0,0.0,740.0,False,-0.009086166420311277,0,0.2,46932,2,15,1.0,442.58852690289575,False,0.024982485511073984,0,0.2,77783,0,11,0.8,324.89174802964357,False,-0.0033443825486871295,11,0.382,76889,10,10,1.0,577.0818191743338,False,-0.013163260199378921,0,0.2,117310,0,0,0.0,0.0,False,0.0,4,0.384,117540,3,10,1.0,578.606840371721,False,0.004426761743976247,0.6333333333333333,481670,0.0,0.0,18,0,0,15,4,3.0833333333333335,20,35,39,237.0,136.0,14,30,39,1532,2.5807445840328,22.941234344034456
7,39,0,0,0,10.0,20,10.0,27.900977099973954,44,27.477272727272727,28.19647732251795,10,20.0,49.00000000000001,12,49.0,28,0.5070000000000001,44934,84,0,0.0,840.0,False,-0.014129206155986436,1,0.21000000000000002,47380,2,10,1.0,299.00977099973954,False,0.033160266183372485,0,0.2,77150,18,21,1.0,1094.343611572408,False,-0.006518958587003699,0,0.37100000000000005,76513,16,10,1.0,728.3804068247628,False,-0.017003718293600603,0,0.2,117310,0,0,0.0,0.0,False,0.0,2,0.4,117809,3,10,1.0,574.5894319675539,False,0.00670270834527132,0.6666666666666666,481096,0.0,0.0,17,0,0,23,5,4.0625,14,37,25,165.0,86.0,15,24,25,890,2.7450348690035753,25.68626921303803
8,25,0,0,0,10.0,20,10.0,27.900977099973954,0,,27.666081231583455,15,25.4,49.00000000000001,9,49.0,0,0.47900000000000004,44804,97,0,0.0,970.0,False,-0.01554212677158508,0,0.20900000000000002,47310,0,19,0.9,530.1185648995051,False,0.03415049305385946,0,0.2,77150,8,31,1.0,1080.8563349788787,False,-0.006605186652224934,5,0.42100000000000004,76659,6,10,1.0,444.0666749156783,False,-0.016954577755727326,0,0.2,117310,0,0,0.0,0.0,False,0.0,0,0.398,117869,8,11,1.0,760.3286498526677,False,0.008005833474779038,0.65,481102,0.0,0.0,15,0,0,20,1,1.0,13,33,24,171.0,38.0,12,13,24,927,2.3548836940317415,28.041152907069772
9,24,0,0,0,10.000000000000002,20,10.0,26.900614257340283,26,23.0,30.996660931036796,19,43.473684210526315,49.0,13,49.0,26,0.7390000000000001,44564,108,0,0.0,1080.0000000000002,False,-0.01956351621598122,0,0.20900000000000002,47220,0,28,0.9,753.2171992055279,False,0.034618915737821956,0,0.2,76552,24,41,1.0,1916.4778403486755,False,-0.00890919073517287,9,0.506,77054,0,6,0.6,185.97996558622077,False,-0.013553902044662145,0,0.2,117310,0,0,0.0,0.0,False,0.0,2,0.41800000000000004,117564,17,10,1.0,1016.9432358276256,False,0.006499630192769751,0.5833333333333334,480264,0.0,0.0,17,0,0,24,4,3.111111111111111,12,36,20,195.0,27.0,15,9,20,857,2.4394034770084545,30.480556384078227
