index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,18.0,0,,27.0,0,,34.0,0,,48.0,0,,0,0.2,13202,7,0,0.0,70.0,False,-0.0026371308016877636,0,0.2,13142,13,0,0.0,130.0,False,-0.004897528631705847,0,0.2,18373,0,0,0.0,0.0,False,0.0,0,0.2,18373,0,0,0.0,0.0,False,0.0,0,0.2,26294,0,0,0.0,0.0,False,0.0,0,0.2,26294,0,0,0.0,0.0,False,0.0,0,0.2,34671,0,0,0.0,0.0,False,0.0,0,0.2,34671,0,0,0.0,0.0,False,0.0,0.0,185020,0.0,0.0,6,0,0,0,0,0.0,307,307,124,0.0,0.0,0,0,124,200,1.8834197837859392,1.8834197837859392
1,124,0,0,0,10.0,20,10.0,18.0,0,,27.0,0,,34.0,0,,48.0,0,,0,0.2,13092,18,0,0.0,180.0,False,-0.006781193490054249,0,0.2,13052,22,0,0.0,220.0,False,-0.008288125376732972,0,0.2,18373,0,0,0.0,0.0,False,0.0,0,0.2,18373,0,0,0.0,0.0,False,0.0,0,0.2,26294,0,0,0.0,0.0,False,0.0,0,0.2,26294,0,0,0.0,0.0,False,0.0,0,0.2,34671,0,0,0.0,0.0,False,0.0,0,0.2,34671,0,0,0.0,0.0,False,0.0,0.0,184820,0.0,0.0,9,0,0,52,0,0.0,41,93,26,1202.0,239.0,78,46,26,200,5.371501998975873,7.254921782761812
2,26,0,0,0,10.0,20,10.0,14.909090909090908,10,1.0,26.717391304347824,1,14.0,34.0,4,34.0,48.0,0,,0,0.2,12972,30,0,0.0,300.0,False,-0.011301989150090416,10,0.30000000000000004,12762,30,0,0.0,300.0,False,-0.027124773960216998,0,0.2,18363,0,10,1.0,267.17391304347825,False,0.006726552904900665,1,0.21000000000000002,18355,0,0,0.0,0.0,False,-0.000979698470581832,4,0.24000000000000002,26266,0,0,0.0,0.0,False,-0.0010648817220658706,0,0.2,26280,0,1,0.1,34.0,False,0.00011409447022134328,0,0.2,34535,4,0,0.0,136.0,False,-0.001961293299875977,0,0.2,34671,0,0,0.0,0.0,False,0.0,0.1375,184204,0.0,0.0,8,0,0,10,3,3.0,28,38,21,358.0,51.0,22,4,21,200,1.3281122874468565,8.583034070208669
3,21,0,0,0,10.0,20,10.0,10.895104895104895,22,1.8636363636363635,24.068093385214013,10,13.1,34.0,0,,48.0,0,,17,0.37000000000000005,12422,43,0,0.0,430.0,False,-0.04784508740204943,5,0.34,12592,37,0,0.0,370.0,False,-0.03729656419529837,0,0.2,18324,10,20,1.0,590.3129166553292,False,0.01339772809708067,10,0.30900000000000005,18146,2,0,0.0,21.79020979020979,False,-0.011762090845528452,0,0.23600000000000002,26252,0,1,0.1,34.0,False,-0.0009507872518445273,0,0.2,26163,0,10,0.9,340.0,False,0.0014832281128774624,0,0.2,34535,4,0,0.0,136.0,False,-0.001961293299875977,0,0.2,34671,0,0,0.0,0.0,False,0.0,0.25,183105,0.0,0.0,7,0,0,8,6,6.0,24,32,18,248.0,9.0,18,3,18,200,1.2096720673143864,9.792706137523055
4,18,0,0,0,10.0,20,10.0,10.498886414253896,3,2.0,23.855057130765978,1,14.0,35.83299389002037,5,52.0,48.0,20,48.0,0,0.35300000000000004,12312,54,0,0.0,540.0,False,-0.051989150090415916,3,0.36500000000000005,12442,46,0,0.0,460.0,False,-0.045207956600361664,0,0.2,18324,0,30,1.0,715.6517139229793,False,0.01680867887451631,1,0.30900000000000005,18122,5,0,0.0,52.49443207126948,False,-0.012232775483827694,4,0.276,26348,0,0,0.0,0.0,False,0.002053700463984179,0,0.2,26149,0,11,0.1,394.16293279022403,False,0.0019807357722337127,11,0.31000000000000005,34329,4,0,0.0,143.33197556008147,False,-0.007797121866111702,9,0.29000000000000004,34259,5,0,0.0,179.16496945010184,False,-0.00929934283046212,0.1375,182285,0.0,0.0,8,0,0,7,11,10.8,20,27,22,183.0,48.0,12,6,22,200,1.1551552321761847,10.94786136969924
5,22,0,0,0,10.0,20,10.0,10.195480316218157,2,1.0,23.855057130765978,0,,40.477209817309465,10,61.0,48.0,20,48.0,0,0.35300000000000004,12222,63,0,0.0,630.0,False,-0.055379746835443035,2,0.382,12290,57,0,0.0,570.0,False,-0.05251657625075347,0,0.2,18324,0,30,0.0,715.6517139229793,False,0.01680867887451631,0,0.30800000000000005,18120,7,0,0.0,71.3683622135271,False,-0.011827998633496746,10,0.372,26508,0,0,0.0,0.0,False,0.008138738875789154,0,0.2,26149,0,11,0.0,445.24930799040413,False,0.0029521812578991702,9,0.389,33573,14,0,0.0,566.6809374423325,False,-0.02349685706437178,11,0.39100000000000007,34055,5,0,0.0,202.38604908654733,False,-0.014848345171951369,0.0,181241,0.0,0.0,8,0,0,10,11,11.0,17,27,25,203.0,59.0,13,9,25,200,1.3218330591917038,12.269694428890944
6,25,0,0,0,10.0,20,10.0,9.751729394318472,4,3.5,23.628681030918365,1,14.0,38.67604137462926,19,34.05263157894737,48.00000000000001,20,48.0,1,0.36300000000000004,12102,73,0,0.0,730.0,False,-0.06065400843881857,3,0.41000000000000003,12136,67,0,0.0,670.0,False,-0.06035262206148282,0,0.2,18324,0,30,0.0,708.860430927551,False,0.01662386194218566,1,0.31800000000000006,18088,11,0,0.0,107.2690233375032,False,-0.012592689725752372,10,0.4620000000000001,26394,0,1,0.1,38.67604137462926,False,0.004538602749194314,0,0.2,26446,0,2,0.0,77.35208274925851,False,0.007251693974847135,7,0.45000000000000007,33177,23,0,0.0,889.5489516164729,False,-0.030262338097884874,13,0.51,33443,15,0,0.0,580.1406206194389,False,-0.027052282590357402,0.0125,180110,0.0,0.0,10,0,0,8,13,13.0,19,27,21,185.0,73.0,12,13,21,497,1.2769572623074055,13.546651691198349
7,21,0,0,0,10.0,20,10.0,9.593522198410467,1,1.0,22.790000355285418,34,21.823529411764707,38.40263173392862,29,37.827586206896555,48.00000000000001,20,48.0,1,0.372,11991,82,0,0.0,820.0,False,-0.06562688366485835,0,0.40700000000000003,12026,78,0,0.0,780.0,False,-0.0644966847498493,0,0.2,18734,0,20,0.0,455.80000710570835,False,0.03205246848924265,24,0.557,17359,12,0,0.0,115.1222663809256,False,-0.05205676083435139,14,0.5920000000000001,26566,0,1,0.1,38.40263173392862,False,0.011074819953866477,12,0.32000000000000006,25406,23,10,1.0,908.1963255108508,False,-0.016501933416162445,8,0.523,32453,33,0,0.0,1267.2868472196446,False,-0.045696881439536756,12,0.6170000000000001,32719,34,0,0.0,1305.6894789535731,False,-0.03747094864651189,0.1375,177254,0.0,0.0,10,0,0,8,19,18.6,19,27,14,171.0,39.0,11,10,14,610,1.0803879955783486,14.627039686776698
8,14,0,0,0,10.0,20,10.0,9.261638422568424,2,1.0,24.172651598659662,17,29.529411764705884,40.00723232215637,5,66.0,48.00000000000001,20,48.0,0,0.37100000000000005,11931,88,0,0.0,880.0,False,-0.06788728149487643,2,0.42700000000000005,11844,92,0,0.0,920.0,False,-0.07293550331525014,0,0.2,19144,0,10,0.0,241.7265159865966,False,0.048542059434675884,7,0.603,17213,14,0,0.0,129.66293791595794,False,-0.05960749638284557,4,0.6180000000000001,26718,0,1,0.1,40.00723232215637,False,0.016886119120752906,0,0.30800000000000005,24918,29,20,1.0,1501.1515428042576,False,-0.023785815341822187,10,0.6150000000000001,31944,38,0,0.0,1520.274828241942,False,-0.05672932958031292,10,0.7050000000000001,32555,34,0,0.0,1360.2458989533166,False,-0.04141435350936923,0.1375,176267,0.0,0.0,8,0,0,8,11,10.8,17,25,15,128.0,23.0,9,5,15,610,0.9523374401032925,15.57937712687999
9,15,0,0,0,10.000000000000002,20,10.0,9.003998656468049,2,3.0,26.16225757418575,10,41.0,37.506335935252956,9,16.0,48.00000000000001,20,48.0,2,0.39100000000000007,11823,95,0,0.0,950.0000000000001,False,-0.07338758288125377,0,0.42500000000000004,11714,105,0,0.0,1050.0000000000002,False,-0.077833031946956,0,0.2,19554,0,0,0.0,0.0,False,0.0642791052087302,0,0.5960000000000001,17207,16,0,0.0,144.06397850348878,False,-0.05954215483308422,0,0.6140000000000001,26718,0,1,0.0,37.506335935252956,False,0.01683856271269586,0,0.30800000000000005,24652,29,21,1.0,1546.3385242916988,False,-0.03304292758249602,11,0.7150000000000001,31748,38,0,0.0,1425.2407655396123,False,-0.06375298137435308,9,0.7850000000000001,32263,43,0,0.0,1612.772445215877,False,-0.046194623096883956,0.125,175679,0.0,0.0,10,0,0,7,9,9.0,18,25,14,146.0,42.0,9,6,14,754,0.9356951666995883,16.51507229357958
