index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07MyA@3, 04Buy@2 agreed on {'quantity': 3, 'time': 1, 'unit_price': 20} [id f6fe4433-93b0-48b3-949e-d296be20b0de]",f6fe4433-93b0-48b3-949e-d296be20b0de,product,1.0,179c5df8-8ba1-4908-ac0f-1d4067e887e3,04Buy@2,str,['07MyA@3'],-1,False
1,"07MyA@3, 05Buy@2 agreed on {'quantity': 3, 'time': 1, 'unit_price': 19} [id 27e5df1a-7c4c-4abd-b22d-07c37ca6d77d]",27e5df1a-7c4c-4abd-b22d-07c37ca6d77d,product,1.0,10a32661-5d7b-4817-94de-9705d305b196,05Buy@2,str,['07MyA@3'],-1,False
2,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 9} [id 12405f98-98a0-44dc-91ae-ae23e4368aef]",12405f98-98a0-44dc-91ae-ae23e4368aef,product,1.0,f71e830e-2c1c-4d87-b42c-21282bb78c50,00Buy@0,str,['02Dec@1'],-1,False
3,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 10} [id f632a0d7-9f83-4d14-a380-e921655a5092]",f632a0d7-9f83-4d14-a380-e921655a5092,product,1.0,08f15561-481a-46a6-9e46-f1664b898ad0,00Buy@0,str,['02Dec@1'],-1,False
4,"05Buy@2, 03Buy@1 agreed on {'quantity': 8, 'time': 2, 'unit_price': 13} [id b85ff6da-90c3-43c9-bd87-62ab05cf4513]",b85ff6da-90c3-43c9-bd87-62ab05cf4513,product,1.0,ac48be52-c4d8-4a22-9e6b-6d697c90ab71,03Buy@1,str,['05Buy@2'],-1,False
5,"05Buy@2, 03Buy@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 13} [id e8fa0ea2-b7f2-417a-bcb6-dc76b1e2ff96]",e8fa0ea2-b7f2-417a-bcb6-dc76b1e2ff96,product,1.0,9d9d1bc5-7ab9-43ee-931c-91474a5bc002,03Buy@1,str,['05Buy@2'],-1,False
6,"04Buy@2, 03Buy@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 14} [id 3c1967c2-8ea3-4794-a998-776b47396a58]",3c1967c2-8ea3-4794-a998-776b47396a58,product,1.0,09acab80-3af6-4e53-afea-e78e373e911b,03Buy@1,str,['04Buy@2'],-1,False
7,"04Buy@2, 03Buy@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 13} [id c2379553-c170-46d0-8fcf-1a9a150ba2df]",c2379553-c170-46d0-8fcf-1a9a150ba2df,product,1.0,22e87aaf-cbe2-4ba9-8ac5-e88f0b3bd4c3,03Buy@1,str,['04Buy@2'],-1,False
8,"05Buy@2, 03Buy@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 13} [id 7da69b55-f1eb-4ad6-aa51-c9648031bc61]",7da69b55-f1eb-4ad6-aa51-c9648031bc61,product,1.0,12692a9d-f00d-4f64-b8d9-547ea860505f,03Buy@1,str,['05Buy@2'],-1,False
9,"05Buy@2, 03Buy@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 13} [id 71ee4df8-aa3c-46f8-96ac-98d18de95f8a]",71ee4df8-aa3c-46f8-96ac-98d18de95f8a,product,1.0,a06ef302-204c-4f31-a5b6-4a5ed2fa64d8,03Buy@1,str,['05Buy@2'],-1,False
10,"06Ind@3, 05Buy@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 20} [id 802810ea-c31d-4f4d-830e-765c23877d81]",802810ea-c31d-4f4d-830e-765c23877d81,product,1.0,43db13c3-3429-4fbd-9b30-73619f908d05,05Buy@2,str,['06Ind@3'],-1,False
11,"06Ind@3, 05Buy@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 19} [id b998b85f-d4cd-4519-a981-95ead0e9663e]",b998b85f-d4cd-4519-a981-95ead0e9663e,product,1.0,eaed5b89-6b58-4355-bd4d-64409b2eb71a,05Buy@2,str,['06Ind@3'],-1,False
12,"06Ind@3, 04Buy@2 agreed on {'quantity': 3, 'time': 2, 'unit_price': 19} [id f3fbe394-b66d-488f-ac5f-6f0ca9f81584]",f3fbe394-b66d-488f-ac5f-6f0ca9f81584,product,1.0,37b1eaa0-bf1f-433f-807f-6da357a209b0,04Buy@2,str,['06Ind@3'],-1,False
13,"06Ind@3, 05Buy@2 agreed on {'quantity': 1, 'time': 2, 'unit_price': 20} [id 9dac27e9-1a83-4af6-866a-cb272a241138]",9dac27e9-1a83-4af6-866a-cb272a241138,product,1.0,ced3f272-fb3d-462d-8982-0e82e6bad64e,05Buy@2,str,['06Ind@3'],-1,False
14,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 10} [id 103ad5ea-601f-44ca-aedd-2b54641014a9]",103ad5ea-601f-44ca-aedd-2b54641014a9,product,1.0,c19eb797-1040-4b8f-bd2c-1f0fe75c632f,00Buy@0,str,['02Dec@1'],-1,False
15,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 9} [id 4f9fc5a7-4c91-4f3a-a17e-01146ecee0d9]",4f9fc5a7-4c91-4f3a-a17e-01146ecee0d9,product,1.0,85742722-3032-401b-9461-eb4fd88b117d,00Buy@0,str,['02Dec@1'],-1,False
16,"03Buy@1, 01Buy@0 agreed on {'quantity': 6, 'time': 3, 'unit_price': 10} [id 9fce03f9-681b-4e6b-923d-60bfb5450b84]",9fce03f9-681b-4e6b-923d-60bfb5450b84,product,1.0,31b4cd32-1ea1-4ddf-a7d5-59924ab61f42,01Buy@0,str,['03Buy@1'],-1,False
17,"03Buy@1, 01Buy@0 agreed on {'quantity': 8, 'time': 3, 'unit_price': 9} [id 50fcf38d-3701-4c20-b3e5-5b331e9824bc]",50fcf38d-3701-4c20-b3e5-5b331e9824bc,product,1.0,04874f03-0226-43a4-b5c0-451e37298c66,01Buy@0,str,['03Buy@1'],-1,False
18,"03Buy@1, 00Buy@0 agreed on {'quantity': 6, 'time': 3, 'unit_price': 10} [id 4d136968-ca22-4828-9763-9079936f8184]",4d136968-ca22-4828-9763-9079936f8184,product,1.0,845beba5-016e-47ab-ac99-883cf1b5b8eb,00Buy@0,str,['03Buy@1'],-1,False
19,"04Buy@2, 03Buy@1 agreed on {'quantity': 14, 'time': 3, 'unit_price': 15} [id d56b3926-d9b3-4371-a360-2aabd628e4fd]",d56b3926-d9b3-4371-a360-2aabd628e4fd,product,1.0,79d357ce-a981-45e2-92e2-9f85729c8e98,03Buy@1,str,['04Buy@2'],-1,False
20,"04Buy@2, 03Buy@1 agreed on {'quantity': 3, 'time': 3, 'unit_price': 13} [id a1338110-90f3-4471-86f8-46104a60f90d]",a1338110-90f3-4471-86f8-46104a60f90d,product,1.0,8332cfb2-37c0-4a8d-9879-373c27c2b503,03Buy@1,str,['04Buy@2'],-1,False
21,"05Buy@2, 03Buy@1 agreed on {'quantity': 5, 'time': 3, 'unit_price': 13} [id 196f639e-8cb6-47f8-ad45-8242e61f0739]",196f639e-8cb6-47f8-ad45-8242e61f0739,product,1.0,cf5a4c54-468a-4df1-be2f-f4a94cf5197d,03Buy@1,str,['05Buy@2'],-1,False
22,"04Buy@2, 03Buy@1 agreed on {'quantity': 5, 'time': 3, 'unit_price': 13} [id bfa35b8c-1388-4069-a833-95aa21924286]",bfa35b8c-1388-4069-a833-95aa21924286,product,1.0,b0bf195a-a0da-46f5-bf81-ddf6c28dad06,03Buy@1,str,['04Buy@2'],-1,False
23,"06Ind@3, 05Buy@2 agreed on {'quantity': 3, 'time': 3, 'unit_price': 20} [id a66d3675-04f2-4316-9697-39340e0510ea]",a66d3675-04f2-4316-9697-39340e0510ea,product,1.0,8f334a80-3ca0-4b5d-b130-37f8c6e500f5,05Buy@2,str,['06Ind@3'],-1,False
24,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 10} [id 71f0a5cf-a923-4f4e-80a8-eca894991330]",71f0a5cf-a923-4f4e-80a8-eca894991330,product,1.0,3582caeb-4631-4cf4-b938-308a73ca101e,00Buy@0,str,['02Dec@1'],-1,False
25,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 9} [id 78d5c192-4a99-40f3-a0d5-fbd4eccd72d7]",78d5c192-4a99-40f3-a0d5-fbd4eccd72d7,product,1.0,88563d76-61a4-484c-a7fc-068459c44365,00Buy@0,str,['02Dec@1'],-1,False
26,"03Buy@1, 01Buy@0 agreed on {'quantity': 4, 'time': 4, 'unit_price': 9} [id 47452d8a-7dd5-48e0-9ed0-5fd7445a764d]",47452d8a-7dd5-48e0-9ed0-5fd7445a764d,product,1.0,8c8dfabd-6b4b-41f2-83da-d00f96ad5a40,01Buy@0,str,['03Buy@1'],-1,False
