index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"05Buy@2, 03Ran@1 agreed on {'quantity': 9, 'time': 1, 'unit_price': 3} [id 0375bc58-9bd4-49e5-b3fe-d97b67f09f1e]",0375bc58-9bd4-49e5-b3fe-d97b67f09f1e,product,1.0,fcfc9d3f-6129-4324-bb09-7ae7cb444d8a,03Ran@1,str,['05Buy@2'],-1,False
1,"04MyA@2, 03Ran@1 agreed on {'quantity': 7, 'time': 1, 'unit_price': 1} [id d829103e-6d5a-47ab-b3b9-d07387178b1c]",d829103e-6d5a-47ab-b3b9-d07387178b1c,product,1.0,98997403-ef29-420d-860d-b287004aba1f,03Ran@1,str,['04MyA@2'],-1,False
2,"05Buy@2, 03Ran@1 agreed on {'quantity': 2, 'time': 1, 'unit_price': 1} [id eb5584a8-7201-4401-a782-5faaa0b113a1]",eb5584a8-7201-4401-a782-5faaa0b113a1,product,1.0,832d3544-d709-4b4a-ab0e-16b688dffeda,03Ran@1,str,['05Buy@2'],-1,False
3,"05Buy@2, 03Ran@1 agreed on {'quantity': 6, 'time': 1, 'unit_price': 4} [id 226156b6-37bd-4f34-b070-7cce9545dc32]",226156b6-37bd-4f34-b070-7cce9545dc32,product,1.0,00f2e579-879d-47b5-a2ab-37ab83e2da59,03Ran@1,str,['05Buy@2'],-1,False
4,"05Buy@2, 03Ran@1 agreed on {'quantity': 7, 'time': 2, 'unit_price': 9} [id 1503eade-c8b5-4fb6-aff4-6b7016d8a28e]",1503eade-c8b5-4fb6-aff4-6b7016d8a28e,product,1.0,e8db89fd-dd0b-4698-9140-d5aa6a3af162,03Ran@1,str,['05Buy@2'],-1,False
5,"05Buy@2, 03Ran@1 agreed on {'quantity': 3, 'time': 2, 'unit_price': 2} [id 39f8f28b-132f-4ac0-9e46-54a720580f8d]",39f8f28b-132f-4ac0-9e46-54a720580f8d,product,1.0,2ef1ec09-dc1e-4bdd-8ad3-9e62869561c7,03Ran@1,str,['05Buy@2'],-1,False
6,"05Buy@2, 03Ran@1 agreed on {'quantity': 7, 'time': 3, 'unit_price': 4} [id fab4be7f-09b8-40c0-9066-5104bcb1d629]",fab4be7f-09b8-40c0-9066-5104bcb1d629,product,1.0,1f037ba5-1949-4a4f-a635-aa9582afac82,03Ran@1,str,['05Buy@2'],-1,False
7,"05Buy@2, 03Ran@1 agreed on {'quantity': 6, 'time': 3, 'unit_price': 1} [id b7c37c6e-e3ec-4be5-82fa-65a3f0c04efc]",b7c37c6e-e3ec-4be5-82fa-65a3f0c04efc,product,1.0,e21abc18-713d-4848-b862-2b81594bb15e,03Ran@1,str,['05Buy@2'],-1,False
8,"05Buy@2, 03Ran@1 agreed on {'quantity': 10, 'time': 3, 'unit_price': 3} [id ae566f3e-5a1b-48bb-9b80-50c7f5eb905c]",ae566f3e-5a1b-48bb-9b80-50c7f5eb905c,product,1.0,85b54294-e5ca-4df7-b001-d99406bee827,03Ran@1,str,['05Buy@2'],-1,False
9,"BUYER, 05Buy@2 agreed on {'time': 3, 'quantity': 1, 'unit_price': 34} [id 890278c7-8e8c-4983-9719-1ff9893561f9]",890278c7-8e8c-4983-9719-1ff9893561f9,product,1.0,c06a5410-59b0-46b0-a451-0bba83575c46,05Buy@2,str,['BUYER'],-1,False
