index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
83,8c1a1d20-ea25-48cd-be53-944cae51dab5,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,6,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
58,3629db27-157b-47c1-97f2-5b66dce9a466,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,4,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
131,c658036a-3ae0-4aaf-8603-6209bf860599,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,3,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
117,2c4d816c-ba3b-44e1-bd9a-59b7534bba68,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
145,7f888b54-b818-473c-b646-e76da52e488c,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,5,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,0,,-1,-1
265,59ccf6b8-1bfd-4b32-a2ec-c2038845f46a,00Ind@0,02Buy@1,IndDecentralizingAgent,BuyCheapSellExpensiveAgent,1,9,25,-1,-1,1,,"[quantity: (1, 10), time: (1, 6), unit_price: (17, 34)]",00Ind@0,02Buy@1,p1,00Ind@0,False,1,17,-1,,-1,-1
264,3fffff2d-99be-4172-9d78-01e09dab54f8,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,4,13,-1,-1,1,,"[quantity: (1, 5), time: (1, 3), unit_price: (1, 26)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
25,282a1199-9e18-456c-97af-32f7904fba61,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,4,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,1,,-1,-1
82,7935aa05-27cd-4183-9a91-786ad775e6b5,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
124,437b220a-516c-4706-b409-cf2eab4ede64,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,4,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,1,,-1,-1
267,3757e800-c30d-43aa-b8e1-da86376c552d,02Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,3,13,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 26)]",02Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
115,9965f1ae-72ad-4db1-b22e-86877d328563,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,5,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
280,2d655017-c856-4faf-bb21-17631544ae3e,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,3,13,-1,-1,1,,"[quantity: (1, 5), time: (1, 2), unit_price: (1, 26)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
279,f7501a0b-3d61-4121-8a28-e340e4389088,03Buy@1,05Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,3,14,-1,-1,1,,"[quantity: (1, 5), time: (1, 1), unit_price: (1, 26)]",03Buy@1,05Dec@2,p2,05Dec@2,True,2,17,-1,,-1,-1
266,d9ca1f9e-13da-453d-b899-c3f7aa5cdefa,00Ind@0,03Buy@1,IndDecentralizingAgent,BuyCheapSellExpensiveAgent,1,9,25,-1,-1,1,,"[quantity: (1, 10), time: (1, 6), unit_price: (17, 34)]",00Ind@0,03Buy@1,p1,00Ind@0,False,1,17,-1,,-1,-1
