index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"03Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 11} [id 3ce77fbc-f33a-4d87-85a2-1758a944558f]",3ce77fbc-f33a-4d87-85a2-1758a944558f,product,1.0,b0c56023-c202-46e1-bbff-63f1efc15124,00Buy@0,str,['03Dec@1'],-1,False
1,"03Dec@1, 01Buy@0 agreed on {'quantity': 4, 'time': 2, 'unit_price': 12} [id 99b268e3-2813-401e-a9da-a7a4d9afd1f2]",99b268e3-2813-401e-a9da-a7a4d9afd1f2,product,1.0,01842ca5-1f5c-43b4-8f40-a7959cc1d4db,01Buy@0,str,['03Dec@1'],-1,False
2,"03Dec@1, 00Buy@0 agreed on {'quantity': 4, 'time': 2, 'unit_price': 12} [id eeb89460-a920-4c90-a106-4a4d1e2453ff]",eeb89460-a920-4c90-a106-4a4d1e2453ff,product,1.0,d30f1326-552a-4f29-8ebe-a2261d70125f,00Buy@0,str,['03Dec@1'],-1,False
3,"02Dec@1, 01Buy@0 agreed on {'quantity': 4, 'time': 2, 'unit_price': 12} [id 4886ad7f-0cff-49d9-a6a8-ef2fafa1101d]",4886ad7f-0cff-49d9-a6a8-ef2fafa1101d,product,1.0,96f9ea65-dfda-481e-bbe9-68f692cf6e84,01Buy@0,str,['02Dec@1'],-1,False
4,"02Dec@1, 00Buy@0 agreed on {'quantity': 4, 'time': 2, 'unit_price': 12} [id 9c5e85fc-7f82-434b-b09c-fb13e128187a]",9c5e85fc-7f82-434b-b09c-fb13e128187a,product,1.0,3fa1a667-9ee9-4f69-8c81-b190b2e50f24,00Buy@0,str,['02Dec@1'],-1,False
5,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 12} [id 0603a404-912e-4f00-9243-0270db114312]",0603a404-912e-4f00-9243-0270db114312,product,1.0,2847ab47-bbd0-4117-b352-1134240016be,01Buy@0,str,['02Dec@1'],-1,False
6,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 11} [id e22d1537-9a92-4fdc-b277-8451601276bb]",e22d1537-9a92-4fdc-b277-8451601276bb,product,1.0,8522ac99-1b1b-4617-bee0-4b6b2adf95b5,01Buy@0,str,['03Dec@1'],-1,False
7,"03Dec@1, 00Buy@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 12} [id 28d0e4c0-0343-4c2f-a10d-c0d9bcbf5471]",28d0e4c0-0343-4c2f-a10d-c0d9bcbf5471,product,1.0,aff599df-f8d4-4628-bf64-62febfc025d1,00Buy@0,str,['03Dec@1'],-1,False
8,"02Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 11} [id 1d6d517d-2f7e-4e14-9bcd-dba728fc48b1]",1d6d517d-2f7e-4e14-9bcd-dba728fc48b1,product,1.0,b4200ac9-4f4d-45eb-9531-1fa2bd2eff06,00Buy@0,str,['02Dec@1'],-1,False
9,"02Dec@1, 00Buy@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 12} [id 9b7a5fa8-9fd6-4cca-8e76-8635e413ecbf]",9b7a5fa8-9fd6-4cca-8e76-8635e413ecbf,product,1.0,c9836929-d618-41c6-bacd-37eef2afdb9b,00Buy@0,str,['02Dec@1'],-1,False
10,"02Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 12} [id bdb7cba7-3731-4996-96a2-1f9d9bca5d7e]",bdb7cba7-3731-4996-96a2-1f9d9bca5d7e,product,1.0,3d53c5a9-458f-4f82-b235-dfabff9304ae,01Buy@0,str,['02Dec@1'],-1,False
11,"03Dec@1, 00Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 12} [id b3a899f2-590c-4996-b98b-b25a74a3c1d0]",b3a899f2-590c-4996-b98b-b25a74a3c1d0,product,1.0,75c73bb4-5e6b-49e8-bbc5-7c2eef3747c0,00Buy@0,str,['03Dec@1'],-1,False
