index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"07Ran@3, 05Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 18} [id 3e4e8a91-f463-4ed7-9cd3-fc2c5d8d7c30]",3e4e8a91-f463-4ed7-9cd3-fc2c5d8d7c30,product,1.0,28d147ce-dc7b-41ac-9a06-19972398e43e,05Ran@2,str,['07Ran@3'],-1,False
1,"07Ran@3, 04Ran@2 agreed on {'quantity': 2, 'time': 1, 'unit_price': 24} [id 59e53c4b-7dd2-4d55-a53e-79daa0f01177]",59e53c4b-7dd2-4d55-a53e-79daa0f01177,product,1.0,424b8903-b96d-40bf-a3ba-0ecf581fe2cc,04Ran@2,str,['07Ran@3'],-1,False
2,"07Ran@3, 05Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 29} [id 9a0e5058-7062-46b5-8d10-900232b1fac0]",9a0e5058-7062-46b5-8d10-900232b1fac0,product,1.0,fd3108d3-f812-4d70-905c-c3a92e84dc20,05Ran@2,str,['07Ran@3'],-1,False
3,"07Ran@3, 05Ran@2 agreed on {'quantity': 3, 'time': 1, 'unit_price': 8} [id a498db72-4e2b-4850-bfde-acb05828d08d]",a498db72-4e2b-4850-bfde-acb05828d08d,product,1.0,9630e5a5-8dca-494a-b78d-ab23cbf1cd8e,05Ran@2,str,['07Ran@3'],-1,False
4,"07Ran@3, 04Ran@2 agreed on {'quantity': 2, 'time': 1, 'unit_price': 19} [id a6ca9b5f-47c9-47b6-9cca-1d9cfbc9c145]",a6ca9b5f-47c9-47b6-9cca-1d9cfbc9c145,product,1.0,75884404-c3eb-41b2-9c94-4b645a4d5827,04Ran@2,str,['07Ran@3'],-1,False
5,"07Ran@3, 05Ran@2 agreed on {'quantity': 3, 'time': 1, 'unit_price': 27} [id e4d8c41d-682c-442c-8c43-eb4da96f693b]",e4d8c41d-682c-442c-8c43-eb4da96f693b,product,1.0,e7817389-379d-4f62-b7bd-44971425da4d,05Ran@2,str,['07Ran@3'],-1,False
6,"07Ran@3, 04Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 14} [id 81e7379b-727b-40f0-b6b3-478d0b157cca]",81e7379b-727b-40f0-b6b3-478d0b157cca,product,1.0,aef634fa-05c3-4499-b0a0-8b6d106184ea,04Ran@2,str,['07Ran@3'],-1,False
7,"07Ran@3, 04Ran@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 16} [id bf2aaa5f-0483-447a-a72b-d4bb55dbc6aa]",bf2aaa5f-0483-447a-a72b-d4bb55dbc6aa,product,1.0,ccd37b7b-ae22-4d76-a1d8-dab74469ead3,04Ran@2,str,['07Ran@3'],-1,False
8,"07Ran@3, 04Ran@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 19} [id 6f5eff70-0501-4a7e-9c68-18b2e209e42c]",6f5eff70-0501-4a7e-9c68-18b2e209e42c,product,1.0,fef1573d-6202-4a92-916c-6d72abb1064d,04Ran@2,str,['07Ran@3'],-1,False
9,"07Ran@3, 05Ran@2 agreed on {'quantity': 7, 'time': 1, 'unit_price': 32} [id 3a965579-dede-40e4-bb09-ff2d75006994]",3a965579-dede-40e4-bb09-ff2d75006994,product,1.0,e7f7589a-9dfb-40c2-89c5-9b713c4a5d6b,05Ran@2,str,['07Ran@3'],-1,False
10,"07Ran@3, 04Ran@2 agreed on {'quantity': 4, 'time': 1, 'unit_price': 5} [id f420a8f6-41a6-49ff-8a15-09c3529b770f]",f420a8f6-41a6-49ff-8a15-09c3529b770f,product,1.0,f9cad3a5-2da9-449c-a7f0-5ce7884371cd,04Ran@2,str,['07Ran@3'],-1,False
11,"07Ran@3, 05Ran@2 agreed on {'quantity': 1, 'time': 1, 'unit_price': 12} [id 1045c91d-addb-4c4c-a135-123f1fc41dbe]",1045c91d-addb-4c4c-a135-123f1fc41dbe,product,1.0,d9117b21-7aca-4bef-bda4-408187578f5e,05Ran@2,str,['07Ran@3'],-1,False
12,"02Dec@1, 01Ran@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 1} [id 1d1fe6ca-69b3-418d-ac08-04ae69fd9f3f]",1d1fe6ca-69b3-418d-ac08-04ae69fd9f3f,product,1.0,c9da7ed9-2142-42bc-bcc4-2253393143c6,01Ran@0,str,['02Dec@1'],-1,False
13,"04Ran@2, 03Ran@1 agreed on {'quantity': 6, 'time': 2, 'unit_price': 2} [id 3d12d71f-8a4b-4403-a24c-0fdd60904e7e]",3d12d71f-8a4b-4403-a24c-0fdd60904e7e,product,1.0,247a4814-e724-4b02-9da7-768b152a4140,03Ran@1,str,['04Ran@2'],-1,False
14,"04Ran@2, 03Ran@1 agreed on {'quantity': 4, 'time': 2, 'unit_price': 20} [id 608df023-5875-48e9-aa08-13838565a38a]",608df023-5875-48e9-aa08-13838565a38a,product,1.0,d59b2db6-910a-4078-b106-5ae730c6250f,03Ran@1,str,['04Ran@2'],-1,False
15,"05Ran@2, 03Ran@1 agreed on {'quantity': 5, 'time': 2, 'unit_price': 1} [id f333c4ea-984f-4e1b-b567-9ab626a3473c]",f333c4ea-984f-4e1b-b567-9ab626a3473c,product,1.0,ed09ba1d-6a73-43ff-b28a-c9e2288590fa,03Ran@1,str,['05Ran@2'],-1,False
