index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,19.0,0,,31.0,0,,41.0,0,,0,0.2,37762,11,0,0.0,110.0,False,-0.0014522602450359105,0,0.2,37782,9,0,0.0,90.0,False,-0.001188212927756654,0,0.2,58702,0,0,0.0,0.0,False,0.0,0,0.2,58702,0,0,0.0,0.0,False,0.0,0,0.2,80421,0,0,0.0,0.0,False,0.0,0,0.2,80421,0,0,0.0,0.0,False,0.0,0.0,353790,0.0,0.0,12,0,0,155,0,0.0,495,650,110,0.0,0.0,0,0,110,200,1.515664684586227,1.515664684586227
1,110,0,0,0,10.0,20,10.0,19.0,0,,31.0,0,,41.0,0,,0,0.2,37632,24,0,0.0,240.0,False,-0.0031685678073510772,0,0.2,37712,16,0,0.0,160.0,False,-0.0021123785382340513,0,0.2,58702,0,0,0.0,0.0,False,0.0,0,0.2,58702,0,0,0.0,0.0,False,0.0,0,0.2,80421,0,0,0.0,0.0,False,0.0,0,0.2,80421,0,0,0.0,0.0,False,0.0,0.0,353590,0.0,0.0,10,0,0,55,0,0.0,47,102,40,1422.0,438.0,79,31,40,200,5.432952333241701,6.948617017827928
2,40,0,0,0,10.0,20,10.0,18.4375,3,10.0,31.0,0,,41.0,0,,1,0.21000000000000002,37539,32,0,0.0,320.0,False,-0.004568018588931137,2,0.22000000000000003,37565,28,0,0.0,280.0,False,-0.004409590198563583,0,0.2,58682,0,2,0.2,62.0,False,0.00018738714183503117,0,0.2,58692,0,1,0.1,31.0,False,9.369357091751559e-05,0,0.2,80421,0,0,0.0,0.0,False,0.0,0,0.2,80421,0,0,0.0,0.0,False,0.0,0.05000000000000001,353320,0.0,0.0,9,0,0,14,3,3.0,38,52,19,510.0,27.0,30,10,19,200,2.112534560263157,9.061151578091085
3,19,0,0,0,10.0,20,10.0,18.0641592920354,2,10.0,27.63157894736842,12,15.0,41.0,9,41.0,0,0.20900000000000002,37439,42,0,0.0,420.0,False,-0.005888255175327419,2,0.23800000000000002,37438,38,0,0.0,380.0,False,-0.006442754541613857,0,0.2,58662,0,4,0.2,110.52631578947368,False,0.00026001086666110673,11,0.31000000000000005,58417,0,0,0.0,0.0,False,-0.004855030492998535,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,0.29000000000000004,80103,12,0,0.0,331.57894736842104,False,-0.0018926713957273151,0.03333333333333333,352480,0.0,0.0,10,0,0,11,10,9.833333333333334,18,29,22,138.0,39.0,11,8,22,200,1.464612204581499,10.525763782672584
4,22,0,0,0,10.0,20,10.0,17.510302197802197,3,10.0,26.308900523560208,6,15.0,41.00000000000001,13,41.0,2,0.229,37322,51,0,0.0,510.0,False,-0.007789395859738065,1,0.24600000000000002,37315,49,0,0.0,490.0,False,-0.008238276299112801,2,0.22000000000000003,58658,0,2,0.2,52.617801047120416,False,-0.0003013713242553965,0,0.29900000000000004,58407,0,1,0.1,26.308900523560208,False,-0.004801293818578864,0,0.2,80421,0,0,0.0,0.0,False,0.0,13,0.41100000000000003,79771,18,0,0.0,473.5602094240837,False,-0.005138208866937184,0.05000000000000001,351894,0.0,0.0,12,0,0,12,11,10.333333333333334,23,35,22,234.0,42.0,13,9,22,200,1.318935132585466,11.84469891525805
5,22,0,0,0,10.0,20,10.0,17.146712819519752,2,10.0,24.79016283364109,8,15.0,41.0,8,41.0,2,0.24700000000000003,37215,59,0,0.0,590.0,False,-0.009558512885509083,0,0.24500000000000002,37195,61,0,0.0,610.0,False,-0.00982256020278834,6,0.278,58546,0,1,0.1,24.79016283364109,False,-0.0024463377497049472,0,0.29900000000000004,58397,0,2,0.1,49.58032566728218,False,-0.004773429136423966,0,0.2,80421,0,0,0.0,0.0,False,0.0,8,0.4780000000000001,79545,26,0,0.0,644.5442336746684,False,-0.0068853643098526615,0.03333333333333333,351319,0.0,0.0,11,0,0,16,7,6.75,19,35,23,222.0,39.0,14,8,23,200,1.3082491420209408,13.15294805727899
6,23,0,0,0,10.0,20,10.0,16.29956046352843,5,10.0,24.596970996701817,14,23.857142857142858,41.00000000000001,9,41.0,2,0.265,37129,65,0,0.0,650.0,False,-0.011037177862272918,3,0.275,37014,75,0,0.0,750.0,False,-0.012753485424588085,9,0.36200000000000004,58323,0,4,0.4,98.38788398680727,False,-0.005618310415430376,2,0.31900000000000006,58497,0,1,0.1,24.596970996701817,False,-0.003282707820885975,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,0.56,79073,40,0,0.0,983.8788398680726,False,-0.010644739310204656,0.08333333333333333,350457,0.0,0.0,10,0,0,20,11,10.4,16,36,20,192.0,42.0,14,9,20,200,1.5550614725798368,14.708009529858828
7,20,0,0,0,10.0,20,10.0,15.566417815259369,5,10.0,22.699128694544754,15,15.0,41.00000000000001,11,41.0,3,0.29300000000000004,36997,74,0,0.0,740.0,False,-0.013334389522602451,2,0.29200000000000004,36877,86,0,0.0,860.0,False,-0.014918673426277989,3,0.38300000000000006,58287,0,3,0.3,68.09738608363426,False,-0.006489579689928466,7,0.38700000000000007,58338,0,2,0.2,45.39825738908951,False,-0.005814126798157792,0,0.2,80421,0,0,0.0,0.0,False,0.0,11,0.661,78678,55,0,0.0,1248.4520781999615,False,-0.01391146542445397,0.08333333333333333,349598,0.0,0.0,13,0,0,13,11,10.303571428571429,20,33,26,204.0,36.0,13,7,26,200,1.3063631728291512,16.01437270268798
8,26,0,0,0,10.0,20,10.0,15.292658090030386,2,10.0,23.24550790857125,11,26.636363636363637,41.000000000000014,8,41.0,1,0.30000000000000004,36884,84,0,0.0,840.0,False,-0.014997887621461765,1,0.30000000000000004,36764,96,0,0.0,960.0,False,-0.016582171525137305,4,0.42000000000000004,58244,0,0,0.0,0.0,False,-0.007802119178222207,2,0.4,58432,0,2,0.2,46.4910158171425,False,-0.004203510818906165,0,0.2,80421,0,0,0.0,0.0,False,0.0,8,0.7300000000000002,78279,66,0,0.0,1534.2035219657023,False,-0.01709625892512085,0.03333333333333333,349024,0.0,0.0,12,0,0,16,7,6.071428571428571,24,40,18,243.0,46.0,16,10,18,200,1.4729248564690351,17.487297559157014
9,18,0,0,0,10.000000000000002,20,10.0,14.656518290932683,5,10.0,24.788246318500097,5,46.8,41.000000000000014,14,41.0,0,0.29900000000000004,36814,91,0,0.0,910.0000000000001,False,-0.015922053231939164,5,0.34900000000000003,36561,109,0,0.0,1090.0000000000002,False,-0.020226024503591043,0,0.41600000000000004,58214,0,3,0.3,74.36473895550029,False,-0.007679766115673255,3,0.42800000000000005,58532,0,2,0.2,49.57649263700019,False,-0.002473710498475325,0,0.2,80421,0,0,0.0,0.0,False,0.0,14,0.8620000000000001,77765,71,0,0.0,1759.9654886135067,False,-0.022083998653252907,0.08333333333333333,348307,0.0,0.0,13,0,0,12,14,13.5,21,33,17,180.0,39.0,10,8,17,200,1.0318174231797457,18.51911498233676
