index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,19.0,0,,35.0,0,,47.0,0,,60.0,0,,0,0.2,26385,11,0,0.0,110.0,False,-0.0020758633704472543,0,0.2,26405,0,9,0.9,171.0,False,-0.00016984336667295717,0,0.2,40772,0,0,0.0,0.0,False,0.0,0,0.2,40772.0,0,0,0.0,0.0,False,0.0,0,0.2,57772,0,0,0.0,0.0,False,0.0,0,0.2,57772,0,0,0.0,0.0,False,0.0,0,0.2,73227,0,0,0.0,0.0,False,0.0,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.1125,396332,0.0,0.0,9,0,0,181,0,0.0,605,786,156,0.0,0.0,0,0,156,200,3.8186563060153276,3.8186563060153276
1,156,0,0,0,10.0,20,10.0,19.0,0,,35.0,0,,47.0,0,,60.0,0,,0,0.2,26285,21,0,0.0,210.0,False,-0.003963011889035667,0,0.2,26305,0,19,1.0,361.0,False,-0.00035855821853179843,0,0.2,40772,0,0,0.0,0.0,False,0.0,0,0.2,40772.0,0,0,0.0,0.0,False,0.0,0,0.2,57772,0,0,0.0,0.0,False,0.0,0,0.2,57772,0,0,0.0,0.0,False,0.0,0,0.2,73227,0,0,0.0,0.0,False,0.0,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.125,396132,0.0,0.0,11,0,0,40,0,0.0,39,79,77,990.0,753.0,55,101,77,200,7.555597458034754,11.374253764050081
2,77,0,0,0,10.0,20,10.0,19.0,0,,31.0,15,19.0,47.0,0,,60.0,0,,0,0.2,26175,32,0,0.0,320.0,False,-0.006038875259482921,0,0.2,26215,0,28,0.9,532.0,False,-0.0005284015852047556,0,0.2,40772,0,0,0.0,0.0,False,0.0,15,0.35000000000000003,40297.0,0,0,0.0,0.0,False,-0.011650152065142746,0,0.2,57677,0,5,0.5,235.0,False,0.00038946202312538944,0,0.2,57582,0,10,1.0,470.0,False,0.0007789240462507789,0,0.2,73227,0,0,0.0,0.0,False,0.0,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.3,395172,0.0,0.0,11,0,0,33,3,3.0,26,59,84,486.0,274.0,37,40,84,200,4.095076342986431,15.469330107036512
3,84,0,0,0,10.0,20,10.0,19.0,0,,27.486486486486488,20,18.0,47.0,0,,60.0,0,,0,0.2,26095,40,0,0.0,400.0,False,-0.007548594074353651,0,0.2,26095,2,38,1.0,742.0,False,-0.0010945461407812795,0,0.2,40772,0,0,0.0,0.0,False,0.0,20,0.5350000000000001,39557.0,0,0,0.0,0.0,False,-0.02979986265083881,0,0.2,57487,0,15,1.0,705.0,False,0.0011683860693761684,0,0.2,57412,0,20,1.0,940.0,False,0.001904036557501904,0,0.2,73227,0,0,0.0,0.0,False,0.0,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.375,393872,0.0,0.0,11,0,0,33,4,4.0,29,62,60,662.0,473.0,40,44,60,200,3.753431264020037,19.22276137105655
4,60,0,0,0,10.0,20,10.0,18.804347826086957,1,10.0,25.558823529411768,15,17.0,47.0,0,,60.0,10,60.0,1,0.21000000000000002,26022,46,0,0.0,460.0,False,-0.009171541800339687,0,0.2,25955,6,48,1.0,962.608695652174,False,-0.002215348260951579,5,0.25,40637,0,1,0.1,25.558823529411768,False,-0.002997659870383932,10,0.6150000000000001,39262.0,0,0,0.0,0.0,False,-0.03703522024919062,0,0.2,57317,0,25,1.0,1175.0,False,0.0022934985806272934,0,0.2,57327,0,25,0.5,1175.0,False,0.0024665928131274665,10,0.30000000000000004,72991,0,0,0.0,0.0,False,-0.003222854957870731,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.325,392738,0.0,0.0,12,0,0,27,11,11.0,22,49,45,438.0,281.0,26,34,45,200,2.8109192539704964,22.033680625027046
5,45,0,0,0,10.0,20,10.0,18.804347826086957,0,,24.220262324739938,15,17.666666666666668,47.0,0,,60.0,10,60.0,0,0.20900000000000002,25922,56,0,0.0,560.0,False,-0.0110586903189281,0,0.2,25855,6,58,1.0,1150.6521739130435,False,-0.0024409855838263762,4,0.28500000000000003,40564,0,0,0.0,0.0,False,-0.005101540272736191,10,0.7050000000000001,38967.0,0,0,0.0,0.0,False,-0.04427057784754243,0,0.2,57232,0,30,0.5,1410.0,False,0.0028560548362528563,0,0.2,57147,0,35,1.0,1645.0,False,0.0034186110918784187,10,0.39,72758,0,0,0.0,0.0,False,-0.006404741420514291,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.3125,391672,0.0,0.0,11,0,0,19,9,8.8,20,39,30,294.0,212.0,18,27,30,200,2.3283038759836927,24.36198450101074
6,30,0,0,0,10.0,20,10.0,23.858418367346935,37,29.513513513513512,23.526005625251127,10,18.0,49.2,5,69.0,59.99999999999999,6,60.0,0,0.20900000000000002,25822,66,0,0.0,660.0,False,-0.012945838837516512,0,0.2,26847,6,31,1.0,799.610969387755,False,0.02837537213413383,0,0.281,40303,0,9,0.9,211.73405062726013,False,-0.008906430263081778,10,0.7950000000000002,37851.0,28,0,0.0,668.0357142857142,False,-0.06344996916651488,0,0.2,57137,0,35,0.5,1722.0,False,0.003911929654503912,0,0.2,57407,0,35,0.5,1722.0,False,0.008585473932008585,6,0.44000000000000006,72308,0,5,0.5,299.99999999999994,False,-0.010501590943231321,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.425,390902,0.0,0.0,15,0,0,17,6,6.0,19,36,30,198.0,144.0,11,19,30,1637,1.7068184509989806,26.06880295200972
7,30,0,0,0,10.0,20,10.0,25.080488331892823,22,29.0,26.34569465588545,51,30.80392156862745,49.2,0,,60.0,9,60.0,0,0.20900000000000002,25752,73,0,0.0,730.0,False,-0.014266842800528402,0,0.2,27355,9,19,1.0,566.5292783059637,False,0.043150203402641314,0,0.281,40245,1,10,1.0,288.5374348907473,False,-0.009387110824944204,42,1.205,36473.0,39,0,0.0,978.1390449438201,False,-0.09344477772805089,0,0.2,55854,31,45,1.0,3030.7165343324486,False,-0.006969496171740246,0,0.2,57119,0,45,1.0,2214.0,False,0.007858478155507859,4,0.47400000000000003,72546,0,0,0.0,0.0,False,-0.00929984841656766,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.5,388571,0.0,0.0,21,0,0,16,7,7.0,18,34,25,180.0,178.0,10,20,25,1399,1.696157480997499,27.764960433007218
8,25,0,0,0,10.0,20,10.0,25.53767602646759,11,29.0,27.260446692257123,60,29.066666666666666,45.54716981132076,8,25.0,60.00000000000001,12,60.0,0,0.20900000000000002,25652,83,0,0.0,830.0,False,-0.016153991319116816,0,0.2,27574,9,18,1.0,549.6781684764167,False,0.05109790844454451,3,0.31100000000000005,40468,0,1,0.1,27.260446692257123,False,-0.0071217937960823124,47,1.6330000000000005,34605.0,50,0,0.0,1276.8838013233794,False,-0.1355969317016166,0,0.2,55620,39,47,1.0,3203.8744021301036,False,-0.009521269800854134,0,0.2,55809,32,55,1.0,3377.4286337748695,False,-0.004747726980415569,12,0.5900000000000001,72040,0,8,0.8,480.00000000000006,False,-0.012932388326710093,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.4875,384995,0.0,0.0,15,0,0,19,12,11.3,13,32,32,144.0,153.0,8,17,32,878,1.6957203240017407,29.46068075700896
9,32,0,0,0,10.000000000000002,20,10.0,25.070996792649943,79,24.569620253164558,28.881725986803286,105,31.36190476190476,50.965403624382205,13,70.84615384615384,60.00000000000001,11,60.0,24,0.44900000000000007,25456,93,0,0.0,930.0000000000001,False,-0.02166446499339498,37,0.5700000000000001,27768,9,10,1.0,340.7099679264994,False,0.05447650439566901,12,0.42800000000000005,39782,14,10,1.0,639.8112149651321,False,-0.016435161201742276,92,2.5060000000000007,26808.0,105,0,0.0,2632.454663228244,False,-0.31020731552010883,0,0.2,54172,82,52,1.0,5018.502519385744,False,-0.018880231605399297,0,0.2,54885,74,57,1.0,5042.275729613229,False,-0.006332862549217328,3,0.6080000000000001,71560,3,10,1.0,752.8962108731467,False,-0.017623989710945757,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,373658,0.0,0.0,16,0,0,18,15,13.719298245614034,19,37,39,207.0,83.0,14,18,39,1601,2.1573514890042134,31.618032246013172
