index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"03Dec@1, 01Buy@0 agreed on {'quantity': 1, 'time': 2, 'unit_price': 10} [id 229715c9-b48e-418d-8a94-55da45072b50]",229715c9-b48e-418d-8a94-55da45072b50,product,1.0,26723739-776a-436d-9cf5-c8d1ae2eb225,01Buy@0,str,['03Dec@1'],-1,False
1,"02MyA@1, 01Buy@0 agreed on {'quantity': 2, 'time': 2, 'unit_price': 10} [id 98fcec49-82fd-4d73-8193-c0acdd3793dc]",98fcec49-82fd-4d73-8193-c0acdd3793dc,product,1.0,2569d8fc-fcf9-4f9c-8227-552b423f0bac,01Buy@0,str,['02MyA@1'],-1,False
2,"02MyA@1, 01Buy@0 agreed on {'quantity': 2, 'time': 2, 'unit_price': 10} [id b4a38348-613f-4086-bcd3-3e12af198f5a]",b4a38348-613f-4086-bcd3-3e12af198f5a,product,1.0,4c45eccf-f196-46d1-a11c-1f364f5143e0,01Buy@0,str,['02MyA@1'],-1,False
3,"03Dec@1, 01Buy@0 agreed on {'quantity': 1, 'time': 3, 'unit_price': 10} [id 0bf7948f-5c85-4fe2-9a31-8293098b9c50]",0bf7948f-5c85-4fe2-9a31-8293098b9c50,product,1.0,9be4d78f-e34e-443b-8060-a8a7b9fe2e74,01Buy@0,str,['03Dec@1'],-1,False
4,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 34} [id f74ffcac-8494-41c0-9a30-ef7259770c08]",f74ffcac-8494-41c0-9a30-ef7259770c08,product,1.0,a5c3c432-f13d-4b72-be75-4b86331ac7ea,05Ran@2,str,['BUYER'],-1,False
5,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 34} [id e6ad0955-fc94-47d0-a4a0-92cea78ba02d]",e6ad0955-fc94-47d0-a4a0-92cea78ba02d,product,1.0,3b8a6e45-806e-45c6-9071-fa7d78c65207,05Ran@2,str,['BUYER'],-1,False
6,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 34} [id 4975b61d-c5ec-4938-b328-45bc67c1106d]",4975b61d-c5ec-4938-b328-45bc67c1106d,product,1.0,890328f5-ec61-468d-8625-f654d6e7fa31,04Dec@2,str,['BUYER'],-1,False
7,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 34} [id 5a688099-ecb0-4c76-9c5f-14cf6d941fff]",5a688099-ecb0-4c76-9c5f-14cf6d941fff,product,1.0,57b04f56-fdd5-4b81-a6f8-ff3839ba25e3,05Ran@2,str,['BUYER'],-1,False
8,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 34} [id 5023594b-7cd4-411f-a946-4af7e65e237f]",5023594b-7cd4-411f-a946-4af7e65e237f,product,1.0,266fda32-071b-4aa7-962e-6bd014a4739a,04Dec@2,str,['BUYER'],-1,False
9,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 34} [id 99df0d44-213a-4670-9169-f12bb8c14c53]",99df0d44-213a-4670-9169-f12bb8c14c53,product,1.0,4272900c-00fc-43d5-b36c-f70525b98935,04Dec@2,str,['BUYER'],-1,False
10,"BUYER, 04Dec@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 34} [id 337db24c-39aa-4264-b87b-8466edbb37f8]",337db24c-39aa-4264-b87b-8466edbb37f8,product,1.0,100316e1-c5eb-4845-aaee-ca904b45e6ce,04Dec@2,str,['BUYER'],-1,False
11,"BUYER, 04Dec@2 agreed on {'time': 4, 'quantity': 3, 'unit_price': 34} [id 2cff66b1-1efc-4005-9b76-b254f322a8de]",2cff66b1-1efc-4005-9b76-b254f322a8de,product,1.0,fa3d5d63-08dd-4fb2-85b1-47151e141bc3,04Dec@2,str,['BUYER'],-1,False
12,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 1, 'unit_price': 34} [id 0dde62e7-aa9a-48a5-8acd-4e5ba590f972]",0dde62e7-aa9a-48a5-8acd-4e5ba590f972,product,1.0,4748f287-a726-4add-bda2-0444111b0b63,05Ran@2,str,['BUYER'],-1,False
13,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 34} [id 968df65b-cc6a-4eb4-ac53-b84c87eed05a]",968df65b-cc6a-4eb4-ac53-b84c87eed05a,product,1.0,bb9a5a00-c1a3-4cde-bd06-7e41768ea17d,05Ran@2,str,['BUYER'],-1,False
14,"BUYER, 04Dec@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 34} [id cba50f7c-ae8f-4c60-8b7b-e199312aa6fe]",cba50f7c-ae8f-4c60-8b7b-e199312aa6fe,product,1.0,e727df18-0e36-4b79-96fc-3589442d6941,04Dec@2,str,['BUYER'],-1,False
15,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 6, 'unit_price': 34} [id 1cca4353-c3e2-4b4a-8d7a-63fb07395680]",1cca4353-c3e2-4b4a-8d7a-63fb07395680,product,1.0,7ddcf071-0eb1-42c0-8123-85f6e11d4348,05Ran@2,str,['BUYER'],-1,False
16,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 4, 'unit_price': 34} [id 489d80e6-14dd-429d-87df-280a45ea47aa]",489d80e6-14dd-429d-87df-280a45ea47aa,product,1.0,67c45b76-c9fe-4492-a373-48f4cc240ef0,05Ran@2,str,['BUYER'],-1,False
17,"BUYER, 05Ran@2 agreed on {'time': 4, 'quantity': 2, 'unit_price': 34} [id c390fc1a-69b6-4c85-866b-e57784619183]",c390fc1a-69b6-4c85-866b-e57784619183,product,1.0,132792e7-f4e3-409d-8a1d-30f5230d41a7,05Ran@2,str,['BUYER'],-1,False
18,"BUYER, 04Dec@2 agreed on {'time': 5, 'quantity': 2, 'unit_price': 34} [id b92c8d56-46d5-4ff1-938e-2f3f755fd68b]",b92c8d56-46d5-4ff1-938e-2f3f755fd68b,product,1.0,d9b172c4-e703-4013-9187-9672f2ab5593,04Dec@2,str,['BUYER'],-1,False
19,"BUYER, 05Ran@2 agreed on {'time': 5, 'quantity': 4, 'unit_price': 34} [id 7fd73f5c-d1cc-4ef4-b3c3-eb29b3825383]",7fd73f5c-d1cc-4ef4-b3c3-eb29b3825383,product,1.0,d7f3a118-ca04-4e8f-ba46-d4403c467162,05Ran@2,str,['BUYER'],-1,False
20,"BUYER, 05Ran@2 agreed on {'time': 5, 'quantity': 4, 'unit_price': 34} [id 23db55fd-a40e-4e53-a22c-b5fbb5acde5e]",23db55fd-a40e-4e53-a22c-b5fbb5acde5e,product,1.0,d577bec9-a08b-48dd-8d81-1299ee8e7102,05Ran@2,str,['BUYER'],-1,False
