index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,208acc9b-b624-4474-8186-e4e4f983fe8d,05Ran@2,BUYER,RandomAgent,_SystemAgent,39,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
1,2e9692cd-003b-4271-aa3f-c4def99f210d,SELLER,01Ran@0,_SystemAgent,RandomAgent,21,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,21,,-1,-1
2,24197e5f-ea9a-4c9e-ab5a-53378def4c20,SELLER,01Ran@0,_SystemAgent,RandomAgent,49,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,49,,-1,-1
3,754cda29-f3f1-4fa7-ab42-136e936aeff8,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,13,2,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,13,,-1,-1
4,1b58c66d-53f5-46dd-a870-901f481271f3,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,52,1,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
5,1e22ee26-8009-4395-b073-c4c9898f3df5,05Ran@2,BUYER,RandomAgent,_SystemAgent,23,2,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
6,5956097c-0d9f-4fc9-9b82-51152e352c59,05Ran@2,BUYER,RandomAgent,_SystemAgent,11,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
7,4c5fd790-c0ea-42cb-b044-98f2246613dd,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,9,2,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,9,,-1,-1
8,8e34cdbe-992d-4b3e-ae3b-fb6bfac89805,05Ran@2,BUYER,RandomAgent,_SystemAgent,32,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
9,42d45929-f7d7-46fd-a11b-857be6f4a968,SELLER,01Ran@0,_SystemAgent,RandomAgent,9,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,9,,-1,-1
10,f895a23b-00a2-4a0f-a2bd-fefeded28df4,05Ran@2,BUYER,RandomAgent,_SystemAgent,22,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
11,625ab4fd-f016-46f2-bf16-1613d95a9fed,05Ran@2,BUYER,RandomAgent,_SystemAgent,28,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
12,e6fffefb-0083-410b-b1f2-efc4c2a8d05c,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,31,2,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
13,40370c2f-1ecb-4b39-9457-70c54f0b4635,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,56,1,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,56,,-1,-1
14,7c0d382c-117a-4705-ae9b-f48717127309,05Ran@2,BUYER,RandomAgent,_SystemAgent,57,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
15,8ebc0f2d-2198-4237-852a-7c347c671b8c,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,52,3,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
16,c6ac3147-f1df-401c-9c6a-d05c825ce526,SELLER,01Ran@0,_SystemAgent,RandomAgent,50,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,50,,-1,-1
17,65b8b10a-4fea-41f4-93dd-95f2b57b6e60,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,52,1,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
18,9ea9ee2a-1817-48a7-9da7-43e97a13bcf8,SELLER,01Ran@0,_SystemAgent,RandomAgent,21,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,21,,-1,-1
19,65c09d26-73d8-4f68-b396-a18a20f332df,05Ran@2,BUYER,RandomAgent,_SystemAgent,43,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
20,449d81df-6985-4678-ab13-dc87e20cf54a,SELLER,01Ran@0,_SystemAgent,RandomAgent,4,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,4,,-1,-1
21,41f4c97e-c75d-4b2b-b16d-b6591517944d,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,35,1,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,35,,-1,-1
22,f15657f9-d73b-4496-87bf-8cdb38d4af1f,SELLER,01Ran@0,_SystemAgent,RandomAgent,30,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,30,,-1,-1
23,94583183-8f3d-4512-bb92-04b1b6a1f04f,05Ran@2,BUYER,RandomAgent,_SystemAgent,25,2,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
24,4108debd-c52c-455a-9419-4ba9338be7d2,05Ran@2,BUYER,RandomAgent,_SystemAgent,41,3,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
25,1b961c2a-d3df-4a76-94ea-7ec8e71e229b,05Ran@2,BUYER,RandomAgent,_SystemAgent,15,1,36,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
26,a3e450d3-12ba-4480-ad84-4f3eb5259d82,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,12,1,36,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,12,,-1,-1
27,d54f382f-483d-42f0-8a21-03e0fdbcdf14,SELLER,01Ran@0,_SystemAgent,RandomAgent,34,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,34,,-1,-1
28,085006f5-bf07-4000-b14b-72a03abf8057,SELLER,01Ran@0,_SystemAgent,RandomAgent,49,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,49,,-1,-1
