index,final_status,partners,partner_types,ended_at,requested_at,mechanism_type,running,waiting,started,step,time,relative_time,broken,timedout,agreement,results,n_negotiators,has_error,error_details,current_offer,current_proposer,n_acceptances,new_offers
0,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,3.3153062610072084,0.15,True,False,,,2,False,,,cda803e4-f324-40e5-8455-34d62900b769,0,[]
1,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,8.88542398501886,0.15,True,False,,,2,False,,"(6, 1, 1)",95e1fa93-4ba9-413c-a190-65385164c55a,0,[]
2,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.6164087110082619,0.15,True,False,,,2,False,,,a781d6f8-2165-44ac-a7ec-5271169c40d0,0,[]
3,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.5573518110322766,0.15,True,False,,,2,False,,"(7, 1, 1)",96af3ca9-5dbf-426b-9ebc-109b3749defe,0,[]
4,failed,"['04MyA@2', '03Dec@1']","['MyAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,8.613320838019717,0.15,True,False,,,2,False,,,8c1041f3-2e39-41a8-b508-26671017c067,0,[]
5,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,0.17285625799559057,0.15,True,False,,,2,False,,,ea9d7e5d-4800-4d4b-a7e9-66c9bf8b247b,0,[]
6,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,12.498116361966822,0.15,True,False,,,2,False,,,12eb9e1c-38a5-4cd2-bbd3-27ac33feaba1,0,[]
7,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,12.06041609600652,0.15,True,False,,,2,False,,,2ea0f808-cb66-4d65-a5c0-3efe34beb965,0,[]
8,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,2.7064957360271364,0.15,True,False,,,2,False,,,75246085-150a-433c-b0ac-db277576fe31,0,[]
9,failed,"['05Buy@2', '03Dec@1']","['BuyCheapSellExpensiveAgent', 'DecentralizingAgent']",1,0,AgentMechanismInterface,False,False,True,2,9.902079611027148,0.15,True,False,,,2,False,,"(5, 1, 1)",b4b37f19-f36d-4695-9f99-079c613c6446,0,[]
