index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,12,10.0,20.0,0,,29.0,0,,41.0,0,,52.0,0,,0,0.2,47185,0,0,0.0,0.0,False,0.0,0,0.2,47065,2,10,1.0,220.0,False,-0.0002119317579739324,0,0.2,71193,0,0,0.0,0.0,False,0.0,0,0.2,71193,0,0,0.0,0.0,False,0.0,0,0.2,96867.0,0,0,0.0,0.0,False,0.0,0,0.2,96867.0,0,0,0.0,0.0,False,0.0,0,0.2,122957,0,0,0.0,0.0,False,0.0,0,0.2,122957,0,0,0.0,0.0,False,0.0,0.125,676284,0.0,0.0,3,0,0,101,0,0.0,300,401,183,0.0,0.0,0,0,183,120,5.316640179604292,5.316640179604292
1,183,0,0,0,9.999999999999998,18,10.0,20.0,0,,29.0,0,,32.285714285714285,32,20.03125,52.0,0,,0,0.2,47135,0,5,0.5,100.0,False,0.0,0,0.2,46935,5,20,1.0,450.0,False,-0.0005298293949348309,0,0.2,71193,0,0,0.0,0.0,False,0.0,0,0.2,71193,0,0,0.0,0.0,False,0.0,1,0.21000000000000002,96831.0,0,0,0.0,0.0,False,-0.000371643593793552,31,0.51,95261.0,0,0,0.0,0.0,False,-0.016579433656456793,0,0.2,122957,0,0,0.0,0.0,False,0.0,0,0.2,122316,32,0,0.0,1033.142857142857,False,-0.001011968179351848,0.1875,673821,0.0,0.0,5,0,0,39,5,5.0,150,189,104,2798.0,71.0,178,5,104,180,18.86876771505922,24.185407894663513
2,104,0,0,0,10.0,16,10.0,19.1,5,11.0,26.12280701754386,12,15.333333333333334,23.84571832979476,72,15.722222222222221,52.0,0,,0,0.2,47085,0,10,0.5,191.0,False,-9.536929108826958e-05,0,0.2,46880,6,25,1.0,537.5,False,-0.0007682526226555049,0,0.2,71138,0,5,0.5,130.6140350877193,False,0.0001447757159251957,12,0.32000000000000006,70895,0,0,0.0,0.0,False,-0.00418580478417822,26,0.46900000000000003,95127.0,12,0,0.0,313.4736842105263,False,-0.0163447113866924,46,0.9390000000000003,92154.0,0,0,0.0,0.0,False,-0.04865434048747251,0,0.2,122595,7,10,1.0,686.9200283085634,False,-0.0001507843054541344,0,0.2,121546,87,0,0.0,2074.5774946921442,False,-0.0030393654094840283,0.375,667420,0.0,0.0,6,0,0,17,14,14.0,57,74,47,819.0,223.0,62,42,47,215,7.461278197355568,31.64668609201908
3,47,0,0,0,10.0,17,10.0,18.290000000000003,5,11.0,15.423194303153611,47,3.74468085106383,20.362060056266863,47,10.936170212765957,52.0,0,,0,0.2,47025,0,16,0.6,292.64000000000004,False,-0.00028992264490834566,0,0.2,46825,7,30,1.0,618.7,False,-0.0010734343541379985,0,0.2,71083,0,10,0.5,154.2319430315361,False,-0.0004618997441353775,47,0.778,68268,0,0,0.0,0.0,False,-0.04108549997893051,29,0.7330000000000001,93136.0,21,0,0.0,323.88708036622586,False,-0.036844915810512205,18,1.0730000000000002,91387.0,38,0,0.0,586.0813835198372,False,-0.05354722772709057,0,0.2,122559,3,20,1.0,1101.0861801688006,False,0.0012406214374488076,0,0.2,121068,128,0,0.0,2606.3436872021584,False,-0.0047644961767033586,0.3875,661351,0.0,0.0,6,0,0,8,11,11.0,22,30,31,277.0,99.0,18,29,31,225,4.219583280384541,35.86626937240362
4,31,0,0,0,10.0,20,10.0,18.290000000000003,0,,12.985335385172446,22,3.1818181818181817,17.061258213007044,72,9.875,52.0,20,52.0,0,0.2,46935,0,25,0.9,457.25000000000006,False,-0.00045300413266928047,0,0.2,46715,8,40,1.0,811.6000000000001,False,-0.0013606018861925843,0,0.2,71083,0,10,0.0,129.85335385172445,False,-0.0006331145347735258,22,0.9510000000000003,67352,0,0,0.0,0.0,False,-0.053951933476605846,45,1.1540000000000004,89277.0,32,0,0.0,415.5307323255183,False,-0.0762100058207361,27,1.3250000000000002,90070.0,49,0,0.0,636.2814338734498,False,-0.06688407076778748,0,0.2,123108,15,14,1.0,983.9188731951057,False,0.005229140566194279,4,0.24000000000000002,120600,178,0,0.0,3036.9039619152536,False,-0.006819847743864681,0.3625,655140,0.0,0.0,10,0,0,11,16,16.0,20,31,27,256.0,30.0,20,11,27,1032,2.7468876903876662,38.61315706279129
5,27,0,0,0,10.0,8,10.0,21.564084507042256,26,27.23076923076923,13.52670771075769,44,14.75,16.33876181052989,76,14.381578947368425,52.0,20,52.0,0,0.2,47052,0,22,0.0,474.4098591549296,False,0.00220843339149016,0,0.2,47226,6,27,1.0,642.2302816901409,False,0.007674369838827335,0,0.2,70736,11,16,1.0,453.63225294958784,False,-0.0032332374464513294,40,1.3290000000000002,65683,5,0,0.0,107.82042253521128,False,-0.07663800919658387,32,1.4290000000000003,86565.0,70,0,0.0,946.8695397530382,False,-0.10146453622103999,44,1.7380000000000004,86999.0,55,0,0.0,743.9689240916729,False,-0.09803148170124158,0,0.2,122815,49,17,1.0,1684.5993287159645,False,0.005695484310433588,13,0.36600000000000005,119872,210,0,0.0,3431.1399802112765,False,-0.011137470903603406,0.375,646948,0.0,0.0,9,0,0,11,24,24.0,18,29,28,236.0,21.0,19,8,28,1324,2.2099475590512156,40.8231046218425
6,28,0,0,0,10.0,10,10.0,25.692739950779327,58,30.24137931034483,13.940386617204256,57,14.87719298245614,15.244287057604943,60,10.616666666666667,52.0,20,52.0,0,0.2,47522,0,9,0.0,231.23465955701394,False,0.009592398638942594,18,0.38000000000000006,47913,6,10,1.0,316.92739950779327,False,0.018786981026891983,0,0.2,70528,30,15,1.0,979.8879977814436,False,-0.002458893446115135,46,1.7490000000000003,62186,34,0,0.0,873.5531583264972,False,-0.12038014159870707,34,1.7370000000000003,83737.0,91,0,0.0,1268.5751821655872,False,-0.1289986518516853,26,1.9540000000000004,85240.0,91,0,0.0,1268.5751821655872,False,-0.1134825318108045,0,0.2,123076,58,18,1.0,1820.1686493410866,False,0.008369465135539645,11,0.4630000000000001,119229,251,0,0.0,3826.316051458841,False,-0.014759972789435118,0.375,639431,0.0,0.0,12,0,0,14,21,20.3125,13,27,32,224.0,59.0,16,12,32,2114,2.069810390472412,42.892915012314916
7,32,0,0,0,10.0,11,10.0,26.68741542059978,10,37.6,14.570038312047126,15,21.6,15.242646345202214,39,15.23076923076923,52.0,20,52.0,0,0.2,47560,0,8,0.0,213.49932336479824,False,0.010209805270369804,0,0.36200000000000004,48141,7,11,1.0,363.5615696265976,False,0.024113188191444347,0,0.2,70828,20,11,1.0,694.0187298445139,False,-0.0002527023032846704,1,1.7130000000000003,61799,44,0,0.0,1174.2462785063904,False,-0.12370425267578004,16,1.8630000000000004,82719.0,100,0,0.0,1457.0038312047127,False,-0.13853529152753402,23,2.1580000000000004,84102.0,97,0,0.0,1413.2937162685712,False,-0.124483602690965,0,0.2,123200,68,19,1.0,2024.4999514737506,False,0.010208853304300517,11,0.562,118771,270,0,0.0,4115.514513204598,False,-0.017308837588731824,0.375,637120,0.0,0.0,11,0,0,14,12,12.0,17,31,36,283.0,50.0,19,13,36,1254,2.2567058270797133,45.14962083939463
8,36,0,0,0,10.0,9,10.0,28.35998119632058,30,34.36666666666667,15.224015335110964,25,19.52,15.386233819566918,9,20.0,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,11,0.47200000000000003,48497,6,10,1.0,343.5998119632058,False,0.031446432255623595,0,0.2,70870,23,13,1.0,850.1917668718158,False,0.0014340719373520487,17,1.8820000000000006,60531,61,0,0.0,1729.9588529755554,False,-0.13761213284328827,0,1.8470000000000002,82267.0,119,0,0.0,1811.6578248782048,False,-0.1413708599168024,9,2.2250000000000005,83805.0,103,0,0.0,1568.0735795164294,False,-0.12675073255331312,0,0.2,123876,58,16,1.0,1724.4015615348812,False,0.014486371501967665,7,0.6210000000000001,118495,279,0,0.0,4292.75923565917,False,-0.018832765781292737,0.375,636204,0.0,0.0,10,0,0,15,7,6.153846153846153,18,33,33,254.0,81.0,21,15,33,1488,1.87637235596776,47.02599319536239
9,33,0,0,0,9.999999999999998,14,10.0,28.587760770479452,3,38.0,14.178427659795373,34,8.941176470588236,15.202519839090375,41,14.0,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.4610000000000001,48471,10,17,1.0,585.9919330981506,False,0.0334639391024494,0,0.2,71085,13,18,1.0,626.8525878925496,False,0.002885484442940721,29,2.1550000000000002,59106,64,0,0.0,1829.616689310685,False,-0.1569282324855626,17,2.017000000000001,81159.0,126,0,0.0,1786.481885134217,False,-0.15293917492472042,24,2.4560000000000004,82516.0,130,0,0.0,1843.1955957733985,False,-0.13863753602478965,0,0.2,123908,75,18,1.0,2076.188987931778,False,0.016177155379245547,12,0.7340000000000002,118069,293,0,0.0,4454.33831285348,False,-0.021640336406819144,0.375,632177,0.0,0.0,9,0,0,10,16,16.0,20,30,33,289.0,51.0,19,14,33,885,1.9947371734306216,49.02073036879301
